"TIME","GEO","ANIMALS","UNIT","Value","Flag and Footnotes"
"1992","Czechia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","Denmark","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","Denmark","Live horses","Thousand heads (animals)",":",""
"1992","Denmark","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","Germany (until 1990 former territory of the FRG)","Live horses, asses, mules and hinnies","Thousand heads (animals)","530.957",""
"1992","Germany (until 1990 former territory of the FRG)","Live horses","Thousand heads (animals)","530.957",""
"1992","Germany (until 1990 former territory of the FRG)","Live asses, mules and hinnies","Thousand heads (animals)","0.000",""
"1992","Federal Republic of Germany (former territory of the FRG only)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","Federal Republic of Germany (former territory of the FRG only)","Live horses","Thousand heads (animals)",":",""
"1992","Federal Republic of Germany (former territory of the FRG only)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","Ireland","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","Ireland","Live horses","Thousand heads (animals)",":",""
"1992","Ireland","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","Greece","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","Greece","Live horses","Thousand heads (animals)",":",""
"1992","Greece","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","Spain","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","Spain","Live horses","Thousand heads (animals)",":",""
"1992","Spain","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","France","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","France","Live horses","Thousand heads (animals)",":",""
"1992","France","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","Croatia","Live horses, asses, mules and hinnies","Thousand heads (animals)","13.000",""
"1992","Croatia","Live horses","Thousand heads (animals)",":",""
"1992","Croatia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","Italy","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","Italy","Live horses","Thousand heads (animals)",":",""
"1992","Italy","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","Latvia","Live horses, asses, mules and hinnies","Thousand heads (animals)","28.400",""
"1992","Latvia","Live horses","Thousand heads (animals)",":",""
"1992","Latvia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","Lithuania","Live horses, asses, mules and hinnies","Thousand heads (animals)","79.700",""
"1992","Lithuania","Live horses","Thousand heads (animals)",":",""
"1992","Lithuania","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","Luxembourg","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","Luxembourg","Live horses","Thousand heads (animals)",":",""
"1992","Luxembourg","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","Hungary","Live horses, asses, mules and hinnies","Thousand heads (animals)","75.000",""
"1992","Hungary","Live horses","Thousand heads (animals)",":",""
"1992","Hungary","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","Netherlands","Live horses, asses, mules and hinnies","Thousand heads (animals)","86.421",""
"1992","Netherlands","Live horses","Thousand heads (animals)","86.421",""
"1992","Netherlands","Live asses, mules and hinnies","Thousand heads (animals)","0.000",""
"1992","Poland","Live horses, asses, mules and hinnies","Thousand heads (animals)","899.500",""
"1992","Poland","Live horses","Thousand heads (animals)",":",""
"1992","Poland","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","Portugal","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","Portugal","Live horses","Thousand heads (animals)",":",""
"1992","Portugal","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","Romania","Live horses, asses, mules and hinnies","Thousand heads (animals)","721.000",""
"1992","Romania","Live horses","Thousand heads (animals)",":",""
"1992","Romania","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","Slovenia","Live horses, asses, mules and hinnies","Thousand heads (animals)","9.000",""
"1992","Slovenia","Live horses","Thousand heads (animals)",":",""
"1992","Slovenia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","Slovakia","Live horses, asses, mules and hinnies","Thousand heads (animals)","12.000",""
"1992","Slovakia","Live horses","Thousand heads (animals)",":",""
"1992","Slovakia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","United Kingdom","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","United Kingdom","Live horses","Thousand heads (animals)",":",""
"1992","United Kingdom","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","North Macedonia","Live horses, asses, mules and hinnies","Thousand heads (animals)","65.000",""
"1992","North Macedonia","Live horses","Thousand heads (animals)",":",""
"1992","North Macedonia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1992","Albania","Live horses, asses, mules and hinnies","Thousand heads (animals)","168.000",""
"1992","Albania","Live horses","Thousand heads (animals)",":",""
"1992","Albania","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","European Community - 12 countries (1986-1994)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","European Community - 12 countries (1986-1994)","Live horses","Thousand heads (animals)",":",""
"1993","European Community - 12 countries (1986-1994)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","European Community - 10 countries (1981-1985)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","European Community - 10 countries (1981-1985)","Live horses","Thousand heads (animals)",":",""
"1993","European Community - 10 countries (1981-1985)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","European Community - 9 countries (1973-1980)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","European Community - 9 countries (1973-1980)","Live horses","Thousand heads (animals)",":",""
"1993","European Community - 9 countries (1973-1980)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Belgium","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Belgium","Live horses","Thousand heads (animals)",":",""
"1993","Belgium","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Bulgaria","Live horses, asses, mules and hinnies","Thousand heads (animals)","113.000",""
"1993","Bulgaria","Live horses","Thousand heads (animals)",":",""
"1993","Bulgaria","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Czechia","Live horses, asses, mules and hinnies","Thousand heads (animals)","18.000",""
"1993","Czechia","Live horses","Thousand heads (animals)",":",""
"1993","Czechia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Denmark","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Denmark","Live horses","Thousand heads (animals)",":",""
"1993","Denmark","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Germany (until 1990 former territory of the FRG)","Live horses, asses, mules and hinnies","Thousand heads (animals)","0.000",""
"1993","Germany (until 1990 former territory of the FRG)","Live horses","Thousand heads (animals)","0.000",""
"1993","Germany (until 1990 former territory of the FRG)","Live asses, mules and hinnies","Thousand heads (animals)","0.000",""
"1993","Federal Republic of Germany (former territory of the FRG only)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Federal Republic of Germany (former territory of the FRG only)","Live horses","Thousand heads (animals)",":",""
"1993","Federal Republic of Germany (former territory of the FRG only)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Ireland","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Ireland","Live horses","Thousand heads (animals)",":",""
"1993","Ireland","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Greece","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Greece","Live horses","Thousand heads (animals)",":",""
"1993","Greece","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Spain","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Spain","Live horses","Thousand heads (animals)",":",""
"1993","Spain","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","France","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","France","Live horses","Thousand heads (animals)",":",""
"1993","France","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Croatia","Live horses, asses, mules and hinnies","Thousand heads (animals)","12.000",""
"1993","Croatia","Live horses","Thousand heads (animals)",":",""
"1993","Croatia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Italy","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Italy","Live horses","Thousand heads (animals)",":",""
"1993","Italy","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Latvia","Live horses, asses, mules and hinnies","Thousand heads (animals)","26.200",""
"1993","Latvia","Live horses","Thousand heads (animals)",":",""
"1993","Latvia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Lithuania","Live horses, asses, mules and hinnies","Thousand heads (animals)","81.300",""
"1993","Lithuania","Live horses","Thousand heads (animals)",":",""
"1993","Lithuania","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Luxembourg","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Luxembourg","Live horses","Thousand heads (animals)",":",""
"1993","Luxembourg","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Hungary","Live horses, asses, mules and hinnies","Thousand heads (animals)","71.000",""
"1993","Hungary","Live horses","Thousand heads (animals)",":",""
"1993","Hungary","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Netherlands","Live horses, asses, mules and hinnies","Thousand heads (animals)","92.000",""
"1993","Netherlands","Live horses","Thousand heads (animals)","92.000",""
"1993","Netherlands","Live asses, mules and hinnies","Thousand heads (animals)","0.000",""
"1993","Poland","Live horses, asses, mules and hinnies","Thousand heads (animals)","841.300",""
"1993","Poland","Live horses","Thousand heads (animals)",":",""
"1993","Poland","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Portugal","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Portugal","Live horses","Thousand heads (animals)",":",""
"1993","Portugal","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Romania","Live horses, asses, mules and hinnies","Thousand heads (animals)","751.000",""
"1993","Romania","Live horses","Thousand heads (animals)",":",""
"1993","Romania","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Slovenia","Live horses, asses, mules and hinnies","Thousand heads (animals)","9.000",""
"1993","Slovenia","Live horses","Thousand heads (animals)",":",""
"1993","Slovenia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Slovakia","Live horses, asses, mules and hinnies","Thousand heads (animals)","11.000",""
"1993","Slovakia","Live horses","Thousand heads (animals)",":",""
"1993","Slovakia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","United Kingdom","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","United Kingdom","Live horses","Thousand heads (animals)",":",""
"1993","United Kingdom","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","North Macedonia","Live horses, asses, mules and hinnies","Thousand heads (animals)","62.000",""
"1993","North Macedonia","Live horses","Thousand heads (animals)",":",""
"1993","North Macedonia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1993","Albania","Live horses, asses, mules and hinnies","Thousand heads (animals)","198.000",""
"1993","Albania","Live horses","Thousand heads (animals)",":",""
"1993","Albania","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","European Community - 12 countries (1986-1994)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","European Community - 12 countries (1986-1994)","Live horses","Thousand heads (animals)",":",""
"1994","European Community - 12 countries (1986-1994)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","European Community - 10 countries (1981-1985)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","European Community - 10 countries (1981-1985)","Live horses","Thousand heads (animals)",":",""
"1994","European Community - 10 countries (1981-1985)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","European Community - 9 countries (1973-1980)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","European Community - 9 countries (1973-1980)","Live horses","Thousand heads (animals)",":",""
"1994","European Community - 9 countries (1973-1980)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Belgium","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Belgium","Live horses","Thousand heads (animals)",":",""
"1994","Belgium","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Bulgaria","Live horses, asses, mules and hinnies","Thousand heads (animals)","133.000",""
"1994","Bulgaria","Live horses","Thousand heads (animals)",":",""
"1994","Bulgaria","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Czechia","Live horses, asses, mules and hinnies","Thousand heads (animals)","18.000",""
"1994","Czechia","Live horses","Thousand heads (animals)",":",""
"1994","Czechia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Denmark","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Denmark","Live horses","Thousand heads (animals)",":",""
"1994","Denmark","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Germany (until 1990 former territory of the FRG)","Live horses, asses, mules and hinnies","Thousand heads (animals)","598.848",""
"1994","Germany (until 1990 former territory of the FRG)","Live horses","Thousand heads (animals)","598.848",""
"1994","Germany (until 1990 former territory of the FRG)","Live asses, mules and hinnies","Thousand heads (animals)","0.000",""
"1994","Federal Republic of Germany (former territory of the FRG only)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Federal Republic of Germany (former territory of the FRG only)","Live horses","Thousand heads (animals)",":",""
"1994","Federal Republic of Germany (former territory of the FRG only)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Ireland","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Ireland","Live horses","Thousand heads (animals)",":",""
"1994","Ireland","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Greece","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Greece","Live horses","Thousand heads (animals)",":",""
"1994","Greece","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Spain","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Spain","Live horses","Thousand heads (animals)",":",""
"1994","Spain","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","France","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","France","Live horses","Thousand heads (animals)",":",""
"1994","France","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Croatia","Live horses, asses, mules and hinnies","Thousand heads (animals)","7.000",""
"1994","Croatia","Live horses","Thousand heads (animals)",":",""
"1994","Croatia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Italy","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Italy","Live horses","Thousand heads (animals)",":",""
"1994","Italy","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Latvia","Live horses, asses, mules and hinnies","Thousand heads (animals)","26.800",""
"1994","Latvia","Live horses","Thousand heads (animals)",":",""
"1994","Latvia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Lithuania","Live horses, asses, mules and hinnies","Thousand heads (animals)","78.200",""
"1994","Lithuania","Live horses","Thousand heads (animals)",":",""
"1994","Lithuania","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Luxembourg","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Luxembourg","Live horses","Thousand heads (animals)",":",""
"1994","Luxembourg","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Hungary","Live horses, asses, mules and hinnies","Thousand heads (animals)","78.000",""
"1994","Hungary","Live horses","Thousand heads (animals)",":",""
"1994","Hungary","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Netherlands","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Netherlands","Live horses","Thousand heads (animals)",":",""
"1994","Netherlands","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Poland","Live horses, asses, mules and hinnies","Thousand heads (animals)","621.700",""
"1994","Poland","Live horses","Thousand heads (animals)",":",""
"1994","Poland","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Portugal","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Portugal","Live horses","Thousand heads (animals)",":",""
"1994","Portugal","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Romania","Live horses, asses, mules and hinnies","Thousand heads (animals)","784.000",""
"1994","Romania","Live horses","Thousand heads (animals)",":",""
"1994","Romania","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Slovenia","Live horses, asses, mules and hinnies","Thousand heads (animals)","8.000",""
"1994","Slovenia","Live horses","Thousand heads (animals)",":",""
"1994","Slovenia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Slovakia","Live horses, asses, mules and hinnies","Thousand heads (animals)","11.000",""
"1994","Slovakia","Live horses","Thousand heads (animals)",":",""
"1994","Slovakia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","United Kingdom","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","United Kingdom","Live horses","Thousand heads (animals)",":",""
"1994","United Kingdom","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","North Macedonia","Live horses, asses, mules and hinnies","Thousand heads (animals)","62.000",""
"1994","North Macedonia","Live horses","Thousand heads (animals)",":",""
"1994","North Macedonia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1994","Albania","Live horses, asses, mules and hinnies","Thousand heads (animals)","201.000",""
"1994","Albania","Live horses","Thousand heads (animals)",":",""
"1994","Albania","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","European Community - 12 countries (1986-1994)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","European Community - 12 countries (1986-1994)","Live horses","Thousand heads (animals)",":",""
"1995","European Community - 12 countries (1986-1994)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","European Community - 10 countries (1981-1985)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","European Community - 10 countries (1981-1985)","Live horses","Thousand heads (animals)",":",""
"1995","European Community - 10 countries (1981-1985)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","European Community - 9 countries (1973-1980)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","European Community - 9 countries (1973-1980)","Live horses","Thousand heads (animals)",":",""
"1995","European Community - 9 countries (1973-1980)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Belgium","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Belgium","Live horses","Thousand heads (animals)",":",""
"1995","Belgium","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Bulgaria","Live horses, asses, mules and hinnies","Thousand heads (animals)","151.000",""
"1995","Bulgaria","Live horses","Thousand heads (animals)",":",""
"1995","Bulgaria","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Czechia","Live horses, asses, mules and hinnies","Thousand heads (animals)","19.000",""
"1995","Czechia","Live horses","Thousand heads (animals)",":",""
"1995","Czechia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Denmark","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Denmark","Live horses","Thousand heads (animals)",":",""
"1995","Denmark","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Germany (until 1990 former territory of the FRG)","Live horses, asses, mules and hinnies","Thousand heads (animals)","0.000",""
"1995","Germany (until 1990 former territory of the FRG)","Live horses","Thousand heads (animals)","0.000",""
"1995","Germany (until 1990 former territory of the FRG)","Live asses, mules and hinnies","Thousand heads (animals)","0.000",""
"1995","Federal Republic of Germany (former territory of the FRG only)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Federal Republic of Germany (former territory of the FRG only)","Live horses","Thousand heads (animals)",":",""
"1995","Federal Republic of Germany (former territory of the FRG only)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Ireland","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Ireland","Live horses","Thousand heads (animals)",":",""
"1995","Ireland","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Greece","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Greece","Live horses","Thousand heads (animals)",":",""
"1995","Greece","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Spain","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Spain","Live horses","Thousand heads (animals)",":",""
"1995","Spain","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","France","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","France","Live horses","Thousand heads (animals)",":",""
"1995","France","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Croatia","Live horses, asses, mules and hinnies","Thousand heads (animals)","9.000",""
"1995","Croatia","Live horses","Thousand heads (animals)",":",""
"1995","Croatia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Italy","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Italy","Live horses","Thousand heads (animals)",":",""
"1995","Italy","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Latvia","Live horses, asses, mules and hinnies","Thousand heads (animals)","27.200",""
"1995","Latvia","Live horses","Thousand heads (animals)",":",""
"1995","Latvia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Lithuania","Live horses, asses, mules and hinnies","Thousand heads (animals)","77.600",""
"1995","Lithuania","Live horses","Thousand heads (animals)",":",""
"1995","Lithuania","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Luxembourg","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Luxembourg","Live horses","Thousand heads (animals)",":",""
"1995","Luxembourg","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Hungary","Live horses, asses, mules and hinnies","Thousand heads (animals)","71.000",""
"1995","Hungary","Live horses","Thousand heads (animals)",":",""
"1995","Hungary","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Netherlands","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Netherlands","Live horses","Thousand heads (animals)",":",""
"1995","Netherlands","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Poland","Live horses, asses, mules and hinnies","Thousand heads (animals)","635.800",""
"1995","Poland","Live horses","Thousand heads (animals)",":",""
"1995","Poland","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Portugal","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Portugal","Live horses","Thousand heads (animals)",":",""
"1995","Portugal","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Romania","Live horses, asses, mules and hinnies","Thousand heads (animals)","806.000",""
"1995","Romania","Live horses","Thousand heads (animals)",":",""
"1995","Romania","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Slovenia","Live horses, asses, mules and hinnies","Thousand heads (animals)","8.000",""
"1995","Slovenia","Live horses","Thousand heads (animals)",":",""
"1995","Slovenia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Slovakia","Live horses, asses, mules and hinnies","Thousand heads (animals)","10.000",""
"1995","Slovakia","Live horses","Thousand heads (animals)",":",""
"1995","Slovakia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","United Kingdom","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","United Kingdom","Live horses","Thousand heads (animals)",":",""
"1995","United Kingdom","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","North Macedonia","Live horses, asses, mules and hinnies","Thousand heads (animals)","62.000",""
"1995","North Macedonia","Live horses","Thousand heads (animals)",":",""
"1995","North Macedonia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1995","Albania","Live horses, asses, mules and hinnies","Thousand heads (animals)","230.000",""
"1995","Albania","Live horses","Thousand heads (animals)",":",""
"1995","Albania","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","European Community - 12 countries (1986-1994)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","European Community - 12 countries (1986-1994)","Live horses","Thousand heads (animals)",":",""
"1996","European Community - 12 countries (1986-1994)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","European Community - 10 countries (1981-1985)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","European Community - 10 countries (1981-1985)","Live horses","Thousand heads (animals)",":",""
"1996","European Community - 10 countries (1981-1985)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","European Community - 9 countries (1973-1980)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","European Community - 9 countries (1973-1980)","Live horses","Thousand heads (animals)",":",""
"1996","European Community - 9 countries (1973-1980)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Belgium","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Belgium","Live horses","Thousand heads (animals)",":",""
"1996","Belgium","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Bulgaria","Live horses, asses, mules and hinnies","Thousand heads (animals)","170.000",""
"1996","Bulgaria","Live horses","Thousand heads (animals)",":",""
"1996","Bulgaria","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Czechia","Live horses, asses, mules and hinnies","Thousand heads (animals)","19.000",""
"1996","Czechia","Live horses","Thousand heads (animals)",":",""
"1996","Czechia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Denmark","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Denmark","Live horses","Thousand heads (animals)",":",""
"1996","Denmark","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Germany (until 1990 former territory of the FRG)","Live horses, asses, mules and hinnies","Thousand heads (animals)","652.444",""
"1996","Germany (until 1990 former territory of the FRG)","Live horses","Thousand heads (animals)","652.444",""
"1996","Germany (until 1990 former territory of the FRG)","Live asses, mules and hinnies","Thousand heads (animals)","0.000",""
"1996","Federal Republic of Germany (former territory of the FRG only)","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Federal Republic of Germany (former territory of the FRG only)","Live horses","Thousand heads (animals)",":",""
"1996","Federal Republic of Germany (former territory of the FRG only)","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Ireland","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Ireland","Live horses","Thousand heads (animals)",":",""
"1996","Ireland","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Greece","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Greece","Live horses","Thousand heads (animals)",":",""
"1996","Greece","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Spain","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Spain","Live horses","Thousand heads (animals)",":",""
"1996","Spain","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","France","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","France","Live horses","Thousand heads (animals)",":",""
"1996","France","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Croatia","Live horses, asses, mules and hinnies","Thousand heads (animals)","8.000",""
"1996","Croatia","Live horses","Thousand heads (animals)",":",""
"1996","Croatia","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Italy","Live horses, asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Italy","Live horses","Thousand heads (animals)",":",""
"1996","Italy","Live asses, mules and hinnies","Thousand heads (animals)",":",""
"1996","Latvia","Live horses, asses, mules and hinnies","Thousand heads (animals)","25.800",""
