"TIME","GEO","ANIMALS","MONTH","UNIT","Value","Flag and Footnotes"
"2015","Denmark","Live bovine animals","December","Thousand heads (animals)","1,566.00",""
"2015","Denmark","Bovine animals, less than 1 year old","December","Thousand heads (animals)","538.00",""
"2015","Denmark","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","259.00",""
"2015","Denmark","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","279.00",""
"2015","Denmark","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","302.00",""
"2015","Germany (until 1990 former territory of the FRG)","Live bovine animals","December","Thousand heads (animals)","12,635.46",""
"2015","Germany (until 1990 former territory of the FRG)","Bovine animals, less than 1 year old","December","Thousand heads (animals)","3,836.21",""
"2015","Germany (until 1990 former territory of the FRG)","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","213.96",""
"2015","Germany (until 1990 former territory of the FRG)","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","3,622.24",""
"2015","Germany (until 1990 former territory of the FRG)","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","2,993.28",""
"2015","Estonia","Live bovine animals","December","Thousand heads (animals)","256.20",""
"2015","Estonia","Bovine animals, less than 1 year old","December","Thousand heads (animals)","70.30",""
"2015","Estonia","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","3.30",""
"2015","Estonia","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","67.00",""
"2015","Estonia","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","52.60",""
"2015","Ireland","Live bovine animals","December","Thousand heads (animals)","6,422.23",""
"2015","Ireland","Bovine animals, less than 1 year old","December","Thousand heads (animals)","2,025.70",""
"2015","Ireland","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","6.70",""
"2015","Ireland","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","2,019.00",""
"2015","Ireland","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","1,659.96",""
"2015","Greece","Live bovine animals","December","Thousand heads (animals)","582.00",""
"2015","Greece","Bovine animals, less than 1 year old","December","Thousand heads (animals)","154.00",""
"2015","Greece","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","54.00",""
"2015","Greece","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","100.00",""
"2015","Greece","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","103.00",""
"2015","Spain","Live bovine animals","December","Thousand heads (animals)","6,182.91",""
"2015","Spain","Bovine animals, less than 1 year old","December","Thousand heads (animals)","2,324.64",""
"2015","Spain","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","1,693.87",""
"2015","Spain","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","630.77",""
"2015","Spain","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","786.38",""
"2015","France","Live bovine animals","December","Thousand heads (animals)","19,386.52",""
"2015","France","Bovine animals, less than 1 year old","December","Thousand heads (animals)","5,617.63",""
"2015","France","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","628.09",""
"2015","France","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","4,989.54",""
"2015","France","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","3,459.24",""
"2015","Croatia","Live bovine animals","December","Thousand heads (animals)","441.00",""
"2015","Croatia","Bovine animals, less than 1 year old","December","Thousand heads (animals)","148.00",""
"2015","Croatia","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","20.00",""
"2015","Croatia","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","128.00",""
"2015","Croatia","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","88.00",""
"2015","Italy","Live bovine animals","December","Thousand heads (animals)","6,155.81",""
"2015","Italy","Bovine animals, less than 1 year old","December","Thousand heads (animals)","1,678.15",""
"2015","Italy","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","992.39",""
"2015","Italy","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","685.76",""
"2015","Italy","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","1,379.08",""
"2015","Cyprus","Live bovine animals","December","Thousand heads (animals)","58.86",""
"2015","Cyprus","Bovine animals, less than 1 year old","December","Thousand heads (animals)","20.81",""
"2015","Cyprus","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","9.11",""
"2015","Cyprus","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","11.70",""
"2015","Cyprus","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","9.34",""
"2015","Latvia","Live bovine animals","December","Thousand heads (animals)","419.08",""
"2015","Latvia","Bovine animals, less than 1 year old","December","Thousand heads (animals)","113.57",""
"2015","Latvia","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","55.07",""
"2015","Latvia","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","58.50",""
"2015","Latvia","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","76.20",""
"2015","Lithuania","Live bovine animals","December","Thousand heads (animals)","722.60",""
"2015","Lithuania","Bovine animals, less than 1 year old","December","Thousand heads (animals)","185.30",""
"2015","Lithuania","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","64.60",""
"2015","Lithuania","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","120.70",""
"2015","Lithuania","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","151.90",""
"2015","Luxembourg","Live bovine animals","December","Thousand heads (animals)","200.64",""
"2015","Luxembourg","Bovine animals, less than 1 year old","December","Thousand heads (animals)","53.67",""
"2015","Luxembourg","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","5.59",""
"2015","Luxembourg","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","48.08",""
"2015","Luxembourg","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","44.64",""
"2015","Hungary","Live bovine animals","December","Thousand heads (animals)","821.00",""
"2015","Hungary","Bovine animals, less than 1 year old","December","Thousand heads (animals)","220.00",""
"2015","Hungary","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","56.00",""
"2015","Hungary","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","164.00",""
"2015","Hungary","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","180.00",""
"2015","Malta","Live bovine animals","December","Thousand heads (animals)","15.02",""
"2015","Malta","Bovine animals, less than 1 year old","December","Thousand heads (animals)","4.17",""
"2015","Malta","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","0.00",""
"2015","Malta","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","4.17",""
"2015","Malta","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","3.65",""
"2015","Netherlands","Live bovine animals","December","Thousand heads (animals)","4,315.00",""
"2015","Netherlands","Bovine animals, less than 1 year old","December","Thousand heads (animals)","1,707.00",""
"2015","Netherlands","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","955.00",""
"2015","Netherlands","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","751.00",""
"2015","Netherlands","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","660.00",""
"2015","Austria","Live bovine animals","December","Thousand heads (animals)","1,957.61",""
"2015","Austria","Bovine animals, less than 1 year old","December","Thousand heads (animals)","624.48",""
"2015","Austria","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","159.51",""
"2015","Austria","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","464.97",""
"2015","Austria","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","439.08",""
"2015","Poland","Live bovine animals","December","Thousand heads (animals)","5,762.50",""
"2015","Poland","Bovine animals, less than 1 year old","December","Thousand heads (animals)","1,616.90",""
"2015","Poland","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","159.90",""
"2015","Poland","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","1,457.00",""
"2015","Poland","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","1,531.50",""
"2015","Portugal","Live bovine animals","December","Thousand heads (animals)","1,605.86",""
"2015","Portugal","Bovine animals, less than 1 year old","December","Thousand heads (animals)","509.84",""
"2015","Portugal","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","115.19",""
"2015","Portugal","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","394.65",""
"2015","Portugal","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","240.22",""
"2015","Romania","Live bovine animals","December","Thousand heads (animals)","2,092.40",""
"2015","Romania","Bovine animals, less than 1 year old","December","Thousand heads (animals)","474.70",""
"2015","Romania","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","161.80",""
"2015","Romania","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","312.90",""
"2015","Romania","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","261.20",""
"2015","Slovenia","Live bovine animals","December","Thousand heads (animals)","484.19",""
"2015","Slovenia","Bovine animals, less than 1 year old","December","Thousand heads (animals)","152.52",""
"2015","Slovenia","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","10.87",""
"2015","Slovenia","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","141.65",""
"2015","Slovenia","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","129.37",""
"2015","Slovakia","Live bovine animals","December","Thousand heads (animals)","457.46",""
"2015","Slovakia","Bovine animals, less than 1 year old","December","Thousand heads (animals)","130.16",""
"2015","Slovakia","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","17.80",""
"2015","Slovakia","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","112.36",""
"2015","Slovakia","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","90.97",""
"2015","Finland","Live bovine animals","December","Thousand heads (animals)","903.41",""
"2015","Finland","Bovine animals, less than 1 year old","December","Thousand heads (animals)","307.82",""
"2015","Finland","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","2.77",""
"2015","Finland","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","305.05",""
"2015","Finland","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","221.31",""
"2015","Sweden","Live bovine animals","December","Thousand heads (animals)","1,428.40",""
"2015","Sweden","Bovine animals, less than 1 year old","December","Thousand heads (animals)","467.19",""
"2015","Sweden","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","30.19",""
"2015","Sweden","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","437.00",""
"2015","Sweden","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","342.20",""
"2015","Iceland","Live bovine animals","December","Thousand heads (animals)","75.90",""
"2015","Iceland","Bovine animals, less than 1 year old","December","Thousand heads (animals)","20.10",""
"2015","Iceland","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","0.50",""
"2015","Iceland","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","19.60",""
"2015","Iceland","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","20.20",""
"2015","Switzerland","Live bovine animals","December","Thousand heads (animals)","1,567.14",""
"2015","Switzerland","Bovine animals, less than 1 year old","December","Thousand heads (animals)","507.92",""
"2015","Switzerland","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","248.72",""
"2015","Switzerland","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","259.21",""
"2015","Switzerland","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","246.34",""
"2015","United Kingdom","Live bovine animals","December","Thousand heads (animals)","9,816.00",""
"2015","United Kingdom","Bovine animals, less than 1 year old","December","Thousand heads (animals)","2,967.00",""
"2015","United Kingdom","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","28.00",""
"2015","United Kingdom","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","2,939.00",""
"2015","United Kingdom","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","2,372.00",""
"2015","Montenegro","Live bovine animals","December","Thousand heads (animals)","92.00",""
"2015","Montenegro","Bovine animals, less than 1 year old","December","Thousand heads (animals)","19.00",""
"2015","Montenegro","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","7.00",""
"2015","Montenegro","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","12.00",""
"2015","Montenegro","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","5.00",""
"2015","North Macedonia","Live bovine animals","December","Thousand heads (animals)","253.00",""
"2015","North Macedonia","Bovine animals, less than 1 year old","December","Thousand heads (animals)","71.00",""
"2015","North Macedonia","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","9.00",""
"2015","North Macedonia","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","62.00",""
"2015","North Macedonia","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","17.00",""
"2015","Albania","Live bovine animals","December","Thousand heads (animals)","505.77","e"
"2015","Albania","Bovine animals, less than 1 year old","December","Thousand heads (animals)","58.79","e"
"2015","Albania","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","11.75","e"
"2015","Albania","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","47.04","e"
"2015","Albania","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","37.98","e"
"2015","Serbia","Live bovine animals","December","Thousand heads (animals)","916.00",""
"2015","Serbia","Bovine animals, less than 1 year old","December","Thousand heads (animals)","297.00",""
"2015","Serbia","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","28.00",""
"2015","Serbia","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","270.00",""
"2015","Serbia","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","125.00",""
"2015","Turkey","Live bovine animals","December","Thousand heads (animals)","14,127.84",""
"2015","Turkey","Bovine animals, less than 1 year old","December","Thousand heads (animals)","3,444.67",""
"2015","Turkey","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","19.75","e"
"2015","Turkey","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","3,424.92","e"
"2015","Turkey","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","3,541.08",""
"2015","Bosnia and Herzegovina","Live bovine animals","December","Thousand heads (animals)","455.00","e"
"2015","Bosnia and Herzegovina","Bovine animals, less than 1 year old","December","Thousand heads (animals)","98.00","e"
"2015","Bosnia and Herzegovina","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","37.00","e"
"2015","Bosnia and Herzegovina","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","61.00","e"
"2015","Bosnia and Herzegovina","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","74.00","e"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Live bovine animals","December","Thousand heads (animals)","258.50",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Bovine animals, less than 1 year old","December","Thousand heads (animals)","81.34",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","38.99",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","42.35",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","22.75",""
"2016","European Union - 27 countries (from 2020)","Live bovine animals","December","Thousand heads (animals)","79,697.54",""
"2016","European Union - 27 countries (from 2020)","Bovine animals, less than 1 year old","December","Thousand heads (animals)","24,395.49",""
"2016","European Union - 27 countries (from 2020)","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","5,912.20",""
"2016","European Union - 27 countries (from 2020)","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","18,483.30",""
"2016","European Union - 27 countries (from 2020)","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","16,310.28",""
"2016","European Union - 28 countries (2013-2020)","Live bovine animals","December","Thousand heads (animals)","89,503.54",""
"2016","European Union - 28 countries (2013-2020)","Bovine animals, less than 1 year old","December","Thousand heads (animals)","27,347.49",""
"2016","European Union - 28 countries (2013-2020)","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","5,939.20",""
"2016","European Union - 28 countries (2013-2020)","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","21,408.30",""
"2016","European Union - 28 countries (2013-2020)","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","18,745.28",""
"2016","European Union - 27 countries (2007-2013)","Live bovine animals","December","Thousand heads (animals)","89,059.54",""
"2016","European Union - 27 countries (2007-2013)","Bovine animals, less than 1 year old","December","Thousand heads (animals)","27,193.49",""
"2016","European Union - 27 countries (2007-2013)","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","5,919.20",""
"2016","European Union - 27 countries (2007-2013)","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","21,274.30",""
"2016","European Union - 27 countries (2007-2013)","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","18,656.28",""
"2016","European Union - 25 countries (2004-2006)","Live bovine animals","December","Thousand heads (animals)","86,439.70",""
"2016","European Union - 25 countries (2004-2006)","Bovine animals, less than 1 year old","December","Thousand heads (animals)","26,626.91",""
"2016","European Union - 25 countries (2004-2006)","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","5,758.73",""
"2016","European Union - 25 countries (2004-2006)","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","20,868.19",""
"2016","European Union - 25 countries (2004-2006)","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","18,342.47",""
"2016","European Union - 15 countries (1995-2004)","Live bovine animals","December","Thousand heads (animals)","75,910.39",""
"2016","European Union - 15 countries (1995-2004)","Bovine animals, less than 1 year old","December","Thousand heads (animals)","23,601.72",""
"2016","European Union - 15 countries (1995-2004)","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","5,397.83",""
"2016","European Union - 15 countries (1995-2004)","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","18,203.90",""
"2016","European Union - 15 countries (1995-2004)","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","15,740.89",""
"2016","Belgium","Live bovine animals","December","Thousand heads (animals)","2,501.35",""
"2016","Belgium","Bovine animals, less than 1 year old","December","Thousand heads (animals)","748.26",""
"2016","Belgium","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","167.70",""
"2016","Belgium","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","580.56",""
"2016","Belgium","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","492.00",""
"2016","Bulgaria","Live bovine animals","December","Thousand heads (animals)","570.14",""
"2016","Bulgaria","Bovine animals, less than 1 year old","December","Thousand heads (animals)","119.69",""
"2016","Bulgaria","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","26.77",""
"2016","Bulgaria","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","92.92",""
"2016","Bulgaria","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","63.20",""
"2016","Czechia","Live bovine animals","December","Thousand heads (animals)","1,339.60",""
"2016","Czechia","Bovine animals, less than 1 year old","December","Thousand heads (animals)","397.03",""
"2016","Czechia","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","1.72",""
"2016","Czechia","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","395.31",""
"2016","Czechia","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","295.06",""
"2016","Denmark","Live bovine animals","December","Thousand heads (animals)","1,554.00",""
"2016","Denmark","Bovine animals, less than 1 year old","December","Thousand heads (animals)","540.00",""
"2016","Denmark","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","258.00",""
"2016","Denmark","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","283.00",""
"2016","Denmark","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","298.00",""
"2016","Germany (until 1990 former territory of the FRG)","Live bovine animals","December","Thousand heads (animals)","12,466.59",""
"2016","Germany (until 1990 former territory of the FRG)","Bovine animals, less than 1 year old","December","Thousand heads (animals)","3,794.84",""
"2016","Germany (until 1990 former territory of the FRG)","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","224.27",""
"2016","Germany (until 1990 former territory of the FRG)","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","3,570.57",""
"2016","Germany (until 1990 former territory of the FRG)","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","2,959.71",""
"2016","Estonia","Live bovine animals","December","Thousand heads (animals)","248.20",""
"2016","Estonia","Bovine animals, less than 1 year old","December","Thousand heads (animals)","67.90",""
"2016","Estonia","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","3.30",""
"2016","Estonia","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","64.60",""
"2016","Estonia","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","50.10",""
"2016","Ireland","Live bovine animals","December","Thousand heads (animals)","6,613.43",""
"2016","Ireland","Bovine animals, less than 1 year old","December","Thousand heads (animals)","2,076.51",""
"2016","Ireland","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","7.10",""
"2016","Ireland","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","2,069.41",""
"2016","Ireland","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","1,778.12",""
"2016","Greece","Live bovine animals","December","Thousand heads (animals)","554.00",""
"2016","Greece","Bovine animals, less than 1 year old","December","Thousand heads (animals)","145.00",""
"2016","Greece","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","38.00",""
"2016","Greece","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","107.00",""
"2016","Greece","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","102.00",""
"2016","Spain","Live bovine animals","December","Thousand heads (animals)","6,317.64",""
"2016","Spain","Bovine animals, less than 1 year old","December","Thousand heads (animals)","2,403.64",""
"2016","Spain","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","1,781.85",""
"2016","Spain","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","621.78",""
"2016","Spain","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","803.88",""
"2016","France","Live bovine animals","December","Thousand heads (animals)","19,373.38",""
"2016","France","Bovine animals, less than 1 year old","December","Thousand heads (animals)","5,574.55",""
"2016","France","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","630.63",""
"2016","France","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","4,943.93",""
"2016","France","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","3,474.52",""
"2016","Croatia","Live bovine animals","December","Thousand heads (animals)","444.00",""
"2016","Croatia","Bovine animals, less than 1 year old","December","Thousand heads (animals)","154.00",""
"2016","Croatia","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","20.00",""
"2016","Croatia","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","134.00",""
"2016","Croatia","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","89.00",""
"2016","Italy","Live bovine animals","December","Thousand heads (animals)","6,314.89",""
"2016","Italy","Bovine animals, less than 1 year old","December","Thousand heads (animals)","1,745.23",""
"2016","Italy","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","1,015.59",""
"2016","Italy","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","729.64",""
"2016","Italy","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","1,448.04",""
"2016","Cyprus","Live bovine animals","December","Thousand heads (animals)","63.14",""
"2016","Cyprus","Bovine animals, less than 1 year old","December","Thousand heads (animals)","21.77",""
"2016","Cyprus","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","9.83",""
"2016","Cyprus","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","11.94",""
"2016","Cyprus","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","9.74",""
"2016","Latvia","Live bovine animals","December","Thousand heads (animals)","412.31",""
"2016","Latvia","Bovine animals, less than 1 year old","December","Thousand heads (animals)","112.97",""
"2016","Latvia","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","54.79",""
"2016","Latvia","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","58.19",""
"2016","Latvia","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","72.54",""
"2016","Lithuania","Live bovine animals","December","Thousand heads (animals)","694.80",""
"2016","Lithuania","Bovine animals, less than 1 year old","December","Thousand heads (animals)","179.30",""
"2016","Lithuania","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","60.60",""
"2016","Lithuania","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","118.70",""
"2016","Lithuania","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","142.50",""
"2016","Luxembourg","Live bovine animals","December","Thousand heads (animals)","202.41",""
"2016","Luxembourg","Bovine animals, less than 1 year old","December","Thousand heads (animals)","54.34",""
"2016","Luxembourg","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","5.15",""
"2016","Luxembourg","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","49.19",""
"2016","Luxembourg","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","44.42",""
"2016","Hungary","Live bovine animals","December","Thousand heads (animals)","852.00",""
"2016","Hungary","Bovine animals, less than 1 year old","December","Thousand heads (animals)","239.00",""
"2016","Hungary","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","62.00",""
"2016","Hungary","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","177.00",""
"2016","Hungary","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","176.00",""
"2016","Malta","Live bovine animals","December","Thousand heads (animals)","14.36",""
"2016","Malta","Bovine animals, less than 1 year old","December","Thousand heads (animals)","3.88",""
"2016","Malta","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","0.00",""
"2016","Malta","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","3.88",""
"2016","Malta","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","3.19",""
"2016","Netherlands","Live bovine animals","December","Thousand heads (animals)","4,294.00",""
"2016","Netherlands","Bovine animals, less than 1 year old","December","Thousand heads (animals)","1,666.00",""
"2016","Netherlands","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","941.00",""
"2016","Netherlands","Bovine animals, less than 1 year old, not for slaughter","December","Thousand heads (animals)","724.00",""
"2016","Netherlands","Bovine animals, 1 to less than 2 years old","December","Thousand heads (animals)","644.00",""
"2016","Austria","Live bovine animals","December","Thousand heads (animals)","1,954.39",""
"2016","Austria","Bovine animals, less than 1 year old","December","Thousand heads (animals)","632.15",""
"2016","Austria","Bovine animals, less than 1 year old, for slaughter","December","Thousand heads (animals)","160.84",""
