animals,geo,time,tablename
Live sheep,Hungary,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Live sheep,Iceland,"[2012, 2013, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Live sheep,Ireland,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Live sheep,Italy,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Live sheep,Kosovo (under United Nations Security Council Resolution 1244/99),"[2015, 2016, 2017, 2018, 2019, 2020]",apro_mt_lssheep
Live sheep,Latvia,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Live sheep,Lithuania,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Live sheep,Luxembourg,"[2015, 2019]",apro_mt_lssheep
Live sheep,Malta,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Live sheep,Montenegro,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",apro_mt_lssheep
Live sheep,Netherlands,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Live sheep,North Macedonia,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Live sheep,Poland,"[2012, 2015, 2019]",apro_mt_lssheep
Live sheep,Portugal,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Live sheep,Romania,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Live sheep,Serbia,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Live sheep,Slovakia,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",apro_mt_lssheep
Live sheep,Slovenia,"[2015, 2019]",apro_mt_lssheep
Live sheep,Spain,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Live sheep,Sweden,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Live sheep,Turkey,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Live sheep,United Kingdom,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,Albania,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,Belgium,"[2012, 2013]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,Bosnia and Herzegovina,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,Bulgaria,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,Croatia,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,Cyprus,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,France,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,Germany (until 1990 former territory of the FRG),"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,Greece,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,Hungary,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,Iceland,"[2012, 2013, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,Ireland,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,Italy,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,Kosovo (under United Nations Security Council Resolution 1244/99),"[2015, 2016, 2017, 2018, 2019, 2020]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,Latvia,"[2012, 2013, 2014, 2020, 2021]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,Lithuania,"[2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,Malta,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,Montenegro,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,Netherlands,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,North Macedonia,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,Poland,[2012],apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,Portugal,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,Romania,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,Serbia,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,Slovakia,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,Spain,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,Sweden,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,Turkey,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Milk ewes and ewe-lambs put to the ram,United Kingdom,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,Albania,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,Belgium,"[2012, 2013]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,Bosnia and Herzegovina,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,Bulgaria,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,Croatia,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,Cyprus,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,France,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,Germany (until 1990 former territory of the FRG),"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,Greece,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,Hungary,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,Iceland,"[2012, 2013, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,Ireland,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,Italy,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,Kosovo (under United Nations Security Council Resolution 1244/99),"[2015, 2016, 2017, 2018, 2019, 2020]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,Latvia,"[2012, 2013, 2014, 2020, 2021]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,Lithuania,"[2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,Malta,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,Montenegro,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,Netherlands,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,North Macedonia,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,Poland,[2012],apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,Portugal,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,Romania,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,Serbia,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,Slovakia,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,Spain,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,Sweden,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,Turkey,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Non milk ewes and ewe-lambs put to the ram,United Kingdom,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",apro_mt_lssheep
Other sheep,Albania,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Other sheep,Austria,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Other sheep,Belgium,"[2012, 2013, 2016]",apro_mt_lssheep
Other sheep,Bosnia and Herzegovina,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",apro_mt_lssheep
Other sheep,Bulgaria,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Other sheep,Croatia,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Other sheep,Cyprus,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",apro_mt_lssheep
Other sheep,France,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Other sheep,Germany (until 1990 former territory of the FRG),"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Other sheep,Greece,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Other sheep,Hungary,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Other sheep,Iceland,"[2012, 2013, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Other sheep,Ireland,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Other sheep,Italy,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Other sheep,Kosovo (under United Nations Security Council Resolution 1244/99),"[2015, 2016, 2017, 2018, 2019, 2020]",apro_mt_lssheep
Other sheep,Latvia,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Other sheep,Lithuania,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Other sheep,Malta,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Other sheep,Montenegro,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",apro_mt_lssheep
Other sheep,Netherlands,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Other sheep,North Macedonia,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Other sheep,Poland,[2012],apro_mt_lssheep
Other sheep,Portugal,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Other sheep,Romania,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Other sheep,Serbia,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Other sheep,Slovakia,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",apro_mt_lssheep
Other sheep,Spain,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Other sheep,Sweden,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Other sheep,Turkey,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lssheep
Other sheep,United Kingdom,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",apro_mt_lssheep
