animals,geo,time,tablename
Live bovine animals,Kosovo (under United Nations Security Council Resolution 1244/99),"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lscatl
Live bovine animals,Latvia,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lscatl
Live bovine animals,Lithuania,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lscatl
Live bovine animals,Luxembourg,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lscatl
Live bovine animals,Malta,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lscatl
Live bovine animals,Montenegro,"[2013, 2014, 2015, 2016, 2017, 2018, 2019]",apro_mt_lscatl
Live bovine animals,Netherlands,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lscatl
Live bovine animals,North Macedonia,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lscatl
Live bovine animals,Poland,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lscatl
Live bovine animals,Portugal,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lscatl
Live bovine animals,Romania,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lscatl
Live bovine animals,Serbia,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lscatl
Live bovine animals,Slovakia,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lscatl
Live bovine animals,Slovenia,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lscatl
Live bovine animals,Spain,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lscatl
Live bovine animals,Sweden,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lscatl
Live bovine animals,Switzerland,"[2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lscatl
Live bovine animals,Turkey,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",apro_mt_lscatl
Live bovine animals,United Kingdom,"[2013, 2014, 2015, 2016, 2017, 2018, 2019]",apro_mt_lscatl
