"TIME","GEO","MONTH","ANIMALS","UNIT","Value","Flag and Footnotes"
"2014","Lithuania","December","Other sheep","Thousand heads (animals)","46.40",""
"2014","Luxembourg","December","Live sheep","Thousand heads (animals)",":",""
"2014","Luxembourg","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2014","Luxembourg","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2014","Luxembourg","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2014","Luxembourg","December","Other sheep","Thousand heads (animals)",":",""
"2014","Hungary","December","Live sheep","Thousand heads (animals)","1,185.00",""
"2014","Hungary","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","855.00",""
"2014","Hungary","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","18.00",""
"2014","Hungary","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","838.00",""
"2014","Hungary","December","Other sheep","Thousand heads (animals)","330.00",""
"2014","Malta","December","Live sheep","Thousand heads (animals)","10.53",""
"2014","Malta","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","9.47",""
"2014","Malta","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","9.47",""
"2014","Malta","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","0.00",""
"2014","Malta","December","Other sheep","Thousand heads (animals)","1.05",""
"2014","Netherlands","December","Live sheep","Thousand heads (animals)","1,070.00",""
"2014","Netherlands","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","600.00",""
"2014","Netherlands","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","6.00",""
"2014","Netherlands","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","594.00",""
"2014","Netherlands","December","Other sheep","Thousand heads (animals)","470.00",""
"2014","Austria","December","Live sheep","Thousand heads (animals)","349.09",""
"2014","Austria","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","211.39",""
"2014","Austria","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2014","Austria","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2014","Austria","December","Other sheep","Thousand heads (animals)","137.69",""
"2014","Poland","December","Live sheep","Thousand heads (animals)",":",""
"2014","Poland","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2014","Poland","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2014","Poland","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2014","Poland","December","Other sheep","Thousand heads (animals)",":",""
"2014","Portugal","December","Live sheep","Thousand heads (animals)","2,032.62",""
"2014","Portugal","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","1,607.36",""
"2014","Portugal","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","331.22",""
"2014","Portugal","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","1,276.14",""
"2014","Portugal","December","Other sheep","Thousand heads (animals)","425.26",""
"2014","Romania","December","Live sheep","Thousand heads (animals)","9,518.20",""
"2014","Romania","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","8,161.00",""
"2014","Romania","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","7,392.50",""
"2014","Romania","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","768.50",""
"2014","Romania","December","Other sheep","Thousand heads (animals)","1,357.20",""
"2014","Slovenia","December","Live sheep","Thousand heads (animals)",":",""
"2014","Slovenia","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2014","Slovenia","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2014","Slovenia","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2014","Slovenia","December","Other sheep","Thousand heads (animals)",":",""
"2014","Slovakia","December","Live sheep","Thousand heads (animals)","391.15",""
"2014","Slovakia","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","314.24",""
"2014","Slovakia","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","194.11",""
"2014","Slovakia","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","120.13",""
"2014","Slovakia","December","Other sheep","Thousand heads (animals)","76.91",""
"2014","Finland","December","Live sheep","Thousand heads (animals)",":",""
"2014","Finland","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2014","Finland","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2014","Finland","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2014","Finland","December","Other sheep","Thousand heads (animals)",":",""
"2014","Sweden","December","Live sheep","Thousand heads (animals)","588.76",""
"2014","Sweden","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","271.53",""
"2014","Sweden","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","0.00",""
"2014","Sweden","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","0.00",""
"2014","Sweden","December","Other sheep","Thousand heads (animals)","317.22",""
"2014","Iceland","December","Live sheep","Thousand heads (animals)",":",""
"2014","Iceland","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2014","Iceland","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2014","Iceland","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2014","Iceland","December","Other sheep","Thousand heads (animals)",":",""
"2014","United Kingdom","December","Live sheep","Thousand heads (animals)","22,687.00",""
"2014","United Kingdom","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","14,617.00",""
"2014","United Kingdom","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","0.00",""
"2014","United Kingdom","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","14,617.00",""
"2014","United Kingdom","December","Other sheep","Thousand heads (animals)","8,069.00",""
"2014","Montenegro","December","Live sheep","Thousand heads (animals)","204.00",""
"2014","Montenegro","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","192.00",""
"2014","Montenegro","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","165.00",""
"2014","Montenegro","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","27.00",""
"2014","Montenegro","December","Other sheep","Thousand heads (animals)","12.00",""
"2014","North Macedonia","December","Live sheep","Thousand heads (animals)","740.00",""
"2014","North Macedonia","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","696.00",""
"2014","North Macedonia","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","531.00",""
"2014","North Macedonia","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","165.00",""
"2014","North Macedonia","December","Other sheep","Thousand heads (animals)","44.00",""
"2014","Albania","December","Live sheep","Thousand heads (animals)","1,896.00",""
"2014","Albania","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","1,896.00","e"
"2014","Albania","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","1,419.00",""
"2014","Albania","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","477.00","e"
"2014","Albania","December","Other sheep","Thousand heads (animals)","0.00","n"
"2014","Serbia","December","Live sheep","Thousand heads (animals)","1,748.00",""
"2014","Serbia","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","1,266.00",""
"2014","Serbia","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","155.00",""
"2014","Serbia","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","1,111.00",""
"2014","Serbia","December","Other sheep","Thousand heads (animals)","482.00",""
"2014","Turkey","December","Live sheep","Thousand heads (animals)","31,115.19",""
"2014","Turkey","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","20,841.48","e"
"2014","Turkey","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","15,848.08","e"
"2014","Turkey","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","4,993.40","e"
"2014","Turkey","December","Other sheep","Thousand heads (animals)","10,273.71","e"
"2014","Bosnia and Herzegovina","December","Live sheep","Thousand heads (animals)","1,025.00","e"
"2014","Bosnia and Herzegovina","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","593.00","e"
"2014","Bosnia and Herzegovina","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","122.00","e"
"2014","Bosnia and Herzegovina","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","471.00","e"
"2014","Bosnia and Herzegovina","December","Other sheep","Thousand heads (animals)","432.00","e"
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","December","Live sheep","Thousand heads (animals)",":",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","December","Other sheep","Thousand heads (animals)",":",""
"2015","European Union - 27 countries (from 2020)","December","Live sheep","Thousand heads (animals)","62,951.08","e"
"2015","European Union - 27 countries (from 2020)","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","European Union - 27 countries (from 2020)","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","European Union - 27 countries (from 2020)","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","European Union - 27 countries (from 2020)","December","Other sheep","Thousand heads (animals)",":",""
"2015","European Union - 28 countries (2013-2020)","December","Live sheep","Thousand heads (animals)","86,054.08","e"
"2015","European Union - 28 countries (2013-2020)","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","European Union - 28 countries (2013-2020)","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","European Union - 28 countries (2013-2020)","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","European Union - 28 countries (2013-2020)","December","Other sheep","Thousand heads (animals)",":",""
"2015","European Union - 27 countries (2007-2013)","December","Live sheep","Thousand heads (animals)","85,446.08","e"
"2015","European Union - 27 countries (2007-2013)","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","European Union - 27 countries (2007-2013)","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","European Union - 27 countries (2007-2013)","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","European Union - 27 countries (2007-2013)","December","Other sheep","Thousand heads (animals)",":",""
"2015","European Union - 25 countries (2004-2006)","December","Live sheep","Thousand heads (animals)","74,304.69","e"
"2015","European Union - 25 countries (2004-2006)","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","European Union - 25 countries (2004-2006)","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","European Union - 25 countries (2004-2006)","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","European Union - 25 countries (2004-2006)","December","Other sheep","Thousand heads (animals)",":",""
"2015","European Union - 15 countries (1995-2004)","December","Live sheep","Thousand heads (animals)","71,541.01","e"
"2015","European Union - 15 countries (1995-2004)","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","European Union - 15 countries (1995-2004)","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","European Union - 15 countries (1995-2004)","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","European Union - 15 countries (1995-2004)","December","Other sheep","Thousand heads (animals)",":",""
"2015","Belgium","December","Live sheep","Thousand heads (animals)","117.32","e"
"2015","Belgium","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Belgium","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Belgium","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Belgium","December","Other sheep","Thousand heads (animals)",":",""
"2015","Bulgaria","December","Live sheep","Thousand heads (animals)","1,331.89",""
"2015","Bulgaria","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","1,166.21",""
"2015","Bulgaria","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","1,073.77",""
"2015","Bulgaria","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","92.45",""
"2015","Bulgaria","December","Other sheep","Thousand heads (animals)","165.68",""
"2015","Czechia","December","Live sheep","Thousand heads (animals)","218.49","e"
"2015","Czechia","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Czechia","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Czechia","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Czechia","December","Other sheep","Thousand heads (animals)",":",""
"2015","Denmark","December","Live sheep","Thousand heads (animals)","144.95","e"
"2015","Denmark","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Denmark","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Denmark","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Denmark","December","Other sheep","Thousand heads (animals)",":",""
"2015","Germany (until 1990 former territory of the FRG)","December","Live sheep","Thousand heads (animals)","1,579.79",""
"2015","Germany (until 1990 former territory of the FRG)","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","1,111.37",""
"2015","Germany (until 1990 former territory of the FRG)","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","12.17",""
"2015","Germany (until 1990 former territory of the FRG)","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","1,099.21",""
"2015","Germany (until 1990 former territory of the FRG)","December","Other sheep","Thousand heads (animals)","468.42",""
"2015","Estonia","December","Live sheep","Thousand heads (animals)","85.90","e"
"2015","Estonia","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Estonia","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Estonia","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Estonia","December","Other sheep","Thousand heads (animals)",":",""
"2015","Ireland","December","Live sheep","Thousand heads (animals)","3,324.84",""
"2015","Ireland","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","2,412.34",""
"2015","Ireland","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","0.00",""
"2015","Ireland","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","2,412.34",""
"2015","Ireland","December","Other sheep","Thousand heads (animals)","912.50",""
"2015","Greece","December","Live sheep","Thousand heads (animals)","8,852.00",""
"2015","Greece","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","6,558.00",""
"2015","Greece","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","6,331.00",""
"2015","Greece","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","227.00",""
"2015","Greece","December","Other sheep","Thousand heads (animals)","2,294.00",""
"2015","Spain","December","Live sheep","Thousand heads (animals)","16,026.37",""
"2015","Spain","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","11,586.73",""
"2015","Spain","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","2,648.79",""
"2015","Spain","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","8,937.94",""
"2015","Spain","December","Other sheep","Thousand heads (animals)","4,439.65",""
"2015","France","December","Live sheep","Thousand heads (animals)","7,057.00",""
"2015","France","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","5,370.00",""
"2015","France","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","1,572.00",""
"2015","France","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","3,798.00",""
"2015","France","December","Other sheep","Thousand heads (animals)","1,687.00",""
"2015","Croatia","December","Live sheep","Thousand heads (animals)","608.00",""
"2015","Croatia","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","488.00",""
"2015","Croatia","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","141.00",""
"2015","Croatia","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","347.00",""
"2015","Croatia","December","Other sheep","Thousand heads (animals)","120.00",""
"2015","Italy","December","Live sheep","Thousand heads (animals)","7,148.53",""
"2015","Italy","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","6,196.47",""
"2015","Italy","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","5,137.05",""
"2015","Italy","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","1,059.42",""
"2015","Italy","December","Other sheep","Thousand heads (animals)","952.07",""
"2015","Cyprus","December","Live sheep","Thousand heads (animals)","296.86",""
"2015","Cyprus","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","205.71",""
"2015","Cyprus","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","191.91",""
"2015","Cyprus","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","13.80",""
"2015","Cyprus","December","Other sheep","Thousand heads (animals)","91.15",""
"2015","Latvia","December","Live sheep","Thousand heads (animals)","102.28",""
"2015","Latvia","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","59.90",""
"2015","Latvia","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Latvia","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Latvia","December","Other sheep","Thousand heads (animals)","42.38",""
"2015","Lithuania","December","Live sheep","Thousand heads (animals)","147.10",""
"2015","Lithuania","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","93.30",""
"2015","Lithuania","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","0.00",""
"2015","Lithuania","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","93.30",""
"2015","Lithuania","December","Other sheep","Thousand heads (animals)","53.80",""
"2015","Luxembourg","December","Live sheep","Thousand heads (animals)","8.95","e"
"2015","Luxembourg","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Luxembourg","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Luxembourg","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Luxembourg","December","Other sheep","Thousand heads (animals)",":",""
"2015","Hungary","December","Live sheep","Thousand heads (animals)","1,190.00",""
"2015","Hungary","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","849.00",""
"2015","Hungary","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","13.00",""
"2015","Hungary","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","835.00",""
"2015","Hungary","December","Other sheep","Thousand heads (animals)","341.00",""
"2015","Malta","December","Live sheep","Thousand heads (animals)","11.08",""
"2015","Malta","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","9.91",""
"2015","Malta","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","9.91",""
"2015","Malta","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","0.00",""
"2015","Malta","December","Other sheep","Thousand heads (animals)","1.16",""
"2015","Netherlands","December","Live sheep","Thousand heads (animals)","1,032.00",""
"2015","Netherlands","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","579.00",""
"2015","Netherlands","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","0.00",""
"2015","Netherlands","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","579.00",""
"2015","Netherlands","December","Other sheep","Thousand heads (animals)","453.00",""
"2015","Austria","December","Live sheep","Thousand heads (animals)","353.71",""
"2015","Austria","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","217.43",""
"2015","Austria","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Austria","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Austria","December","Other sheep","Thousand heads (animals)","136.28",""
"2015","Poland","December","Live sheep","Thousand heads (animals)","221.19","e"
"2015","Poland","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Poland","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Poland","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Poland","December","Other sheep","Thousand heads (animals)",":",""
"2015","Portugal","December","Live sheep","Thousand heads (animals)","2,042.61",""
"2015","Portugal","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","1,616.91",""
"2015","Portugal","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","318.18",""
"2015","Portugal","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","1,298.73",""
"2015","Portugal","December","Other sheep","Thousand heads (animals)","425.70",""
"2015","Romania","December","Live sheep","Thousand heads (animals)","9,809.50",""
"2015","Romania","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","8,329.90",""
"2015","Romania","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","7,570.70",""
"2015","Romania","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","759.20",""
"2015","Romania","December","Other sheep","Thousand heads (animals)","1,479.60",""
"2015","Slovenia","December","Live sheep","Thousand heads (animals)","109.41","e"
"2015","Slovenia","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Slovenia","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Slovenia","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Slovenia","December","Other sheep","Thousand heads (animals)",":",""
"2015","Slovakia","December","Live sheep","Thousand heads (animals)","381.39","e"
"2015","Slovakia","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","307.93","e"
"2015","Slovakia","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","193.61","e"
"2015","Slovakia","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","114.33","e"
"2015","Slovakia","December","Other sheep","Thousand heads (animals)","73.45","e"
"2015","Finland","December","Live sheep","Thousand heads (animals)","155.20","e"
"2015","Finland","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Finland","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Finland","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Finland","December","Other sheep","Thousand heads (animals)",":",""
"2015","Sweden","December","Live sheep","Thousand heads (animals)","594.73",""
"2015","Sweden","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","272.10",""
"2015","Sweden","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","0.00",""
"2015","Sweden","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","0.00",""
"2015","Sweden","December","Other sheep","Thousand heads (animals)","322.63",""
"2015","Iceland","December","Live sheep","Thousand heads (animals)",":",""
"2015","Iceland","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Iceland","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Iceland","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
"2015","Iceland","December","Other sheep","Thousand heads (animals)",":",""
"2015","United Kingdom","December","Live sheep","Thousand heads (animals)","23,103.00",""
"2015","United Kingdom","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","14,614.00",""
"2015","United Kingdom","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","0.00",""
"2015","United Kingdom","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","14,614.00",""
"2015","United Kingdom","December","Other sheep","Thousand heads (animals)","8,489.00",""
"2015","Montenegro","December","Live sheep","Thousand heads (animals)","195.00",""
"2015","Montenegro","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","184.00",""
"2015","Montenegro","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","156.00",""
"2015","Montenegro","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","28.00",""
"2015","Montenegro","December","Other sheep","Thousand heads (animals)","11.00",""
"2015","North Macedonia","December","Live sheep","Thousand heads (animals)","734.00",""
"2015","North Macedonia","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","695.00",""
"2015","North Macedonia","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","581.00",""
"2015","North Macedonia","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","114.00",""
"2015","North Macedonia","December","Other sheep","Thousand heads (animals)","39.00",""
"2015","Albania","December","Live sheep","Thousand heads (animals)","1,918.00","e"
"2015","Albania","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","1,700.40","e"
"2015","Albania","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","1,417.00","e"
"2015","Albania","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","283.40","e"
"2015","Albania","December","Other sheep","Thousand heads (animals)","217.60","e"
"2015","Serbia","December","Live sheep","Thousand heads (animals)","1,789.00",""
"2015","Serbia","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","1,287.00",""
"2015","Serbia","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","129.00",""
"2015","Serbia","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","1,158.00",""
"2015","Serbia","December","Other sheep","Thousand heads (animals)","502.00",""
"2015","Turkey","December","Live sheep","Thousand heads (animals)","31,507.93",""
"2015","Turkey","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","20,733.54","e"
"2015","Turkey","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","15,766.00","e"
"2015","Turkey","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","4,967.54","e"
"2015","Turkey","December","Other sheep","Thousand heads (animals)","10,774.40","e"
"2015","Bosnia and Herzegovina","December","Live sheep","Thousand heads (animals)","1,020.00","e"
"2015","Bosnia and Herzegovina","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","592.00","e"
"2015","Bosnia and Herzegovina","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","125.00","e"
"2015","Bosnia and Herzegovina","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","467.00","e"
"2015","Bosnia and Herzegovina","December","Other sheep","Thousand heads (animals)","428.00","e"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","December","Live sheep","Thousand heads (animals)","193.70",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)","148.96",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","December","Milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","128.81",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","December","Non milk ewes and ewe-lambs put to the ram","Thousand heads (animals)","20.14",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","December","Other sheep","Thousand heads (animals)","44.75",""
"2016","European Union - 27 countries (from 2020)","December","Live sheep","Thousand heads (animals)","63,385.00","e"
"2016","European Union - 27 countries (from 2020)","December","Ewes and ewe-lambs put to the ram","Thousand heads (animals)",":",""
