"TIME","GEO","ANIMALS","MONTH","UNIT","Value","Flag and Footnotes"
"2015","European Union - 15 countries (1995-2004)","Live swine, domestic species","December","Thousand heads (animals)","124,149.82",""
"2015","European Union - 15 countries (1995-2004)","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","36,116.15",""
"2015","European Union - 15 countries (1995-2004)","Breeding pigs","December","Thousand heads (animals)","10,439.35",""
"2015","European Union - 15 countries (1995-2004)","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","10,277.52",""
"2015","European Union - 15 countries (1995-2004)","Covered sows","December","Thousand heads (animals)","7,158.54",""
"2015","Belgium","Live swine, domestic species","December","Thousand heads (animals)","6,364.16",""
"2015","Belgium","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","1,630.64",""
"2015","Belgium","Breeding pigs","December","Thousand heads (animals)","448.51",""
"2015","Belgium","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","443.49",""
"2015","Belgium","Covered sows","December","Thousand heads (animals)","363.19",""
"2015","Bulgaria","Live swine, domestic species","December","Thousand heads (animals)","600.07",""
"2015","Bulgaria","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","129.42",""
"2015","Bulgaria","Breeding pigs","December","Thousand heads (animals)","60.37",""
"2015","Bulgaria","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","58.15",""
"2015","Bulgaria","Covered sows","December","Thousand heads (animals)","32.57",""
"2015","Czechia","Live swine, domestic species","December","Thousand heads (animals)","1,555.40",""
"2015","Czechia","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","415.90",""
"2015","Czechia","Breeding pigs","December","Thousand heads (animals)","139.42",""
"2015","Czechia","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","137.59",""
"2015","Czechia","Covered sows","December","Thousand heads (animals)","87.89",""
"2015","Denmark","Live swine, domestic species","December","Thousand heads (animals)","12,702.00",""
"2015","Denmark","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","4,416.00",""
"2015","Denmark","Breeding pigs","December","Thousand heads (animals)","1,248.00",""
"2015","Denmark","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","1,237.00",""
"2015","Denmark","Covered sows","December","Thousand heads (animals)","777.00",""
"2015","Germany (until 1990 former territory of the FRG)","Live swine, domestic species","December","Thousand heads (animals)","27,652.42",""
"2015","Germany (until 1990 former territory of the FRG)","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","8,100.85",""
"2015","Germany (until 1990 former territory of the FRG)","Breeding pigs","December","Thousand heads (animals)","1,998.59",""
"2015","Germany (until 1990 former territory of the FRG)","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","1,973.24",""
"2015","Germany (until 1990 former territory of the FRG)","Covered sows","December","Thousand heads (animals)","1,426.05",""
"2015","Estonia","Live swine, domestic species","December","Thousand heads (animals)","304.50",""
"2015","Estonia","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","96.70",""
"2015","Estonia","Breeding pigs","December","Thousand heads (animals)","25.10",""
"2015","Estonia","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","24.60",""
"2015","Estonia","Covered sows","December","Thousand heads (animals)","19.10",""
"2015","Ireland","Live swine, domestic species","December","Thousand heads (animals)","1,474.54",""
"2015","Ireland","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","408.02",""
"2015","Ireland","Breeding pigs","December","Thousand heads (animals)","140.14",""
"2015","Ireland","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","138.86",""
"2015","Ireland","Covered sows","December","Thousand heads (animals)","98.28",""
"2015","Greece","Live swine, domestic species","December","Thousand heads (animals)","877.00",""
"2015","Greece","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","217.00",""
"2015","Greece","Breeding pigs","December","Thousand heads (animals)","148.00",""
"2015","Greece","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","137.00",""
"2015","Greece","Covered sows","December","Thousand heads (animals)","66.00",""
"2015","Spain","Live swine, domestic species","December","Thousand heads (animals)","28,367.34",""
"2015","Spain","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","7,909.64",""
"2015","Spain","Breeding pigs","December","Thousand heads (animals)","2,504.51",""
"2015","Spain","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","2,466.27",""
"2015","Spain","Covered sows","December","Thousand heads (animals)","1,668.95",""
"2015","France","Live swine, domestic species","December","Thousand heads (animals)","13,307.00",""
"2015","France","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","3,261.00",""
"2015","France","Breeding pigs","December","Thousand heads (animals)","1,021.00",""
"2015","France","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","1,011.00",""
"2015","France","Covered sows","December","Thousand heads (animals)","717.00",""
"2015","Croatia","Live swine, domestic species","December","Thousand heads (animals)","1,167.00",""
"2015","Croatia","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","325.00",""
"2015","Croatia","Breeding pigs","December","Thousand heads (animals)","122.00",""
"2015","Croatia","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","118.00",""
"2015","Croatia","Covered sows","December","Thousand heads (animals)","38.00",""
"2015","Italy","Live swine, domestic species","December","Thousand heads (animals)","8,674.79",""
"2015","Italy","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","1,407.85",""
"2015","Italy","Breeding pigs","December","Thousand heads (animals)","610.79",""
"2015","Italy","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","582.45",""
"2015","Italy","Covered sows","December","Thousand heads (animals)","481.40",""
"2015","Cyprus","Live swine, domestic species","December","Thousand heads (animals)","358.06",""
"2015","Cyprus","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","129.96",""
"2015","Cyprus","Breeding pigs","December","Thousand heads (animals)","32.27",""
"2015","Cyprus","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","31.81",""
"2015","Cyprus","Covered sows","December","Thousand heads (animals)","27.53",""
"2015","Latvia","Live swine, domestic species","December","Thousand heads (animals)","334.16",""
"2015","Latvia","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","74.26",""
"2015","Latvia","Breeding pigs","December","Thousand heads (animals)","38.17",""
"2015","Latvia","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","37.57",""
"2015","Latvia","Covered sows","December","Thousand heads (animals)","13.41",""
"2015","Lithuania","Live swine, domestic species","December","Thousand heads (animals)","687.80",""
"2015","Lithuania","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","120.20",""
"2015","Lithuania","Breeding pigs","December","Thousand heads (animals)","53.90",""
"2015","Lithuania","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","53.10",""
"2015","Lithuania","Covered sows","December","Thousand heads (animals)","43.60",""
"2015","Luxembourg","Live swine, domestic species","December","Thousand heads (animals)","88.50",""
"2015","Luxembourg","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","7.76",""
"2015","Luxembourg","Breeding pigs","December","Thousand heads (animals)","5.26",""
"2015","Luxembourg","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","5.21",""
"2015","Luxembourg","Covered sows","December","Thousand heads (animals)","4.09",""
"2015","Hungary","Live swine, domestic species","December","Thousand heads (animals)","3,124.00",""
"2015","Hungary","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","712.00",""
"2015","Hungary","Breeding pigs","December","Thousand heads (animals)","289.00",""
"2015","Hungary","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","285.00",""
"2015","Hungary","Covered sows","December","Thousand heads (animals)","181.00",""
"2015","Malta","Live swine, domestic species","December","Thousand heads (animals)","43.63",""
"2015","Malta","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","10.05",""
"2015","Malta","Breeding pigs","December","Thousand heads (animals)","4.27",""
"2015","Malta","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","4.04",""
"2015","Malta","Covered sows","December","Thousand heads (animals)","3.53",""
"2015","Netherlands","Live swine, domestic species","December","Thousand heads (animals)","12,453.00",""
"2015","Netherlands","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","5,408.00",""
"2015","Netherlands","Breeding pigs","December","Thousand heads (animals)","1,057.00",""
"2015","Netherlands","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","1,053.00",""
"2015","Netherlands","Covered sows","December","Thousand heads (animals)","703.00",""
"2015","Austria","Live swine, domestic species","December","Thousand heads (animals)","2,845.45",""
"2015","Austria","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","683.35",""
"2015","Austria","Breeding pigs","December","Thousand heads (animals)","249.66",""
"2015","Austria","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","244.97",""
"2015","Austria","Covered sows","December","Thousand heads (animals)","171.38",""
"2015","Poland","Live swine, domestic species","December","Thousand heads (animals)","10,590.20",""
"2015","Poland","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","2,575.50",""
"2015","Poland","Breeding pigs","December","Thousand heads (animals)","830.60",""
"2015","Poland","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","814.40",""
"2015","Poland","Covered sows","December","Thousand heads (animals)","537.30",""
"2015","Portugal","Live swine, domestic species","December","Thousand heads (animals)","2,247.33",""
"2015","Portugal","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","764.33",""
"2015","Portugal","Breeding pigs","December","Thousand heads (animals)","245.59",""
"2015","Portugal","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","240.14",""
"2015","Portugal","Covered sows","December","Thousand heads (animals)","166.61",""
"2015","Romania","Live swine, domestic species","December","Thousand heads (animals)","4,926.90",""
"2015","Romania","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","796.50",""
"2015","Romania","Breeding pigs","December","Thousand heads (animals)","380.20",""
"2015","Romania","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","374.60",""
"2015","Romania","Covered sows","December","Thousand heads (animals)","225.20",""
"2015","Slovenia","Live swine, domestic species","December","Thousand heads (animals)","271.39",""
"2015","Slovenia","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","59.50",""
"2015","Slovenia","Breeding pigs","December","Thousand heads (animals)","21.15",""
"2015","Slovenia","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","20.30",""
"2015","Slovenia","Covered sows","December","Thousand heads (animals)","11.72",""
"2015","Slovakia","Live swine, domestic species","December","Thousand heads (animals)","633.11","e"
"2015","Slovakia","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","147.17","e"
"2015","Slovakia","Breeding pigs","December","Thousand heads (animals)","54.26","e"
"2015","Slovakia","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","53.36","e"
"2015","Slovakia","Covered sows","December","Thousand heads (animals)","34.50","e"
"2015","Finland","Live swine, domestic species","December","Thousand heads (animals)","1,239.00",""
"2015","Finland","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","345.30",""
"2015","Finland","Breeding pigs","December","Thousand heads (animals)","117.80",""
"2015","Finland","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","115.80",""
"2015","Finland","Covered sows","December","Thousand heads (animals)","85.70",""
"2015","Sweden","Live swine, domestic species","December","Thousand heads (animals)","1,435.30",""
"2015","Sweden","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","412.40",""
"2015","Sweden","Breeding pigs","December","Thousand heads (animals)","143.50",""
"2015","Sweden","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","141.10",""
"2015","Sweden","Covered sows","December","Thousand heads (animals)","98.90",""
"2015","Iceland","Live swine, domestic species","December","Thousand heads (animals)","36.40","e"
"2015","Iceland","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","7.20","e"
"2015","Iceland","Breeding pigs","December","Thousand heads (animals)","3.70","e"
"2015","Iceland","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","3.90","e"
"2015","Iceland","Covered sows","December","Thousand heads (animals)","3.30","e"
"2015","Switzerland","Live swine, domestic species","December","Thousand heads (animals)","1,494.13",""
"2015","Switzerland","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","608.50",""
"2015","Switzerland","Breeding pigs","December","Thousand heads (animals)","143.52",""
"2015","Switzerland","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","140.84",""
"2015","Switzerland","Covered sows","December","Thousand heads (animals)","93.12",""
"2015","United Kingdom","Live swine, domestic species","December","Thousand heads (animals)","4,422.00",""
"2015","United Kingdom","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","1,144.00",""
"2015","United Kingdom","Breeding pigs","December","Thousand heads (animals)","501.00",""
"2015","United Kingdom","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","488.00",""
"2015","United Kingdom","Covered sows","December","Thousand heads (animals)","331.00",""
"2015","Montenegro","Live swine, domestic species","December","Thousand heads (animals)","25.00",""
"2015","Montenegro","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","6.00",""
"2015","Montenegro","Breeding pigs","December","Thousand heads (animals)","3.00",""
"2015","Montenegro","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","2.00",""
"2015","Montenegro","Covered sows","December","Thousand heads (animals)","1.00",""
"2015","North Macedonia","Live swine, domestic species","December","Thousand heads (animals)","195.00",""
"2015","North Macedonia","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","58.00",""
"2015","North Macedonia","Breeding pigs","December","Thousand heads (animals)","21.00",""
"2015","North Macedonia","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","20.00",""
"2015","North Macedonia","Covered sows","December","Thousand heads (animals)","18.00",""
"2015","Albania","Live swine, domestic species","December","Thousand heads (animals)","177.44",""
"2015","Albania","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","29.10","e"
"2015","Albania","Breeding pigs","December","Thousand heads (animals)","17.82","e"
"2015","Albania","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","16.62","e"
"2015","Albania","Covered sows","December","Thousand heads (animals)","11.90",""
"2015","Serbia","Live swine, domestic species","December","Thousand heads (animals)","3,284.00",""
"2015","Serbia","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","1,068.00",""
"2015","Serbia","Breeding pigs","December","Thousand heads (animals)","501.00",""
"2015","Serbia","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","445.00",""
"2015","Serbia","Covered sows","December","Thousand heads (animals)","174.00",""
"2015","Bosnia and Herzegovina","Live swine, domestic species","December","Thousand heads (animals)","564.00","e"
"2015","Bosnia and Herzegovina","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","180.00","e"
"2015","Bosnia and Herzegovina","Breeding pigs","December","Thousand heads (animals)","102.00","e"
"2015","Bosnia and Herzegovina","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","97.00","e"
"2015","Bosnia and Herzegovina","Covered sows","December","Thousand heads (animals)","76.00","e"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Live swine, domestic species","December","Thousand heads (animals)","44.15",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","16.50",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Breeding pigs","December","Thousand heads (animals)","13.70",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","12.83",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Covered sows","December","Thousand heads (animals)","10.40",""
"2016","European Union - 27 countries (from 2020)","Live swine, domestic species","December","Thousand heads (animals)","142,649.62",""
"2016","European Union - 27 countries (from 2020)","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","39,982.44",""
"2016","European Union - 27 countries (from 2020)","Breeding pigs","December","Thousand heads (animals)","11,703.28",""
"2016","European Union - 27 countries (from 2020)","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","11,532.17",""
"2016","European Union - 27 countries (from 2020)","Covered sows","December","Thousand heads (animals)","7,928.08",""
"2016","European Union - 28 countries (2013-2020)","Live swine, domestic species","December","Thousand heads (animals)","147,187.62",""
"2016","European Union - 28 countries (2013-2020)","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","41,166.44",""
"2016","European Union - 28 countries (2013-2020)","Breeding pigs","December","Thousand heads (animals)","12,208.28",""
"2016","European Union - 28 countries (2013-2020)","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","12,022.17",""
"2016","European Union - 28 countries (2013-2020)","Covered sows","December","Thousand heads (animals)","8,274.08",""
"2016","European Union - 27 countries (2007-2013)","Live swine, domestic species","December","Thousand heads (animals)","146,024.62",""
"2016","European Union - 27 countries (2007-2013)","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","40,857.44",""
"2016","European Union - 27 countries (2007-2013)","Breeding pigs","December","Thousand heads (animals)","12,085.28",""
"2016","European Union - 27 countries (2007-2013)","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","11,902.17",""
"2016","European Union - 27 countries (2007-2013)","Covered sows","December","Thousand heads (animals)","8,235.08",""
"2016","European Union - 25 countries (2004-2006)","Live swine, domestic species","December","Thousand heads (animals)","140,700.49",""
"2016","European Union - 25 countries (2004-2006)","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","39,950.59",""
"2016","European Union - 25 countries (2004-2006)","Breeding pigs","December","Thousand heads (animals)","11,652.39",""
"2016","European Union - 25 countries (2004-2006)","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","11,476.47",""
"2016","European Union - 25 countries (2004-2006)","Covered sows","December","Thousand heads (animals)","7,972.24",""
"2016","European Union - 15 countries (1995-2004)","Live swine, domestic species","December","Thousand heads (animals)","122,696.53",""
"2016","European Union - 15 countries (1995-2004)","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","35,431.12",""
"2016","European Union - 15 countries (1995-2004)","Breeding pigs","December","Thousand heads (animals)","10,161.04",""
"2016","European Union - 15 countries (1995-2004)","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","10,010.72",""
"2016","European Union - 15 countries (1995-2004)","Covered sows","December","Thousand heads (animals)","6,999.21",""
"2016","Belgium","Live swine, domestic species","December","Thousand heads (animals)","6,176.58",""
"2016","Belgium","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","1,577.09",""
"2016","Belgium","Breeding pigs","December","Thousand heads (animals)","423.43",""
"2016","Belgium","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","419.56",""
"2016","Belgium","Covered sows","December","Thousand heads (animals)","345.58",""
"2016","Bulgaria","Live swine, domestic species","December","Thousand heads (animals)","616.43",""
"2016","Bulgaria","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","121.16",""
"2016","Bulgaria","Breeding pigs","December","Thousand heads (animals)","65.59",""
"2016","Bulgaria","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","64.51",""
"2016","Bulgaria","Covered sows","December","Thousand heads (animals)","39.74",""
"2016","Czechia","Live swine, domestic species","December","Thousand heads (animals)","1,479.28",""
"2016","Czechia","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","414.94",""
"2016","Czechia","Breeding pigs","December","Thousand heads (animals)","135.33",""
"2016","Czechia","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","133.58",""
"2016","Czechia","Covered sows","December","Thousand heads (animals)","83.12",""
"2016","Denmark","Live swine, domestic species","December","Thousand heads (animals)","12,281.00",""
"2016","Denmark","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","4,337.00",""
"2016","Denmark","Breeding pigs","December","Thousand heads (animals)","1,247.00",""
"2016","Denmark","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","1,236.00",""
"2016","Denmark","Covered sows","December","Thousand heads (animals)","765.00",""
"2016","Germany (until 1990 former territory of the FRG)","Live swine, domestic species","December","Thousand heads (animals)","27,376.06",""
"2016","Germany (until 1990 former territory of the FRG)","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","7,998.23",""
"2016","Germany (until 1990 former territory of the FRG)","Breeding pigs","December","Thousand heads (animals)","1,933.35",""
"2016","Germany (until 1990 former territory of the FRG)","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","1,908.36",""
"2016","Germany (until 1990 former territory of the FRG)","Covered sows","December","Thousand heads (animals)","1,383.42",""
"2016","Estonia","Live swine, domestic species","December","Thousand heads (animals)","265.90",""
"2016","Estonia","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","85.00",""
"2016","Estonia","Breeding pigs","December","Thousand heads (animals)","25.90",""
"2016","Estonia","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","25.40",""
"2016","Estonia","Covered sows","December","Thousand heads (animals)","19.60",""
"2016","Ireland","Live swine, domestic species","December","Thousand heads (animals)","1,527.83",""
"2016","Ireland","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","426.24",""
"2016","Ireland","Breeding pigs","December","Thousand heads (animals)","146.63",""
"2016","Ireland","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","145.41",""
"2016","Ireland","Covered sows","December","Thousand heads (animals)","97.69",""
"2016","Greece","Live swine, domestic species","December","Thousand heads (animals)","743.00",""
"2016","Greece","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","195.00",""
"2016","Greece","Breeding pigs","December","Thousand heads (animals)","114.00",""
"2016","Greece","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","106.00",""
"2016","Greece","Covered sows","December","Thousand heads (animals)","58.00",""
"2016","Spain","Live swine, domestic species","December","Thousand heads (animals)","29,231.60",""
"2016","Spain","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","8,100.46",""
"2016","Spain","Breeding pigs","December","Thousand heads (animals)","2,448.40",""
"2016","Spain","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","2,415.17",""
"2016","Spain","Covered sows","December","Thousand heads (animals)","1,667.24",""
"2016","France","Live swine, domestic species","December","Thousand heads (animals)","12,791.00","p"
"2016","France","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","3,122.00","p"
"2016","France","Breeding pigs","December","Thousand heads (animals)","994.00","p"
"2016","France","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","986.00","p"
"2016","France","Covered sows","December","Thousand heads (animals)","698.00","p"
"2016","Croatia","Live swine, domestic species","December","Thousand heads (animals)","1,163.00",""
"2016","Croatia","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","309.00",""
"2016","Croatia","Breeding pigs","December","Thousand heads (animals)","123.00",""
"2016","Croatia","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","120.00",""
"2016","Croatia","Covered sows","December","Thousand heads (animals)","39.00",""
"2016","Italy","Live swine, domestic species","December","Thousand heads (animals)","8,477.93",""
"2016","Italy","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","1,375.03",""
"2016","Italy","Breeding pigs","December","Thousand heads (animals)","586.74",""
"2016","Italy","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","558.07",""
"2016","Italy","Covered sows","December","Thousand heads (animals)","463.98",""
"2016","Cyprus","Live swine, domestic species","December","Thousand heads (animals)","352.61",""
"2016","Cyprus","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","123.55",""
"2016","Cyprus","Breeding pigs","December","Thousand heads (animals)","32.92",""
"2016","Cyprus","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","32.61",""
"2016","Cyprus","Covered sows","December","Thousand heads (animals)","27.90",""
"2016","Latvia","Live swine, domestic species","December","Thousand heads (animals)","336.39",""
"2016","Latvia","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","75.61",""
"2016","Latvia","Breeding pigs","December","Thousand heads (animals)","38.39",""
"2016","Latvia","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","37.76",""
"2016","Latvia","Covered sows","December","Thousand heads (animals)","16.95",""
"2016","Lithuania","Live swine, domestic species","December","Thousand heads (animals)","663.90",""
"2016","Lithuania","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","124.40",""
"2016","Lithuania","Breeding pigs","December","Thousand heads (animals)","49.50",""
"2016","Lithuania","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","48.80",""
"2016","Lithuania","Covered sows","December","Thousand heads (animals)","40.60",""
"2016","Luxembourg","Live swine, domestic species","December","Thousand heads (animals)","95.48",""
"2016","Luxembourg","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","11.54",""
"2016","Luxembourg","Breeding pigs","December","Thousand heads (animals)","6.72",""
"2016","Luxembourg","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","6.65",""
"2016","Luxembourg","Covered sows","December","Thousand heads (animals)","4.84",""
"2016","Hungary","Live swine, domestic species","December","Thousand heads (animals)","2,907.00",""
"2016","Hungary","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","668.00",""
"2016","Hungary","Breeding pigs","December","Thousand heads (animals)","258.00",""
"2016","Hungary","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","255.00",""
"2016","Hungary","Covered sows","December","Thousand heads (animals)","169.00",""
"2016","Malta","Live swine, domestic species","December","Thousand heads (animals)","40.60",""
"2016","Malta","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","10.00",""
"2016","Malta","Breeding pigs","December","Thousand heads (animals)","3.87",""
"2016","Malta","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","3.66",""
"2016","Malta","Covered sows","December","Thousand heads (animals)","3.28",""
"2016","Netherlands","Live swine, domestic species","December","Thousand heads (animals)","11,881.00",""
"2016","Netherlands","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","4,986.00",""
"2016","Netherlands","Breeding pigs","December","Thousand heads (animals)","1,025.00",""
"2016","Netherlands","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","1,022.00",""
"2016","Netherlands","Covered sows","December","Thousand heads (animals)","664.00",""
"2016","Austria","Live swine, domestic species","December","Thousand heads (animals)","2,792.80",""
"2016","Austria","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","660.56",""
"2016","Austria","Breeding pigs","December","Thousand heads (animals)","240.76",""
"2016","Austria","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","236.36",""
"2016","Austria","Covered sows","December","Thousand heads (animals)","167.94",""
"2016","Poland","Live swine, domestic species","December","Thousand heads (animals)","11,106.70",""
"2016","Poland","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","2,789.80",""
"2016","Poland","Breeding pigs","December","Thousand heads (animals)","875.90",""
"2016","Poland","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","859.00",""
"2016","Poland","Covered sows","December","Thousand heads (animals)","581.70",""
"2016","Portugal","Live swine, domestic species","December","Thousand heads (animals)","2,151.16",""
"2016","Portugal","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","709.09",""
"2016","Portugal","Breeding pigs","December","Thousand heads (animals)","238.12",""
"2016","Portugal","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","233.25",""
"2016","Portugal","Covered sows","December","Thousand heads (animals)","161.81",""
"2016","Romania","Live swine, domestic species","December","Thousand heads (animals)","4,707.70",""
"2016","Romania","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","785.70",""
"2016","Romania","Breeding pigs","December","Thousand heads (animals)","367.30",""
"2016","Romania","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","361.20",""
"2016","Romania","Covered sows","December","Thousand heads (animals)","223.10",""
"2016","Slovenia","Live swine, domestic species","December","Thousand heads (animals)","265.74",""
"2016","Slovenia","Piglets, live weight of under 20 kg","December","Thousand heads (animals)","57.53",""
"2016","Slovenia","Breeding pigs","December","Thousand heads (animals)","20.13",""
"2016","Slovenia","Breeding sows, live weight 50 kg or over","December","Thousand heads (animals)","19.23",""
"2016","Slovenia","Covered sows","December","Thousand heads (animals)","11.07",""
