area,Item Code,Item Code (CPC),species,table_name,year,source,value,flag
Australia,946,'02112,Buffalo,Stocks,1990,UNFCCC,13399.0,A
Australia,946,'02112,Buffalo,Stocks,1991,UNFCCC,18623.0,A
Australia,946,'02112,Buffalo,Stocks,1992,UNFCCC,12992.0,A
Australia,946,'02112,Buffalo,Stocks,1993,UNFCCC,11372.0,A
Australia,946,'02112,Buffalo,Stocks,1994,UNFCCC,11563.0,A
Australia,946,'02112,Buffalo,Stocks,1995,UNFCCC,10880.0,A
Australia,946,'02112,Buffalo,Stocks,1996,UNFCCC,8850.0,A
Australia,946,'02112,Buffalo,Stocks,1997,UNFCCC,9440.0,A
Australia,946,'02112,Buffalo,Stocks,1998,UNFCCC,11248.0,A
Australia,946,'02112,Buffalo,Stocks,1999,UNFCCC,8520.0,A
Australia,946,'02112,Buffalo,Stocks,2000,UNFCCC,6130.0,A
Australia,946,'02112,Buffalo,Stocks,2001,UNFCCC,7327.0,A
Australia,946,'02112,Buffalo,Stocks,2002,UNFCCC,13609.0,A
Australia,946,'02112,Buffalo,Stocks,2003,UNFCCC,8598.0,A
Australia,946,'02112,Buffalo,Stocks,2004,UNFCCC,8359.0,A
Australia,946,'02112,Buffalo,Stocks,2005,UNFCCC,6207.0,A
Australia,946,'02112,Buffalo,Stocks,2006,UNFCCC,3247.0,A
Australia,946,'02112,Buffalo,Stocks,2007,UNFCCC,2655.0,A
Australia,946,'02112,Buffalo,Stocks,2008,UNFCCC,3262.0,A
Australia,946,'02112,Buffalo,Stocks,2009,UNFCCC,8550.0,A
Australia,946,'02112,Buffalo,Stocks,2010,UNFCCC,6479.0,A
Australia,946,'02112,Buffalo,Stocks,2011,UNFCCC,4414.0,A
Australia,946,'02112,Buffalo,Stocks,2012,UNFCCC,5089.0,A
Australia,946,'02112,Buffalo,Stocks,2013,UNFCCC,5089.0,A
Australia,946,'02112,Buffalo,Stocks,2014,UNFCCC,5089.0,A
Australia,946,'02112,Buffalo,Stocks,2015,UNFCCC,5089.0,A
Australia,946,'02112,Buffalo,Stocks,2016,UNFCCC,5152.0,A
Australia,946,'02112,Buffalo,Stocks,2017,UNFCCC,5152.0,A
Australia,946,'02112,Buffalo,Stocks,2018,UNFCCC,5152.0,A
Australia,946,'02112,Buffalo,Stocks,2019,UNFCCC,5152.0,A
Australia,1126,'02121.01,Camels,Stocks,1990,UNFCCC,684.0,A
Australia,1126,'02121.01,Camels,Stocks,1991,UNFCCC,1042.0,A
Australia,1126,'02121.01,Camels,Stocks,1992,UNFCCC,1746.0,A
Australia,1126,'02121.01,Camels,Stocks,1993,UNFCCC,1830.0,A
Australia,1126,'02121.01,Camels,Stocks,1994,UNFCCC,1549.0,A
Australia,1126,'02121.01,Camels,Stocks,1995,UNFCCC,1068.0,A
Australia,1126,'02121.01,Camels,Stocks,1996,UNFCCC,922.0,A
Australia,1126,'02121.01,Camels,Stocks,1997,UNFCCC,1063.0,A
Australia,1126,'02121.01,Camels,Stocks,1998,UNFCCC,1446.0,A
Australia,1126,'02121.01,Camels,Stocks,1999,UNFCCC,1854.0,A
Australia,1126,'02121.01,Camels,Stocks,2000,UNFCCC,2028.0,A
Australia,1126,'02121.01,Camels,Stocks,2001,UNFCCC,2613.0,A
Australia,1126,'02121.01,Camels,Stocks,2002,UNFCCC,2577.0,A
Australia,1126,'02121.01,Camels,Stocks,2003,UNFCCC,2493.0,A
Australia,1126,'02121.01,Camels,Stocks,2004,UNFCCC,1973.0,A
Australia,1126,'02121.01,Camels,Stocks,2005,UNFCCC,1887.0,A
Australia,1126,'02121.01,Camels,Stocks,2006,UNFCCC,1813.0,A
Australia,1126,'02121.01,Camels,Stocks,2007,UNFCCC,2034.0,A
Australia,1126,'02121.01,Camels,Stocks,2008,UNFCCC,2223.0,A
Australia,1126,'02121.01,Camels,Stocks,2009,UNFCCC,2424.0,A
Australia,1126,'02121.01,Camels,Stocks,2010,UNFCCC,2760.0,A
Australia,1126,'02121.01,Camels,Stocks,2011,UNFCCC,3096.0,A
Australia,1126,'02121.01,Camels,Stocks,2012,UNFCCC,3263.0,A
Australia,1126,'02121.01,Camels,Stocks,2013,UNFCCC,3263.0,A
Australia,1126,'02121.01,Camels,Stocks,2014,UNFCCC,3263.0,A
Australia,1126,'02121.01,Camels,Stocks,2015,UNFCCC,3263.0,A
Australia,1126,'02121.01,Camels,Stocks,2016,UNFCCC,2759.0,A
Australia,1126,'02121.01,Camels,Stocks,2017,UNFCCC,2759.0,A
Australia,1126,'02121.01,Camels,Stocks,2018,UNFCCC,2759.0,A
Australia,1126,'02121.01,Camels,Stocks,2019,UNFCCC,2759.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,1990,UNFCCC,2561935.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,1991,UNFCCC,2496951.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,1992,UNFCCC,2500451.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,1993,UNFCCC,2531871.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,1994,UNFCCC,2677639.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,1995,UNFCCC,2740094.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,1996,UNFCCC,2808028.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,1997,UNFCCC,2959272.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,1998,UNFCCC,3075728.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,1999,UNFCCC,3219825.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,2000,UNFCCC,3140355.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,2001,UNFCCC,3217287.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,2002,UNFCCC,3135335.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,2003,UNFCCC,3057026.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,2004,UNFCCC,3067711.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,2005,UNFCCC,3073032.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,2006,UNFCCC,2788483.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,2007,UNFCCC,2663670.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,2008,UNFCCC,2537029.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,2009,UNFCCC,2612285.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,2010,UNFCCC,2542359.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,2011,UNFCCC,2569991.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,2012,UNFCCC,2733190.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,2013,UNFCCC,2833865.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,2014,UNFCCC,2807174.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,2015,UNFCCC,2810595.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,2016,UNFCCC,2742928.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,2017,UNFCCC,2681404.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,2018,UNFCCC,2703882.0,A
Australia,960,'F0960,"Cattle, dairy",Stocks,2019,UNFCCC,2410219.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,1990,UNFCCC,22276297.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,1991,UNFCCC,22884140.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,1992,UNFCCC,22825894.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,1993,UNFCCC,22648331.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,1994,UNFCCC,23079978.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,1995,UNFCCC,22991127.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,1996,UNFCCC,23569321.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,1997,UNFCCC,23736473.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,1998,UNFCCC,23775740.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,1999,UNFCCC,23358072.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,2000,UNFCCC,24448041.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,2001,UNFCCC,24503314.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,2002,UNFCCC,24858494.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,2003,UNFCCC,23844313.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,2004,UNFCCC,24768584.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,2005,UNFCCC,25205945.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,2006,UNFCCC,25605492.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,2007,UNFCCC,25373218.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,2008,UNFCCC,24784093.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,2009,UNFCCC,25294480.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,2010,UNFCCC,24007730.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,2011,UNFCCC,25936180.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,2012,UNFCCC,25685232.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,2013,UNFCCC,26456905.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,2014,UNFCCC,26295780.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,2015,UNFCCC,24602276.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,2016,UNFCCC,24270743.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,2017,UNFCCC,24911238.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,2018,UNFCCC,25139500.0,A
Australia,961,'F0961,"Cattle, non-dairy",Stocks,2019,UNFCCC,23695647.0,A
Australia,1016,'02123,Goats,Stocks,1990,UNFCCC,660600.0,A
Australia,1016,'02123,Goats,Stocks,1991,UNFCCC,530476.0,A
Australia,1016,'02123,Goats,Stocks,1992,UNFCCC,411322.0,A
Australia,1016,'02123,Goats,Stocks,1993,UNFCCC,286127.0,A
Australia,1016,'02123,Goats,Stocks,1994,UNFCCC,231567.0,A
Australia,1016,'02123,Goats,Stocks,1995,UNFCCC,132819.0,A
Australia,1016,'02123,Goats,Stocks,1996,UNFCCC,154545.0,A
Australia,1016,'02123,Goats,Stocks,1997,UNFCCC,176359.0,A
Australia,1016,'02123,Goats,Stocks,1998,UNFCCC,218947.0,A
Australia,1016,'02123,Goats,Stocks,1999,UNFCCC,193464.0,A
Australia,1016,'02123,Goats,Stocks,2000,UNFCCC,327373.0,A
Australia,1016,'02123,Goats,Stocks,2001,UNFCCC,391118.0,A
Australia,1016,'02123,Goats,Stocks,2002,UNFCCC,386697.0,A
Australia,1016,'02123,Goats,Stocks,2003,UNFCCC,485780.0,A
Australia,1016,'02123,Goats,Stocks,2004,UNFCCC,594686.0,A
Australia,1016,'02123,Goats,Stocks,2005,UNFCCC,461495.0,A
Australia,1016,'02123,Goats,Stocks,2006,UNFCCC,517668.0,A
Australia,1016,'02123,Goats,Stocks,2007,UNFCCC,518024.0,A
Australia,1016,'02123,Goats,Stocks,2008,UNFCCC,622857.0,A
Australia,1016,'02123,Goats,Stocks,2009,UNFCCC,727690.0,A
Australia,1016,'02123,Goats,Stocks,2010,UNFCCC,513268.0,A
Australia,1016,'02123,Goats,Stocks,2011,UNFCCC,546614.0,A
Australia,1016,'02123,Goats,Stocks,2012,UNFCCC,516143.0,A
Australia,1016,'02123,Goats,Stocks,2013,UNFCCC,516143.0,A
Australia,1016,'02123,Goats,Stocks,2014,UNFCCC,516143.0,A
Australia,1016,'02123,Goats,Stocks,2015,UNFCCC,516143.0,A
Australia,1016,'02123,Goats,Stocks,2016,UNFCCC,460324.0,A
Australia,1016,'02123,Goats,Stocks,2017,UNFCCC,460324.0,A
Australia,1016,'02123,Goats,Stocks,2018,UNFCCC,460324.0,A
Australia,1016,'02123,Goats,Stocks,2019,UNFCCC,460324.0,A
Australia,1096,'02131,Horses,Stocks,1990,UNFCCC,359270.0,A
Australia,1096,'02131,Horses,Stocks,1991,UNFCCC,347014.0,A
Australia,1096,'02131,Horses,Stocks,1992,UNFCCC,334767.0,A
Australia,1096,'02131,Horses,Stocks,1993,UNFCCC,314833.0,A
Australia,1096,'02131,Horses,Stocks,1994,UNFCCC,294353.0,A
Australia,1096,'02131,Horses,Stocks,1995,UNFCCC,237685.0,A
Australia,1096,'02131,Horses,Stocks,1996,UNFCCC,235093.0,A
Australia,1096,'02131,Horses,Stocks,1997,UNFCCC,233964.0,A
Australia,1096,'02131,Horses,Stocks,1998,UNFCCC,233337.0,A
Australia,1096,'02131,Horses,Stocks,1999,UNFCCC,215398.0,A
Australia,1096,'02131,Horses,Stocks,2000,UNFCCC,212073.0,A
Australia,1096,'02131,Horses,Stocks,2001,UNFCCC,223998.0,A
Australia,1096,'02131,Horses,Stocks,2002,UNFCCC,204265.0,A
Australia,1096,'02131,Horses,Stocks,2003,UNFCCC,231160.0,A
Australia,1096,'02131,Horses,Stocks,2004,UNFCCC,219148.0,A
Australia,1096,'02131,Horses,Stocks,2005,UNFCCC,221043.0,A
Australia,1096,'02131,Horses,Stocks,2006,UNFCCC,257123.0,A
Australia,1096,'02131,Horses,Stocks,2007,UNFCCC,263293.0,A
Australia,1096,'02131,Horses,Stocks,2008,UNFCCC,259854.0,A
Australia,1096,'02131,Horses,Stocks,2009,UNFCCC,256415.0,A
Australia,1096,'02131,Horses,Stocks,2010,UNFCCC,257967.0,A
Australia,1096,'02131,Horses,Stocks,2011,UNFCCC,259466.0,A
Australia,1096,'02131,Horses,Stocks,2012,UNFCCC,254218.0,A
Australia,1096,'02131,Horses,Stocks,2013,UNFCCC,254218.0,A
Australia,1096,'02131,Horses,Stocks,2014,UNFCCC,254218.0,A
Australia,1096,'02131,Horses,Stocks,2015,UNFCCC,254218.0,A
Australia,1096,'02131,Horses,Stocks,2016,UNFCCC,222530.0,A
Australia,1096,'02131,Horses,Stocks,2017,UNFCCC,222530.0,A
Australia,1096,'02131,Horses,Stocks,2018,UNFCCC,222530.0,A
Australia,1096,'02131,Horses,Stocks,2019,UNFCCC,222530.0,A
Australia,976,'02122,Sheep,Stocks,1990,UNFCCC,173738038.0,A
Australia,976,'02122,Sheep,Stocks,1991,UNFCCC,166526407.0,A
Australia,976,'02122,Sheep,Stocks,1992,UNFCCC,150960821.0,A
Australia,976,'02122,Sheep,Stocks,1993,UNFCCC,140530997.0,A
Australia,976,'02122,Sheep,Stocks,1994,UNFCCC,132569186.0,A
Australia,976,'02122,Sheep,Stocks,1995,UNFCCC,120861692.0,A
Australia,976,'02122,Sheep,Stocks,1996,UNFCCC,121115894.0,A
Australia,976,'02122,Sheep,Stocks,1997,UNFCCC,120228131.0,A
Australia,976,'02122,Sheep,Stocks,1998,UNFCCC,117491467.0,A
Australia,976,'02122,Sheep,Stocks,1999,UNFCCC,115456058.0,A
Australia,976,'02122,Sheep,Stocks,2000,UNFCCC,118551717.0,A
Australia,976,'02122,Sheep,Stocks,2001,UNFCCC,110927735.0,A
Australia,976,'02122,Sheep,Stocks,2002,UNFCCC,106056513.0,A
Australia,976,'02122,Sheep,Stocks,2003,UNFCCC,99048774.0,A
Australia,976,'02122,Sheep,Stocks,2004,UNFCCC,100973052.0,A
Australia,976,'02122,Sheep,Stocks,2005,UNFCCC,100705926.0,A
Australia,976,'02122,Sheep,Stocks,2006,UNFCCC,91026000.0,A
Australia,976,'02122,Sheep,Stocks,2007,UNFCCC,85711178.0,A
Australia,976,'02122,Sheep,Stocks,2008,UNFCCC,76937490.0,A
Australia,976,'02122,Sheep,Stocks,2009,UNFCCC,72739683.0,A
Australia,976,'02122,Sheep,Stocks,2010,UNFCCC,68085490.0,A
Australia,976,'02122,Sheep,Stocks,2011,UNFCCC,73096907.0,A
Australia,976,'02122,Sheep,Stocks,2012,UNFCCC,74721553.0,A
Australia,976,'02122,Sheep,Stocks,2013,UNFCCC,75547846.0,A
Australia,976,'02122,Sheep,Stocks,2014,UNFCCC,72612254.0,A
Australia,976,'02122,Sheep,Stocks,2015,UNFCCC,70909646.0,A
Australia,976,'02122,Sheep,Stocks,2016,UNFCCC,70866583.0,A
Australia,976,'02122,Sheep,Stocks,2017,UNFCCC,75686638.0,A
Australia,976,'02122,Sheep,Stocks,2018,UNFCCC,74082631.0,A
Australia,976,'02122,Sheep,Stocks,2019,UNFCCC,69003229.0,A
Australia,1757,'F1757,Cattle,Stocks,1990,UNFCCC,24838232.0,A
Australia,1757,'F1757,Cattle,Stocks,1991,UNFCCC,25381091.0,A
Australia,1757,'F1757,Cattle,Stocks,1992,UNFCCC,25326346.0,A
Australia,1757,'F1757,Cattle,Stocks,1993,UNFCCC,25180202.0,A
Australia,1757,'F1757,Cattle,Stocks,1994,UNFCCC,25757617.0,A
Australia,1757,'F1757,Cattle,Stocks,1995,UNFCCC,25731221.0,A
Australia,1757,'F1757,Cattle,Stocks,1996,UNFCCC,26377349.0,A
Australia,1757,'F1757,Cattle,Stocks,1997,UNFCCC,26695745.0,A
Australia,1757,'F1757,Cattle,Stocks,1998,UNFCCC,26851468.0,A
Australia,1757,'F1757,Cattle,Stocks,1999,UNFCCC,26577897.0,A
Australia,1757,'F1757,Cattle,Stocks,2000,UNFCCC,27588396.0,A
Australia,1757,'F1757,Cattle,Stocks,2001,UNFCCC,27720601.0,A
Australia,1757,'F1757,Cattle,Stocks,2002,UNFCCC,27993829.0,A
Australia,1757,'F1757,Cattle,Stocks,2003,UNFCCC,26901340.0,A
Australia,1757,'F1757,Cattle,Stocks,2004,UNFCCC,27836294.0,A
Australia,1757,'F1757,Cattle,Stocks,2005,UNFCCC,28278978.0,A
Australia,1757,'F1757,Cattle,Stocks,2006,UNFCCC,28393975.0,A
Australia,1757,'F1757,Cattle,Stocks,2007,UNFCCC,28036888.0,A
Australia,1757,'F1757,Cattle,Stocks,2008,UNFCCC,27321122.0,A
Australia,1757,'F1757,Cattle,Stocks,2009,UNFCCC,27906765.0,A
Australia,1757,'F1757,Cattle,Stocks,2010,UNFCCC,26550089.0,A
Australia,1757,'F1757,Cattle,Stocks,2011,UNFCCC,28506171.0,A
Australia,1757,'F1757,Cattle,Stocks,2012,UNFCCC,28418422.0,A
Australia,1757,'F1757,Cattle,Stocks,2013,UNFCCC,29290769.0,A
Australia,1757,'F1757,Cattle,Stocks,2014,UNFCCC,29102954.0,A
Australia,1757,'F1757,Cattle,Stocks,2015,UNFCCC,27412871.0,A
Australia,1757,'F1757,Cattle,Stocks,2016,UNFCCC,27013671.0,A
Australia,1757,'F1757,Cattle,Stocks,2017,UNFCCC,27592642.0,A
Australia,1757,'F1757,Cattle,Stocks,2018,UNFCCC,27843382.0,A
Australia,1757,'F1757,Cattle,Stocks,2019,UNFCCC,26105865.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,1990,UNFCCC,2734.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,1991,UNFCCC,3326.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,1992,UNFCCC,4010.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,1993,UNFCCC,2889.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,1994,UNFCCC,2501.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,1995,UNFCCC,1599.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,1996,UNFCCC,1134.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,1997,UNFCCC,767.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,1998,UNFCCC,429.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,1999,UNFCCC,438.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,2000,UNFCCC,649.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,2001,UNFCCC,856.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,2002,UNFCCC,812.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,2003,UNFCCC,544.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,2004,UNFCCC,277.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,2005,UNFCCC,289.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,2006,UNFCCC,351.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,2007,UNFCCC,366.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,2008,UNFCCC,458.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,2009,UNFCCC,576.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,2010,UNFCCC,675.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,2011,UNFCCC,774.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,2012,UNFCCC,861.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,2013,UNFCCC,861.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,2014,UNFCCC,861.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,2015,UNFCCC,861.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,2016,UNFCCC,646.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,2017,UNFCCC,646.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,2018,UNFCCC,646.0,A
Australia,1759,'F1759,Mules and Asses,Stocks,2019,UNFCCC,646.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,1990,UNFCCC,174398638.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,1991,UNFCCC,167056883.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,1992,UNFCCC,151372143.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,1993,UNFCCC,140817123.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,1994,UNFCCC,132800753.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,1995,UNFCCC,120994511.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,1996,UNFCCC,121270439.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,1997,UNFCCC,120404490.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,1998,UNFCCC,117710414.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,1999,UNFCCC,115649522.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,2000,UNFCCC,118879090.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,2001,UNFCCC,111318853.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,2002,UNFCCC,106443210.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,2003,UNFCCC,99534554.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,2004,UNFCCC,101567738.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,2005,UNFCCC,101167422.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,2006,UNFCCC,91543668.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,2007,UNFCCC,86229202.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,2008,UNFCCC,77560347.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,2009,UNFCCC,73467373.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,2010,UNFCCC,68598758.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,2011,UNFCCC,73643521.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,2012,UNFCCC,75237696.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,2013,UNFCCC,76063989.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,2014,UNFCCC,73128397.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,2015,UNFCCC,71425789.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,2016,UNFCCC,71326907.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,2017,UNFCCC,76146961.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,2018,UNFCCC,74542954.0,A
Australia,1749,'F1749,Sheep and Goats,Stocks,2019,UNFCCC,69463552.0,A
Australia,1048,'F1048,Swine,Stocks,1990,UNFCCC,2689936.0,A
Australia,1048,'F1048,Swine,Stocks,1991,UNFCCC,2572224.0,A
Australia,1048,'F1048,Swine,Stocks,1992,UNFCCC,2618827.0,A
Australia,1048,'F1048,Swine,Stocks,1993,UNFCCC,2672176.0,A
Australia,1048,'F1048,Swine,Stocks,1994,UNFCCC,2775280.0,A
Australia,1048,'F1048,Swine,Stocks,1995,UNFCCC,2652813.0,A
Australia,1048,'F1048,Swine,Stocks,1996,UNFCCC,2526412.0,A
Australia,1048,'F1048,Swine,Stocks,1997,UNFCCC,2555223.0,A
Australia,1048,'F1048,Swine,Stocks,1998,UNFCCC,2768346.0,A
Australia,1048,'F1048,Swine,Stocks,1999,UNFCCC,2626445.0,A
Australia,1048,'F1048,Swine,Stocks,2000,UNFCCC,2510887.0,A
Australia,1048,'F1048,Swine,Stocks,2001,UNFCCC,2748013.0,A
Australia,1048,'F1048,Swine,Stocks,2002,UNFCCC,2980185.0,A
Australia,1048,'F1048,Swine,Stocks,2003,UNFCCC,2730089.0,A
Australia,1048,'F1048,Swine,Stocks,2004,UNFCCC,2651118.0,A
Australia,1048,'F1048,Swine,Stocks,2005,UNFCCC,2675075.0,A
Australia,1048,'F1048,Swine,Stocks,2006,UNFCCC,2732956.0,A
Australia,1048,'F1048,Swine,Stocks,2007,UNFCCC,2604681.0,A
Australia,1048,'F1048,Swine,Stocks,2008,UNFCCC,2411516.0,A
Australia,1048,'F1048,Swine,Stocks,2009,UNFCCC,2301788.0,A
Australia,1048,'F1048,Swine,Stocks,2010,UNFCCC,2289336.0,A
Australia,1048,'F1048,Swine,Stocks,2011,UNFCCC,2285213.0,A
Australia,1048,'F1048,Swine,Stocks,2012,UNFCCC,2137922.0,A
Australia,1048,'F1048,Swine,Stocks,2013,UNFCCC,2098147.0,A
Australia,1048,'F1048,Swine,Stocks,2014,UNFCCC,2308218.0,A
Australia,1048,'F1048,Swine,Stocks,2015,UNFCCC,2272164.0,A
Australia,1048,'F1048,Swine,Stocks,2016,UNFCCC,2320279.0,A
Australia,1048,'F1048,Swine,Stocks,2017,UNFCCC,2515011.0,A
Australia,1048,'F1048,Swine,Stocks,2018,UNFCCC,2563148.0,A
Australia,1048,'F1048,Swine,Stocks,2019,UNFCCC,2345826.0,A
Austria,960,'F0960,"Cattle, dairy",Stocks,1990,UNFCCC,904617.0,A
Austria,960,'F0960,"Cattle, dairy",Stocks,1991,UNFCCC,876000.0,A
Austria,960,'F0960,"Cattle, dairy",Stocks,1992,UNFCCC,841716.0,A
Austria,960,'F0960,"Cattle, dairy",Stocks,1993,UNFCCC,828147.0,A
Austria,960,'F0960,"Cattle, dairy",Stocks,1994,UNFCCC,809977.0,A
Austria,960,'F0960,"Cattle, dairy",Stocks,1995,UNFCCC,706494.0,A
Austria,960,'F0960,"Cattle, dairy",Stocks,1996,UNFCCC,697521.0,A
Austria,960,'F0960,"Cattle, dairy",Stocks,1997,UNFCCC,720377.0,A
Austria,960,'F0960,"Cattle, dairy",Stocks,1998,UNFCCC,728718.0,A
Austria,960,'F0960,"Cattle, dairy",Stocks,1999,UNFCCC,697903.0,A
Austria,960,'F0960,"Cattle, dairy",Stocks,2000,UNFCCC,621002.0,A
Austria,960,'F0960,"Cattle, dairy",Stocks,2001,UNFCCC,597981.0,A
Austria,960,'F0960,"Cattle, dairy",Stocks,2002,UNFCCC,588971.0,A
Austria,960,'F0960,"Cattle, dairy",Stocks,2003,UNFCCC,557877.0,A
Austria,960,'F0960,"Cattle, dairy",Stocks,2004,UNFCCC,537953.0,A
