animals,unit,geo,month,year,population
,Thousand heads (animals),Portugal,A4210K,2006,377.10 
,Thousand heads (animals),Romania,A4210K,2006,615.64 
,Thousand heads (animals),Serbia,A4210K,2006,: 
,Thousand heads (animals),Sweden,A4210K,2006,: 
,Thousand heads (animals),Slovenia,A4210K,2006,20.22 
,Thousand heads (animals),Slovakia,A4210K,2006,36.21 
,Thousand heads (animals),Turkey,A4210K,2006,: 
,Thousand heads (animals),United Kingdom,A4210K,2006,: 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4210K,2006,: 
,Thousand heads (animals),Albania,A4210KA,2006,: 
,Thousand heads (animals),Austria,A4210KA,2006,198.65 
,Thousand heads (animals),Bosnia and Herzegovina,A4210KA,2006,: 
,Thousand heads (animals),Belgium,A4210KA,2006,: 
,Thousand heads (animals),Bulgaria,A4210KA,2006,29.35 
,Thousand heads (animals),Cyprus,A4210KA,2006,: 
,Thousand heads (animals),Czechia,A4210KA,2006,1.39 
,Thousand heads (animals),Greece,A4210KA,2006,573.80 
,Thousand heads (animals),Spain,A4210KA,2006,198.65 
,Thousand heads (animals),Finland,A4210KA,2006,0.40 
,Thousand heads (animals),France,A4210KA,2006,212.72 
,Thousand heads (animals),Croatia,A4210KA,2006,10.11 
,Thousand heads (animals),Hungary,A4210KA,2006,2.00 
,Thousand heads (animals),Ireland,A4210KA,2006,: 
,Thousand heads (animals),Iceland,A4210KA,2006,: 
,Thousand heads (animals),Italy,A4210KA,2006,164.66 
,Thousand heads (animals),Lithuania,A4210KA,2006,: 
,Thousand heads (animals),Montenegro,A4210KA,2006,: 
,Thousand heads (animals),North Macedonia,A4210KA,2006,: 
,Thousand heads (animals),Malta,A4210KA,2006,1.40 
,Thousand heads (animals),Netherlands,A4210KA,2006,: 
,Thousand heads (animals),Poland,A4210KA,2006,5.67 
,Thousand heads (animals),Portugal,A4210KA,2006,36.69 
,Thousand heads (animals),Romania,A4210KA,2006,90.65 
,Thousand heads (animals),Serbia,A4210KA,2006,: 
,Thousand heads (animals),Sweden,A4210KA,2006,: 
,Thousand heads (animals),Slovenia,A4210KA,2006,3.13 
,Thousand heads (animals),Slovakia,A4210KA,2006,7.76 
,Thousand heads (animals),Turkey,A4210KA,2006,: 
,Thousand heads (animals),United Kingdom,A4210KA,2006,: 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4210KA,2006,: 
,Thousand heads (animals),Albania,A4210KB,2006,: 
,Thousand heads (animals),Austria,A4210KB,2006,1971.12 
,Thousand heads (animals),Bosnia and Herzegovina,A4210KB,2006,: 
,Thousand heads (animals),Belgium,A4210KB,2006,: 
,Thousand heads (animals),Bulgaria,A4210KB,2006,450.56 
,Thousand heads (animals),Cyprus,A4210KB,2006,: 
,Thousand heads (animals),Czechia,A4210KB,2006,7.90 
,Thousand heads (animals),Greece,A4210KB,2006,3098.07 
,Thousand heads (animals),Spain,A4210KB,2006,1971.12 
,Thousand heads (animals),Finland,A4210KB,2006,4.90 
,Thousand heads (animals),France,A4210KB,2006,856.17 
,Thousand heads (animals),Croatia,A4210KB,2006,66.41 
,Thousand heads (animals),Hungary,A4210KB,2006,43.00 
,Thousand heads (animals),Ireland,A4210KB,2006,: 
,Thousand heads (animals),Iceland,A4210KB,2006,: 
,Thousand heads (animals),Italy,A4210KB,2006,643.47 
,Thousand heads (animals),Lithuania,A4210KB,2006,: 
,Thousand heads (animals),Montenegro,A4210KB,2006,: 
,Thousand heads (animals),North Macedonia,A4210KB,2006,: 
,Thousand heads (animals),Malta,A4210KB,2006,2.84 
,Thousand heads (animals),Netherlands,A4210KB,2006,: 
,Thousand heads (animals),Poland,A4210KB,2006,79.18 
,Thousand heads (animals),Portugal,A4210KB,2006,340.41 
,Thousand heads (animals),Romania,A4210KB,2006,524.99 
,Thousand heads (animals),Serbia,A4210KB,2006,: 
,Thousand heads (animals),Sweden,A4210KB,2006,: 
,Thousand heads (animals),Slovenia,A4210KB,2006,17.08 
,Thousand heads (animals),Slovakia,A4210KB,2006,28.45 
,Thousand heads (animals),Turkey,A4210KB,2006,: 
,Thousand heads (animals),United Kingdom,A4210KB,2006,: 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4210KB,2006,: 
,Thousand heads (animals),Albania,A4220,2006,: 
,Thousand heads (animals),Austria,A4220,2006,17.45 
,Thousand heads (animals),Bosnia and Herzegovina,A4220,2006,: 
,Thousand heads (animals),Belgium,A4220,2006,: 
,Thousand heads (animals),Bulgaria,A4220,2006,69.16 
,Thousand heads (animals),Cyprus,A4220,2006,101.21 
,Thousand heads (animals),Czechia,A4220,2006,6.93 
,Thousand heads (animals),Estonia,A4220,2006,1.30 
,Thousand heads (animals),Greece,A4220,2006,1256.78 
,Thousand heads (animals),Spain,A4220,2006,786.96 
,Thousand heads (animals),Finland,A4220,2006,1.39 
,Thousand heads (animals),France,A4220,2006,185.57 
,Thousand heads (animals),Croatia,A4220,2006,7.79 
,Thousand heads (animals),Hungary,A4220,2006,24.00 
,Thousand heads (animals),Ireland,A4220,2006,: 
,Thousand heads (animals),Iceland,A4220,2006,: 
,Thousand heads (animals),Italy,A4220,2006,147.19 
,Thousand heads (animals),Lithuania,A4220,2006,7.50 
,Thousand heads (animals),Latvia,A4220,2006,5.21 
,Thousand heads (animals),Montenegro,A4220,2006,: 
,Thousand heads (animals),North Macedonia,A4220,2006,: 
,Thousand heads (animals),Malta,A4220,2006,1.50 
,Thousand heads (animals),Netherlands,A4220,2006,: 
,Thousand heads (animals),Poland,A4220,2006,45.53 
,Thousand heads (animals),Portugal,A4220,2006,90.41 
,Thousand heads (animals),Romania,A4220,2006,111.77 
,Thousand heads (animals),Serbia,A4220,2006,: 
,Thousand heads (animals),Sweden,A4220,2006,: 
,Thousand heads (animals),Slovenia,A4220,2006,7.58 
,Thousand heads (animals),Slovakia,A4220,2006,2.14 
,Thousand heads (animals),Turkey,A4220,2006,: 
,Thousand heads (animals),United Kingdom,A4220,2006,: 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4220,2006,: 
,Thousand heads (animals),Belgium,A4200,2005,: 
,Thousand heads (animals),Bulgaria,A4200,2005,: 
,Thousand heads (animals),Hungary,A4200,2005,: 
,Thousand heads (animals),Ireland,A4200,2005,7.30 
,Thousand heads (animals),Lithuania,A4200,2005,: 
,Thousand heads (animals),Luxembourg,A4200,2005,2.20 
,Thousand heads (animals),Latvia,A4200,2005,: 
,Thousand heads (animals),Netherlands,A4200,2005,: 
,Thousand heads (animals),Poland,A4200,2005,138.04 
,Thousand heads (animals),Sweden,A4200,2005,: 
,Thousand heads (animals),Slovenia,A4200,2005,: 
,Thousand heads (animals),United Kingdom,A4200,2005,: 
,Thousand heads (animals),Belgium,A4210K,2005,: 
,Thousand heads (animals),Bulgaria,A4210K,2005,: 
,Thousand heads (animals),Hungary,A4210K,2005,: 
,Thousand heads (animals),Ireland,A4210K,2005,: 
,Thousand heads (animals),Lithuania,A4210K,2005,: 
,Thousand heads (animals),Latvia,A4210K,2005,: 
,Thousand heads (animals),Netherlands,A4210K,2005,: 
,Thousand heads (animals),Poland,A4210K,2005,86.96 
,Thousand heads (animals),Sweden,A4210K,2005,: 
,Thousand heads (animals),Slovenia,A4210K,2005,: 
,Thousand heads (animals),United Kingdom,A4210K,2005,: 
,Thousand heads (animals),Belgium,A4210KA,2005,: 
,Thousand heads (animals),Bulgaria,A4210KA,2005,: 
,Thousand heads (animals),Ireland,A4210KA,2005,: 
,Thousand heads (animals),Netherlands,A4210KA,2005,: 
,Thousand heads (animals),Poland,A4210KA,2005,10.14 
,Thousand heads (animals),Slovenia,A4210KA,2005,: 
,Thousand heads (animals),Belgium,A4210KB,2005,: 
,Thousand heads (animals),Bulgaria,A4210KB,2005,: 
,Thousand heads (animals),Ireland,A4210KB,2005,: 
,Thousand heads (animals),Netherlands,A4210KB,2005,: 
,Thousand heads (animals),Poland,A4210KB,2005,76.83 
,Thousand heads (animals),Slovenia,A4210KB,2005,: 
,Thousand heads (animals),Belgium,A4220,2005,: 
,Thousand heads (animals),Bulgaria,A4220,2005,: 
,Thousand heads (animals),Hungary,A4220,2005,: 
,Thousand heads (animals),Ireland,A4220,2005,: 
,Thousand heads (animals),Lithuania,A4220,2005,: 
,Thousand heads (animals),Latvia,A4220,2005,: 
,Thousand heads (animals),Netherlands,A4220,2005,: 
,Thousand heads (animals),Poland,A4220,2005,51.08 
,Thousand heads (animals),Sweden,A4220,2005,: 
,Thousand heads (animals),Slovenia,A4220,2005,: 
,Thousand heads (animals),United Kingdom,A4220,2005,: 
,Thousand heads (animals),Albania,A4200,2005,: 
,Thousand heads (animals),Austria,A4200,2005,55.10 
,Thousand heads (animals),Bosnia and Herzegovina,A4200,2005,: 
,Thousand heads (animals),Belgium,A4200,2005,: 
,Thousand heads (animals),Bulgaria,A4200,2005,608.43 
,Thousand heads (animals),Cyprus,A4200,2005,329.30 
,Thousand heads (animals),Czechia,A4200,2005,18.00 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4200,2005,170.00 e
,Thousand heads (animals),Denmark,A4200,2005,0.00 
,Thousand heads (animals),Estonia,A4200,2005,2.80 
,Thousand heads (animals),Greece,A4200,2005,4925.61 
,Thousand heads (animals),Spain,A4200,2005,2834.90 
,Thousand heads (animals),European Union - 15 countries (1995-2004),A4200,2005,: 
,Thousand heads (animals),European Union - 25 countries (2004-2006),A4200,2005,: 
,Thousand heads (animals),European Union - 27 countries (2007-2013),A4200,2005,: 
,Thousand heads (animals),European Union - 27 countries (from 2020),A4200,2005,13123.00 e
,Thousand heads (animals),European Union - 28 countries (2013-2020),A4200,2005,: 
,Thousand heads (animals),Finland,A4200,2005,6.25 
,Thousand heads (animals),France,A4200,2005,1252.00 
,Thousand heads (animals),Croatia,A4200,2005,134.48 
,Thousand heads (animals),Hungary,A4200,2005,79.00 
,Thousand heads (animals),Ireland,A4200,2005,7.70 
,Thousand heads (animals),Iceland,A4200,2005,: 
,Thousand heads (animals),Italy,A4200,2005,945.00 
,Thousand heads (animals),Lithuania,A4200,2005,22.00 
,Thousand heads (animals),Luxembourg,A4200,2005,2.73 
,Thousand heads (animals),Latvia,A4200,2005,14.90 
,Thousand heads (animals),Montenegro,A4200,2005,: 
,Thousand heads (animals),North Macedonia,A4200,2005,: 
,Thousand heads (animals),Malta,A4200,2005,6.27 
,Thousand heads (animals),Netherlands,A4200,2005,310.00 
,Thousand heads (animals),Poland,A4200,2005,: 
,Thousand heads (animals),Portugal,A4200,2005,474.94 
,Thousand heads (animals),Romania,A4200,2005,686.80 
,Thousand heads (animals),Serbia,A4200,2005,: 
,Thousand heads (animals),Sweden,A4200,2005,5.60 
,Thousand heads (animals),Slovenia,A4200,2005,25.48 
,Thousand heads (animals),Slovakia,A4200,2005,39.57 
,Thousand heads (animals),Turkey,A4200,2005,: 
,Thousand heads (animals),United Kingdom,A4200,2005,95.95 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4200,2005,: 
,Thousand heads (animals),Albania,A4210K,2005,: 
,Thousand heads (animals),Austria,A4210K,2005,35.48 
,Thousand heads (animals),Bosnia and Herzegovina,A4210K,2005,: 
,Thousand heads (animals),Belgium,A4210K,2005,: 
,Thousand heads (animals),Bulgaria,A4210K,2005,540.90 
,Thousand heads (animals),Cyprus,A4210K,2005,256.49 
,Thousand heads (animals),Czechia,A4210K,2005,12.00 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4210K,2005,: 
,Thousand heads (animals),Denmark,A4210K,2005,: 
,Thousand heads (animals),Estonia,A4210K,2005,1.90 
,Thousand heads (animals),Greece,A4210K,2005,3737.97 
,Thousand heads (animals),Spain,A4210K,2005,2139.55 
,Thousand heads (animals),Finland,A4210K,2005,4.83 
,Thousand heads (animals),France,A4210K,2005,1069.00 
,Thousand heads (animals),Croatia,A4210K,2005,82.35 
,Thousand heads (animals),Hungary,A4210K,2005,47.00 
,Thousand heads (animals),Ireland,A4210K,2005,: 
,Thousand heads (animals),Iceland,A4210K,2005,: 
,Thousand heads (animals),Italy,A4210K,2005,757.00 
,Thousand heads (animals),Lithuania,A4210K,2005,17.20 
,Thousand heads (animals),Luxembourg,A4210K,2005,: 
,Thousand heads (animals),Latvia,A4210K,2005,9.90 
,Thousand heads (animals),Montenegro,A4210K,2005,: 
,Thousand heads (animals),North Macedonia,A4210K,2005,: 
,Thousand heads (animals),Malta,A4210K,2005,4.73 
,Thousand heads (animals),Netherlands,A4210K,2005,: 
,Thousand heads (animals),Poland,A4210K,2005,: 
,Thousand heads (animals),Portugal,A4210K,2005,384.78 
,Thousand heads (animals),Romania,A4210K,2005,581.30 
,Thousand heads (animals),Serbia,A4210K,2005,: 
,Thousand heads (animals),Sweden,A4210K,2005,3.40 
,Thousand heads (animals),Slovenia,A4210K,2005,17.82 
,Thousand heads (animals),Slovakia,A4210K,2005,37.33 
,Thousand heads (animals),Turkey,A4210K,2005,: 
,Thousand heads (animals),United Kingdom,A4210K,2005,47.78 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4210K,2005,: 
,Thousand heads (animals),Albania,A4210KA,2005,: 
,Thousand heads (animals),Austria,A4210KA,2005,: 
,Thousand heads (animals),Bosnia and Herzegovina,A4210KA,2005,: 
,Thousand heads (animals),Belgium,A4210KA,2005,: 
,Thousand heads (animals),Bulgaria,A4210KA,2005,35.00 
,Thousand heads (animals),Cyprus,A4210KA,2005,: 
,Thousand heads (animals),Czechia,A4210KA,2005,2.00 
,Thousand heads (animals),Greece,A4210KA,2005,556.80 
,Thousand heads (animals),Spain,A4210KA,2005,186.97 
,Thousand heads (animals),Finland,A4210KA,2005,0.33 
,Thousand heads (animals),France,A4210KA,2005,211.00 
,Thousand heads (animals),Croatia,A4210KA,2005,12.24 
,Thousand heads (animals),Hungary,A4210KA,2005,6.00 
,Thousand heads (animals),Ireland,A4210KA,2005,: 
,Thousand heads (animals),Iceland,A4210KA,2005,: 
,Thousand heads (animals),Italy,A4210KA,2005,133.00 
,Thousand heads (animals),Lithuania,A4210KA,2005,: 
,Thousand heads (animals),Montenegro,A4210KA,2005,: 
,Thousand heads (animals),North Macedonia,A4210KA,2005,: 
,Thousand heads (animals),Malta,A4210KA,2005,1.11 
,Thousand heads (animals),Netherlands,A4210KA,2005,: 
,Thousand heads (animals),Poland,A4210KA,2005,: 
,Thousand heads (animals),Portugal,A4210KA,2005,37.34 
,Thousand heads (animals),Romania,A4210KA,2005,81.30 
,Thousand heads (animals),Serbia,A4210KA,2005,: 
,Thousand heads (animals),Sweden,A4210KA,2005,: 
,Thousand heads (animals),Slovenia,A4210KA,2005,2.71 
,Thousand heads (animals),Slovakia,A4210KA,2005,8.20 
,Thousand heads (animals),Turkey,A4210KA,2005,: 
,Thousand heads (animals),United Kingdom,A4210KA,2005,: 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4210KA,2005,: 
,Thousand heads (animals),Albania,A4210KB,2005,: 
,Thousand heads (animals),Austria,A4210KB,2005,: 
,Thousand heads (animals),Bosnia and Herzegovina,A4210KB,2005,: 
,Thousand heads (animals),Belgium,A4210KB,2005,: 
,Thousand heads (animals),Bulgaria,A4210KB,2005,505.90 
,Thousand heads (animals),Cyprus,A4210KB,2005,: 
,Thousand heads (animals),Czechia,A4210KB,2005,10.00 
,Thousand heads (animals),Greece,A4210KB,2005,3181.17 
,Thousand heads (animals),Spain,A4210KB,2005,1952.57 
,Thousand heads (animals),Finland,A4210KB,2005,4.50 
,Thousand heads (animals),France,A4210KB,2005,858.00 
,Thousand heads (animals),Croatia,A4210KB,2005,70.11 
,Thousand heads (animals),Hungary,A4210KB,2005,41.00 
,Thousand heads (animals),Ireland,A4210KB,2005,: 
,Thousand heads (animals),Iceland,A4210KB,2005,: 
,Thousand heads (animals),Italy,A4210KB,2005,624.00 
,Thousand heads (animals),Lithuania,A4210KB,2005,: 
,Thousand heads (animals),Montenegro,A4210KB,2005,: 
,Thousand heads (animals),North Macedonia,A4210KB,2005,: 
,Thousand heads (animals),Malta,A4210KB,2005,3.62 
,Thousand heads (animals),Netherlands,A4210KB,2005,: 
,Thousand heads (animals),Poland,A4210KB,2005,: 
,Thousand heads (animals),Portugal,A4210KB,2005,347.44 
,Thousand heads (animals),Romania,A4210KB,2005,500.20 
,Thousand heads (animals),Serbia,A4210KB,2005,: 
,Thousand heads (animals),Sweden,A4210KB,2005,: 
,Thousand heads (animals),Slovenia,A4210KB,2005,15.12 
,Thousand heads (animals),Slovakia,A4210KB,2005,29.14 
,Thousand heads (animals),Turkey,A4210KB,2005,: 
,Thousand heads (animals),United Kingdom,A4210KB,2005,: 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4210KB,2005,: 
,Thousand heads (animals),Albania,A4220,2005,: 
,Thousand heads (animals),Austria,A4220,2005,19.62 
,Thousand heads (animals),Bosnia and Herzegovina,A4220,2005,: 
,Thousand heads (animals),Belgium,A4220,2005,: 
,Thousand heads (animals),Bulgaria,A4220,2005,67.53 
,Thousand heads (animals),Cyprus,A4220,2005,72.81 
,Thousand heads (animals),Czechia,A4220,2005,6.00 
,Thousand heads (animals),Estonia,A4220,2005,0.90 
,Thousand heads (animals),Greece,A4220,2005,1187.64 
,Thousand heads (animals),Spain,A4220,2005,695.36 
,Thousand heads (animals),Finland,A4220,2005,1.42 
,Thousand heads (animals),France,A4220,2005,183.00 
,Thousand heads (animals),Croatia,A4220,2005,18.12 
,Thousand heads (animals),Hungary,A4220,2005,32.00 
,Thousand heads (animals),Ireland,A4220,2005,: 
,Thousand heads (animals),Iceland,A4220,2005,: 
,Thousand heads (animals),Italy,A4220,2005,188.00 
,Thousand heads (animals),Lithuania,A4220,2005,4.80 
,Thousand heads (animals),Latvia,A4220,2005,5.00 
,Thousand heads (animals),Montenegro,A4220,2005,: 
,Thousand heads (animals),North Macedonia,A4220,2005,: 
,Thousand heads (animals),Malta,A4220,2005,1.54 
,Thousand heads (animals),Netherlands,A4220,2005,: 
,Thousand heads (animals),Poland,A4220,2005,: 
,Thousand heads (animals),Portugal,A4220,2005,90.16 
,Thousand heads (animals),Romania,A4220,2005,105.50 
,Thousand heads (animals),Serbia,A4220,2005,: 
,Thousand heads (animals),Sweden,A4220,2005,2.20 
,Thousand heads (animals),Slovenia,A4220,2005,5.63 
,Thousand heads (animals),Slovakia,A4220,2005,2.23 
,Thousand heads (animals),Turkey,A4220,2005,: 
,Thousand heads (animals),United Kingdom,A4220,2005,48.17 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4220,2005,: 
,Thousand heads (animals),Belgium,A4200,2004,: 
,Thousand heads (animals),Bulgaria,A4200,2004,1068.80 
,Thousand heads (animals),Hungary,A4200,2004,: 
,Thousand heads (animals),Ireland,A4200,2004,7.50 
,Thousand heads (animals),Lithuania,A4200,2004,: 
,Thousand heads (animals),Luxembourg,A4200,2004,2.01 
,Thousand heads (animals),Latvia,A4200,2004,14.70 
,Thousand heads (animals),Netherlands,A4200,2004,: 
,Thousand heads (animals),Poland,A4200,2004,175.76 
,Thousand heads (animals),Sweden,A4200,2004,6.00 
,Thousand heads (animals),Slovenia,A4200,2004,: 
,Thousand heads (animals),United Kingdom,A4200,2004,91.55 
,Thousand heads (animals),Belgium,A4210K,2004,: 
,Thousand heads (animals),Bulgaria,A4210K,2004,635.30 
,Thousand heads (animals),Hungary,A4210K,2004,: 
,Thousand heads (animals),Ireland,A4210K,2004,: 
,Thousand heads (animals),Lithuania,A4210K,2004,: 
,Thousand heads (animals),Latvia,A4210K,2004,: 
,Thousand heads (animals),Netherlands,A4210K,2004,: 
,Thousand heads (animals),Poland,A4210K,2004,105.15 
,Thousand heads (animals),Sweden,A4210K,2004,: 
,Thousand heads (animals),Slovenia,A4210K,2004,: 
,Thousand heads (animals),United Kingdom,A4210K,2004,45.55 
,Thousand heads (animals),Belgium,A4210KA,2004,: 
,Thousand heads (animals),Bulgaria,A4210KA,2004,23.50 
,Thousand heads (animals),Ireland,A4210KA,2004,: 
,Thousand heads (animals),Netherlands,A4210KA,2004,: 
,Thousand heads (animals),Poland,A4210KA,2004,: 
,Thousand heads (animals),Slovenia,A4210KA,2004,: 
,Thousand heads (animals),Belgium,A4210KB,2004,: 
,Thousand heads (animals),Bulgaria,A4210KB,2004,611.80 
,Thousand heads (animals),Ireland,A4210KB,2004,: 
,Thousand heads (animals),Netherlands,A4210KB,2004,: 
,Thousand heads (animals),Poland,A4210KB,2004,: 
,Thousand heads (animals),Slovenia,A4210KB,2004,: 
,Thousand heads (animals),Belgium,A4220,2004,: 
,Thousand heads (animals),Bulgaria,A4220,2004,433.50 
,Thousand heads (animals),Hungary,A4220,2004,: 
,Thousand heads (animals),Ireland,A4220,2004,: 
,Thousand heads (animals),Lithuania,A4220,2004,: 
,Thousand heads (animals),Latvia,A4220,2004,: 
,Thousand heads (animals),Netherlands,A4220,2004,: 
,Thousand heads (animals),Poland,A4220,2004,: 
,Thousand heads (animals),Sweden,A4220,2004,: 
,Thousand heads (animals),Slovenia,A4220,2004,: 
,Thousand heads (animals),United Kingdom,A4220,2004,40.42 
,Thousand heads (animals),Albania,A4200,2004,: 
,Thousand heads (animals),Austria,A4200,2004,55.52 
,Thousand heads (animals),Bosnia and Herzegovina,A4200,2004,: 
,Thousand heads (animals),Belgium,A4200,2004,: 
,Thousand heads (animals),Bulgaria,A4200,2004,718.12 
,Thousand heads (animals),Cyprus,A4200,2004,377.98 
,Thousand heads (animals),Czechia,A4200,2004,14.00 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4200,2004,170.00 e
,Thousand heads (animals),Denmark,A4200,2004,0.00 
,Thousand heads (animals),Estonia,A4200,2004,3.00 
,Thousand heads (animals),Greece,A4200,2004,5185.00 
,Thousand heads (animals),Spain,A4200,2004,2833.00 
,Thousand heads (animals),European Union - 15 countries (1995-2004),A4200,2004,: 
,Thousand heads (animals),European Union - 25 countries (2004-2006),A4200,2004,: 
,Thousand heads (animals),European Union - 27 countries (2007-2013),A4200,2004,: 
,Thousand heads (animals),European Union - 27 countries (from 2020),A4200,2004,13512.00 e
,Thousand heads (animals),European Union - 28 countries (2013-2020),A4200,2004,: 
,Thousand heads (animals),Finland,A4200,2004,4.70 
,Thousand heads (animals),France,A4200,2004,1242.00 
,Thousand heads (animals),Croatia,A4200,2004,126.06 
,Thousand heads (animals),Hungary,A4200,2004,74.00 
,Thousand heads (animals),Ireland,A4200,2004,9.28 
,Thousand heads (animals),Iceland,A4200,2004,: 
,Thousand heads (animals),Italy,A4200,2004,978.00 
,Thousand heads (animals),Lithuania,A4200,2004,26.90 
,Thousand heads (animals),Luxembourg,A4200,2004,2.52 
,Thousand heads (animals),Latvia,A4200,2004,14.70 
,Thousand heads (animals),Montenegro,A4200,2004,: 
,Thousand heads (animals),North Macedonia,A4200,2004,: 
,Thousand heads (animals),Malta,A4200,2004,5.64 
,Thousand heads (animals),Netherlands,A4200,2004,300.00 
,Thousand heads (animals),Poland,A4200,2004,: 
,Thousand heads (animals),Portugal,A4200,2004,470.35 
,Thousand heads (animals),Romania,A4200,2004,660.70 
,Thousand heads (animals),Serbia,A4200,2004,: 
,Thousand heads (animals),Sweden,A4200,2004,5.60 
,Thousand heads (animals),Slovenia,A4200,2004,23.03 
,Thousand heads (animals),Slovakia,A4200,2004,39.01 
,Thousand heads (animals),Turkey,A4200,2004,: 
,Thousand heads (animals),United Kingdom,A4200,2004,91.55 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4200,2004,: 
,Thousand heads (animals),Albania,A4210K,2004,: 
,Thousand heads (animals),Austria,A4210K,2004,37.53 
,Thousand heads (animals),Bosnia and Herzegovina,A4210K,2004,: 
,Thousand heads (animals),Belgium,A4210K,2004,: 
,Thousand heads (animals),Bulgaria,A4210K,2004,608.88 
,Thousand heads (animals),Cyprus,A4210K,2004,280.08 
,Thousand heads (animals),Czechia,A4210K,2004,9.40 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4210K,2004,: 
,Thousand heads (animals),Denmark,A4210K,2004,: 
,Thousand heads (animals),Estonia,A4210K,2004,1.70 
,Thousand heads (animals),Greece,A4210K,2004,3696.00 
,Thousand heads (animals),Spain,A4210K,2004,2185.00 
,Thousand heads (animals),Finland,A4210K,2004,4.20 
,Thousand heads (animals),France,A4210K,2004,1060.00 
,Thousand heads (animals),Croatia,A4210K,2004,91.45 
,Thousand heads (animals),Hungary,A4210K,2004,48.00 
,Thousand heads (animals),Ireland,A4210K,2004,: 
,Thousand heads (animals),Iceland,A4210K,2004,: 
,Thousand heads (animals),Italy,A4210K,2004,807.52 
,Thousand heads (animals),Lithuania,A4210K,2004,17.90 
,Thousand heads (animals),Luxembourg,A4210K,2004,: 
,Thousand heads (animals),Latvia,A4210K,2004,7.80 
,Thousand heads (animals),Montenegro,A4210K,2004,: 
,Thousand heads (animals),North Macedonia,A4210K,2004,: 
,Thousand heads (animals),Malta,A4210K,2004,4.30 
,Thousand heads (animals),Netherlands,A4210K,2004,: 
,Thousand heads (animals),Poland,A4210K,2004,: 
,Thousand heads (animals),Portugal,A4210K,2004,377.52 
,Thousand heads (animals),Romania,A4210K,2004,551.70 
,Thousand heads (animals),Serbia,A4210K,2004,: 
,Thousand heads (animals),Sweden,A4210K,2004,3.40 
,Thousand heads (animals),Slovenia,A4210K,2004,16.08 
,Thousand heads (animals),Slovakia,A4210K,2004,36.86 
,Thousand heads (animals),Turkey,A4210K,2004,: 
,Thousand heads (animals),United Kingdom,A4210K,2004,45.55 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4210K,2004,: 
,Thousand heads (animals),Albania,A4210KA,2004,: 
,Thousand heads (animals),Austria,A4210KA,2004,: 
,Thousand heads (animals),Bosnia and Herzegovina,A4210KA,2004,: 
,Thousand heads (animals),Belgium,A4210KA,2004,: 
,Thousand heads (animals),Bulgaria,A4210KA,2004,30.38 
,Thousand heads (animals),Cyprus,A4210KA,2004,: 
,Thousand heads (animals),Czechia,A4210KA,2004,1.70 
,Thousand heads (animals),Greece,A4210KA,2004,536.00 
,Thousand heads (animals),Spain,A4210KA,2004,192.00 
,Thousand heads (animals),Finland,A4210KA,2004,0.40 
,Thousand heads (animals),France,A4210KA,2004,205.00 
,Thousand heads (animals),Croatia,A4210KA,2004,12.87 
,Thousand heads (animals),Hungary,A4210KA,2004,2.00 
,Thousand heads (animals),Ireland,A4210KA,2004,: 
,Thousand heads (animals),Iceland,A4210KA,2004,: 
,Thousand heads (animals),Italy,A4210KA,2004,140.32 
,Thousand heads (animals),Lithuania,A4210KA,2004,: 
,Thousand heads (animals),Montenegro,A4210KA,2004,: 
,Thousand heads (animals),North Macedonia,A4210KA,2004,: 
,Thousand heads (animals),Malta,A4210KA,2004,1.02 
,Thousand heads (animals),Netherlands,A4210KA,2004,: 
,Thousand heads (animals),Poland,A4210KA,2004,: 
,Thousand heads (animals),Portugal,A4210KA,2004,36.82 
,Thousand heads (animals),Romania,A4210KA,2004,76.80 
,Thousand heads (animals),Serbia,A4210KA,2004,: 
,Thousand heads (animals),Sweden,A4210KA,2004,: 
,Thousand heads (animals),Slovenia,A4210KA,2004,3.54 
,Thousand heads (animals),Slovakia,A4210KA,2004,8.33 
,Thousand heads (animals),Turkey,A4210KA,2004,: 
,Thousand heads (animals),United Kingdom,A4210KA,2004,: 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4210KA,2004,: 
,Thousand heads (animals),Albania,A4210KB,2004,: 
,Thousand heads (animals),Austria,A4210KB,2004,: 
,Thousand heads (animals),Bosnia and Herzegovina,A4210KB,2004,: 
