animals,unit,geo,month,year,population
,Thousand heads (animals),Belgium,A4200,2021,: 
,Thousand heads (animals),Bulgaria,A4200,2021,: 
,Thousand heads (animals),Hungary,A4200,2021,: 
,Thousand heads (animals),Ireland,A4200,2021,: 
,Thousand heads (animals),Lithuania,A4200,2021,: 
,Thousand heads (animals),Luxembourg,A4200,2021,: 
,Thousand heads (animals),Latvia,A4200,2021,: 
,Thousand heads (animals),Netherlands,A4200,2021,: 
,Thousand heads (animals),Poland,A4200,2021,: 
,Thousand heads (animals),Sweden,A4200,2021,: 
,Thousand heads (animals),Slovenia,A4200,2021,: 
,Thousand heads (animals),United Kingdom,A4200,2021,: 
,Thousand heads (animals),Belgium,A4210K,2021,: 
,Thousand heads (animals),Bulgaria,A4210K,2021,: 
,Thousand heads (animals),Hungary,A4210K,2021,: 
,Thousand heads (animals),Ireland,A4210K,2021,: 
,Thousand heads (animals),Lithuania,A4210K,2021,: 
,Thousand heads (animals),Latvia,A4210K,2021,: 
,Thousand heads (animals),Netherlands,A4210K,2021,: 
,Thousand heads (animals),Poland,A4210K,2021,: 
,Thousand heads (animals),Sweden,A4210K,2021,: 
,Thousand heads (animals),Slovenia,A4210K,2021,: 
,Thousand heads (animals),United Kingdom,A4210K,2021,: 
,Thousand heads (animals),Belgium,A4210KA,2021,: 
,Thousand heads (animals),Bulgaria,A4210KA,2021,: 
,Thousand heads (animals),Ireland,A4210KA,2021,: 
,Thousand heads (animals),Netherlands,A4210KA,2021,: 
,Thousand heads (animals),Poland,A4210KA,2021,: 
,Thousand heads (animals),Slovenia,A4210KA,2021,: 
,Thousand heads (animals),Belgium,A4210KB,2021,: 
,Thousand heads (animals),Bulgaria,A4210KB,2021,: 
,Thousand heads (animals),Ireland,A4210KB,2021,: 
,Thousand heads (animals),Netherlands,A4210KB,2021,: 
,Thousand heads (animals),Poland,A4210KB,2021,: 
,Thousand heads (animals),Slovenia,A4210KB,2021,: 
,Thousand heads (animals),Belgium,A4220,2021,: 
,Thousand heads (animals),Bulgaria,A4220,2021,: 
,Thousand heads (animals),Hungary,A4220,2021,: 
,Thousand heads (animals),Ireland,A4220,2021,: 
,Thousand heads (animals),Lithuania,A4220,2021,: 
,Thousand heads (animals),Latvia,A4220,2021,: 
,Thousand heads (animals),Netherlands,A4220,2021,: 
,Thousand heads (animals),Poland,A4220,2021,: 
,Thousand heads (animals),Sweden,A4220,2021,: 
,Thousand heads (animals),Slovenia,A4220,2021,: 
,Thousand heads (animals),United Kingdom,A4220,2021,: 
,Thousand heads (animals),Albania,A4200,2021,775.34 
,Thousand heads (animals),Austria,A4200,2021,100.60 
,Thousand heads (animals),Bosnia and Herzegovina,A4200,2021,: 
,Thousand heads (animals),Belgium,A4200,2021,: 
,Thousand heads (animals),Bulgaria,A4200,2021,215.00 
,Thousand heads (animals),Cyprus,A4200,2021,: 
,Thousand heads (animals),Czechia,A4200,2021,: 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4200,2021,164.00 e
,Thousand heads (animals),Denmark,A4200,2021,: 
,Thousand heads (animals),Estonia,A4200,2021,: 
,Thousand heads (animals),Greece,A4200,2021,2844.00 
,Thousand heads (animals),Spain,A4200,2021,2589.76 p
,Thousand heads (animals),European Union - 15 countries (1995-2004),A4200,2021,: 
,Thousand heads (animals),European Union - 25 countries (2004-2006),A4200,2021,: 
,Thousand heads (animals),European Union - 27 countries (2007-2013),A4200,2021,: 
,Thousand heads (animals),European Union - 27 countries (from 2020),A4200,2021,: 
,Thousand heads (animals),European Union - 28 countries (2013-2020),A4200,2021,: 
,Thousand heads (animals),Finland,A4200,2021,: 
,Thousand heads (animals),France,A4200,2021,1387.77 p
,Thousand heads (animals),Croatia,A4200,2021,86.00 
,Thousand heads (animals),Hungary,A4200,2021,45.60 
,Thousand heads (animals),Ireland,A4200,2021,: 
,Thousand heads (animals),Iceland,A4200,2021,1.70 
,Thousand heads (animals),Italy,A4200,2021,1060.75 
,Thousand heads (animals),Lithuania,A4200,2021,14.70 
,Thousand heads (animals),Luxembourg,A4200,2021,: 
,Thousand heads (animals),Latvia,A4200,2021,11.40 
,Thousand heads (animals),Montenegro,A4200,2021,: 
,Thousand heads (animals),North Macedonia,A4200,2021,76.00 
,Thousand heads (animals),Malta,A4200,2021,5.64 
,Thousand heads (animals),Netherlands,A4200,2021,575.00 
,Thousand heads (animals),Poland,A4200,2021,: 
,Thousand heads (animals),Portugal,A4200,2021,350.47 p
,Thousand heads (animals),Romania,A4200,2021,1486.00 
,Thousand heads (animals),Serbia,A4200,2021,195.00 
,Thousand heads (animals),Sweden,A4200,2021,: 
,Thousand heads (animals),Slovenia,A4200,2021,: 
,Thousand heads (animals),Slovakia,A4200,2021,: 
,Thousand heads (animals),Turkey,A4200,2021,12341.51 
,Thousand heads (animals),United Kingdom,A4200,2021,: 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4200,2021,: 
,Thousand heads (animals),Albania,A4210K,2021,714.06 
,Thousand heads (animals),Austria,A4210K,2021,63.75 
,Thousand heads (animals),Bosnia and Herzegovina,A4210K,2021,: 
,Thousand heads (animals),Belgium,A4210K,2021,: 
,Thousand heads (animals),Bulgaria,A4210K,2021,189.34 
,Thousand heads (animals),Cyprus,A4210K,2021,: 
,Thousand heads (animals),Czechia,A4210K,2021,: 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4210K,2021,: 
,Thousand heads (animals),Denmark,A4210K,2021,: 
,Thousand heads (animals),Estonia,A4210K,2021,: 
,Thousand heads (animals),Greece,A4210K,2021,2067.00 
,Thousand heads (animals),Spain,A4210K,2021,1859.22 p
,Thousand heads (animals),Finland,A4210K,2021,: 
,Thousand heads (animals),France,A4210K,2021,1174.94 p
,Thousand heads (animals),Croatia,A4210K,2021,66.00 
,Thousand heads (animals),Hungary,A4210K,2021,32.60 
,Thousand heads (animals),Ireland,A4210K,2021,: 
,Thousand heads (animals),Iceland,A4210K,2021,1.30 
,Thousand heads (animals),Italy,A4210K,2021,824.25 
,Thousand heads (animals),Lithuania,A4210K,2021,8.70 
,Thousand heads (animals),Luxembourg,A4210K,2021,: 
,Thousand heads (animals),Latvia,A4210K,2021,7.93 
,Thousand heads (animals),Montenegro,A4210K,2021,: 
,Thousand heads (animals),North Macedonia,A4210K,2021,71.00 
,Thousand heads (animals),Malta,A4210K,2021,4.60 
,Thousand heads (animals),Netherlands,A4210K,2021,532.00 
,Thousand heads (animals),Poland,A4210K,2021,: 
,Thousand heads (animals),Portugal,A4210K,2021,296.74 p
,Thousand heads (animals),Romania,A4210K,2021,1214.10 
,Thousand heads (animals),Serbia,A4210K,2021,141.00 
,Thousand heads (animals),Sweden,A4210K,2021,: 
,Thousand heads (animals),Slovenia,A4210K,2021,: 
,Thousand heads (animals),Slovakia,A4210K,2021,: 
,Thousand heads (animals),Turkey,A4210K,2021,7594.55 
,Thousand heads (animals),United Kingdom,A4210K,2021,: 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4210K,2021,: 
,Thousand heads (animals),Albania,A4210KA,2021,115.05 
,Thousand heads (animals),Austria,A4210KA,2021,: 
,Thousand heads (animals),Bosnia and Herzegovina,A4210KA,2021,: 
,Thousand heads (animals),Belgium,A4210KA,2021,: 
,Thousand heads (animals),Bulgaria,A4210KA,2021,9.51 
,Thousand heads (animals),Cyprus,A4210KA,2021,: 
,Thousand heads (animals),Czechia,A4210KA,2021,: 
,Thousand heads (animals),Greece,A4210KA,2021,326.00 
,Thousand heads (animals),Spain,A4210KA,2021,214.77 p
,Thousand heads (animals),Finland,A4210KA,2021,: 
,Thousand heads (animals),France,A4210KA,2021,239.84 p
,Thousand heads (animals),Croatia,A4210KA,2021,10.00 
,Thousand heads (animals),Hungary,A4210KA,2021,3.50 
,Thousand heads (animals),Ireland,A4210KA,2021,: 
,Thousand heads (animals),Iceland,A4210KA,2021,0.00 
,Thousand heads (animals),Italy,A4210KA,2021,191.39 
,Thousand heads (animals),Lithuania,A4210KA,2021,0.00 
,Thousand heads (animals),Montenegro,A4210KA,2021,: 
,Thousand heads (animals),North Macedonia,A4210KA,2021,13.00 
,Thousand heads (animals),Malta,A4210KA,2021,0.41 
,Thousand heads (animals),Netherlands,A4210KA,2021,105.00 
,Thousand heads (animals),Poland,A4210KA,2021,: 
,Thousand heads (animals),Portugal,A4210KA,2021,27.14 p
,Thousand heads (animals),Romania,A4210KA,2021,147.70 
,Thousand heads (animals),Serbia,A4210KA,2021,16.00 
,Thousand heads (animals),Sweden,A4210KA,2021,: 
,Thousand heads (animals),Slovenia,A4210KA,2021,: 
,Thousand heads (animals),Slovakia,A4210KA,2021,: 
,Thousand heads (animals),Turkey,A4210KA,2021,2152.45 
,Thousand heads (animals),United Kingdom,A4210KA,2021,: 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4210KA,2021,: 
,Thousand heads (animals),Albania,A4210KB,2021,599.00 
,Thousand heads (animals),Austria,A4210KB,2021,: 
,Thousand heads (animals),Bosnia and Herzegovina,A4210KB,2021,: 
,Thousand heads (animals),Belgium,A4210KB,2021,: 
,Thousand heads (animals),Bulgaria,A4210KB,2021,179.84 
,Thousand heads (animals),Cyprus,A4210KB,2021,: 
,Thousand heads (animals),Czechia,A4210KB,2021,: 
,Thousand heads (animals),Greece,A4210KB,2021,1741.00 
,Thousand heads (animals),Spain,A4210KB,2021,1644.45 p
,Thousand heads (animals),Finland,A4210KB,2021,: 
,Thousand heads (animals),France,A4210KB,2021,935.09 p
,Thousand heads (animals),Croatia,A4210KB,2021,56.00 
,Thousand heads (animals),Hungary,A4210KB,2021,29.10 
,Thousand heads (animals),Ireland,A4210KB,2021,: 
,Thousand heads (animals),Iceland,A4210KB,2021,1.20 
,Thousand heads (animals),Italy,A4210KB,2021,632.86 
,Thousand heads (animals),Lithuania,A4210KB,2021,8.70 
,Thousand heads (animals),Montenegro,A4210KB,2021,: 
,Thousand heads (animals),North Macedonia,A4210KB,2021,58.00 
,Thousand heads (animals),Malta,A4210KB,2021,4.19 
,Thousand heads (animals),Netherlands,A4210KB,2021,426.00 
,Thousand heads (animals),Poland,A4210KB,2021,: 
,Thousand heads (animals),Portugal,A4210KB,2021,269.61 p
,Thousand heads (animals),Romania,A4210KB,2021,1066.40 
,Thousand heads (animals),Serbia,A4210KB,2021,125.00 
,Thousand heads (animals),Sweden,A4210KB,2021,: 
,Thousand heads (animals),Slovenia,A4210KB,2021,: 
,Thousand heads (animals),Slovakia,A4210KB,2021,: 
,Thousand heads (animals),Turkey,A4210KB,2021,5442.11 
,Thousand heads (animals),United Kingdom,A4210KB,2021,: 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4210KB,2021,: 
,Thousand heads (animals),Albania,A4220,2021,61.28 
,Thousand heads (animals),Austria,A4220,2021,36.85 
,Thousand heads (animals),Bosnia and Herzegovina,A4220,2021,: 
,Thousand heads (animals),Belgium,A4220,2021,: 
,Thousand heads (animals),Bulgaria,A4220,2021,25.66 
,Thousand heads (animals),Cyprus,A4220,2021,: 
,Thousand heads (animals),Czechia,A4220,2021,: 
,Thousand heads (animals),Estonia,A4220,2021,: 
,Thousand heads (animals),Greece,A4220,2021,777.00 
,Thousand heads (animals),Spain,A4220,2021,730.54 p
,Thousand heads (animals),Finland,A4220,2021,: 
,Thousand heads (animals),France,A4220,2021,212.83 p
,Thousand heads (animals),Croatia,A4220,2021,20.00 
,Thousand heads (animals),Hungary,A4220,2021,13.00 
,Thousand heads (animals),Ireland,A4220,2021,: 
,Thousand heads (animals),Iceland,A4220,2021,0.00 
,Thousand heads (animals),Italy,A4220,2021,236.50 
,Thousand heads (animals),Lithuania,A4220,2021,6.00 
,Thousand heads (animals),Latvia,A4220,2021,3.47 
,Thousand heads (animals),Montenegro,A4220,2021,: 
,Thousand heads (animals),North Macedonia,A4220,2021,5.00 
,Thousand heads (animals),Malta,A4220,2021,1.04 
,Thousand heads (animals),Netherlands,A4220,2021,44.00 
,Thousand heads (animals),Poland,A4220,2021,: 
,Thousand heads (animals),Portugal,A4220,2021,53.73 p
,Thousand heads (animals),Romania,A4220,2021,271.90 
,Thousand heads (animals),Serbia,A4220,2021,54.00 
,Thousand heads (animals),Sweden,A4220,2021,: 
,Thousand heads (animals),Slovenia,A4220,2021,: 
,Thousand heads (animals),Slovakia,A4220,2021,: 
,Thousand heads (animals),Turkey,A4220,2021,4746.96 
,Thousand heads (animals),United Kingdom,A4220,2021,: 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4220,2021,: 
,Thousand heads (animals),Belgium,A4200,2020,: 
,Thousand heads (animals),Bulgaria,A4200,2020,: 
,Thousand heads (animals),Hungary,A4200,2020,: 
,Thousand heads (animals),Ireland,A4200,2020,: 
,Thousand heads (animals),Lithuania,A4200,2020,: 
,Thousand heads (animals),Luxembourg,A4200,2020,: 
,Thousand heads (animals),Latvia,A4200,2020,: 
,Thousand heads (animals),Netherlands,A4200,2020,: 
,Thousand heads (animals),Poland,A4200,2020,: 
,Thousand heads (animals),Sweden,A4200,2020,: 
,Thousand heads (animals),Slovenia,A4200,2020,: 
,Thousand heads (animals),United Kingdom,A4200,2020,: 
,Thousand heads (animals),Belgium,A4210K,2020,: 
,Thousand heads (animals),Bulgaria,A4210K,2020,: 
,Thousand heads (animals),Hungary,A4210K,2020,: 
,Thousand heads (animals),Ireland,A4210K,2020,: 
,Thousand heads (animals),Lithuania,A4210K,2020,: 
,Thousand heads (animals),Latvia,A4210K,2020,: 
,Thousand heads (animals),Netherlands,A4210K,2020,: 
,Thousand heads (animals),Poland,A4210K,2020,: 
,Thousand heads (animals),Sweden,A4210K,2020,: 
,Thousand heads (animals),Slovenia,A4210K,2020,: 
,Thousand heads (animals),United Kingdom,A4210K,2020,: 
,Thousand heads (animals),Belgium,A4210KA,2020,: 
,Thousand heads (animals),Bulgaria,A4210KA,2020,: 
,Thousand heads (animals),Ireland,A4210KA,2020,: 
,Thousand heads (animals),Netherlands,A4210KA,2020,: 
,Thousand heads (animals),Poland,A4210KA,2020,: 
,Thousand heads (animals),Slovenia,A4210KA,2020,: 
,Thousand heads (animals),Belgium,A4210KB,2020,: 
,Thousand heads (animals),Bulgaria,A4210KB,2020,: 
,Thousand heads (animals),Ireland,A4210KB,2020,: 
,Thousand heads (animals),Netherlands,A4210KB,2020,: 
,Thousand heads (animals),Poland,A4210KB,2020,: 
,Thousand heads (animals),Slovenia,A4210KB,2020,: 
,Thousand heads (animals),Belgium,A4220,2020,: 
,Thousand heads (animals),Bulgaria,A4220,2020,: 
,Thousand heads (animals),Hungary,A4220,2020,: 
,Thousand heads (animals),Ireland,A4220,2020,: 
,Thousand heads (animals),Lithuania,A4220,2020,: 
,Thousand heads (animals),Latvia,A4220,2020,: 
,Thousand heads (animals),Netherlands,A4220,2020,: 
,Thousand heads (animals),Poland,A4220,2020,: 
,Thousand heads (animals),Sweden,A4220,2020,: 
,Thousand heads (animals),Slovenia,A4220,2020,: 
,Thousand heads (animals),United Kingdom,A4220,2020,: 
,Thousand heads (animals),Albania,A4200,2020,774.33 
,Thousand heads (animals),Austria,A4200,2020,92.76 
,Thousand heads (animals),Bosnia and Herzegovina,A4200,2020,71.00 e
,Thousand heads (animals),Belgium,A4200,2020,: 
,Thousand heads (animals),Bulgaria,A4200,2020,253.40 
,Thousand heads (animals),Cyprus,A4200,2020,261.11 
,Thousand heads (animals),Czechia,A4200,2020,: 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4200,2020,161.00 e
,Thousand heads (animals),Denmark,A4200,2020,: 
,Thousand heads (animals),Estonia,A4200,2020,: 
,Thousand heads (animals),Greece,A4200,2020,2869.00 
,Thousand heads (animals),Spain,A4200,2020,2651.04 p
,Thousand heads (animals),European Union - 15 countries (1995-2004),A4200,2020,: 
,Thousand heads (animals),European Union - 25 countries (2004-2006),A4200,2020,: 
,Thousand heads (animals),European Union - 27 countries (2007-2013),A4200,2020,: 
,Thousand heads (animals),European Union - 27 countries (from 2020),A4200,2020,: 
,Thousand heads (animals),European Union - 28 countries (2013-2020),A4200,2020,: 
,Thousand heads (animals),Finland,A4200,2020,: 
,Thousand heads (animals),France,A4200,2020,1413.98 b
,Thousand heads (animals),Croatia,A4200,2020,86.00 
,Thousand heads (animals),Hungary,A4200,2020,47.00 
,Thousand heads (animals),Ireland,A4200,2020,: 
,Thousand heads (animals),Iceland,A4200,2020,1.60 
,Thousand heads (animals),Italy,A4200,2020,1065.71 
,Thousand heads (animals),Lithuania,A4200,2020,14.70 
,Thousand heads (animals),Luxembourg,A4200,2020,: 
,Thousand heads (animals),Latvia,A4200,2020,11.48 
,Thousand heads (animals),Montenegro,A4200,2020,: 
,Thousand heads (animals),North Macedonia,A4200,2020,95.00 
,Thousand heads (animals),Malta,A4200,2020,5.53 
,Thousand heads (animals),Netherlands,A4200,2020,557.00 
,Thousand heads (animals),Poland,A4200,2020,: 
,Thousand heads (animals),Portugal,A4200,2020,368.42 
,Thousand heads (animals),Romania,A4200,2020,1611.80 
,Thousand heads (animals),Serbia,A4200,2020,202.00 
,Thousand heads (animals),Sweden,A4200,2020,: 
,Thousand heads (animals),Slovenia,A4200,2020,: 
,Thousand heads (animals),Slovakia,A4200,2020,: 
,Thousand heads (animals),Turkey,A4200,2020,11985.85 
,Thousand heads (animals),United Kingdom,A4200,2020,: 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4200,2020,29.56 
,Thousand heads (animals),Albania,A4210K,2020,713.13 
,Thousand heads (animals),Austria,A4210K,2020,59.73 
,Thousand heads (animals),Bosnia and Herzegovina,A4210K,2020,44.00 e
,Thousand heads (animals),Belgium,A4210K,2020,: 
,Thousand heads (animals),Bulgaria,A4210K,2020,216.27 
,Thousand heads (animals),Cyprus,A4210K,2020,177.59 
,Thousand heads (animals),Czechia,A4210K,2020,: 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4210K,2020,: 
,Thousand heads (animals),Denmark,A4210K,2020,: 
,Thousand heads (animals),Estonia,A4210K,2020,: 
,Thousand heads (animals),Greece,A4210K,2020,2182.00 
,Thousand heads (animals),Spain,A4210K,2020,1890.49 p
,Thousand heads (animals),Finland,A4210K,2020,: 
,Thousand heads (animals),France,A4210K,2020,1178.41 b
,Thousand heads (animals),Croatia,A4210K,2020,66.00 
,Thousand heads (animals),Hungary,A4210K,2020,29.00 
,Thousand heads (animals),Ireland,A4210K,2020,: 
,Thousand heads (animals),Iceland,A4210K,2020,1.20 
,Thousand heads (animals),Italy,A4210K,2020,826.39 
,Thousand heads (animals),Lithuania,A4210K,2020,8.90 
,Thousand heads (animals),Luxembourg,A4210K,2020,: 
,Thousand heads (animals),Latvia,A4210K,2020,7.92 
,Thousand heads (animals),Montenegro,A4210K,2020,: 
,Thousand heads (animals),North Macedonia,A4210K,2020,89.00 
,Thousand heads (animals),Malta,A4210K,2020,4.61 
,Thousand heads (animals),Netherlands,A4210K,2020,513.00 
,Thousand heads (animals),Poland,A4210K,2020,: 
,Thousand heads (animals),Portugal,A4210K,2020,312.71 
,Thousand heads (animals),Romania,A4210K,2020,1290.80 
,Thousand heads (animals),Serbia,A4210K,2020,146.00 
,Thousand heads (animals),Sweden,A4210K,2020,: 
,Thousand heads (animals),Slovenia,A4210K,2020,: 
,Thousand heads (animals),Slovakia,A4210K,2020,: 
,Thousand heads (animals),Turkey,A4210K,2020,7523.45 
,Thousand heads (animals),United Kingdom,A4210K,2020,: 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4210K,2020,21.91 
,Thousand heads (animals),Albania,A4210KA,2020,94.55 
,Thousand heads (animals),Austria,A4210KA,2020,: 
,Thousand heads (animals),Bosnia and Herzegovina,A4210KA,2020,10.00 e
,Thousand heads (animals),Belgium,A4210KA,2020,: 
,Thousand heads (animals),Bulgaria,A4210KA,2020,8.55 
,Thousand heads (animals),Cyprus,A4210KA,2020,6.64 
,Thousand heads (animals),Czechia,A4210KA,2020,: 
,Thousand heads (animals),Greece,A4210KA,2020,186.00 
,Thousand heads (animals),Spain,A4210KA,2020,213.62 p
,Thousand heads (animals),Finland,A4210KA,2020,: 
,Thousand heads (animals),France,A4210KA,2020,245.83 b
,Thousand heads (animals),Croatia,A4210KA,2020,11.00 
,Thousand heads (animals),Hungary,A4210KA,2020,2.00 
,Thousand heads (animals),Ireland,A4210KA,2020,: 
,Thousand heads (animals),Iceland,A4210KA,2020,0.00 
,Thousand heads (animals),Italy,A4210KA,2020,191.35 
,Thousand heads (animals),Lithuania,A4210KA,2020,0.00 
,Thousand heads (animals),Montenegro,A4210KA,2020,: 
,Thousand heads (animals),North Macedonia,A4210KA,2020,17.00 
,Thousand heads (animals),Malta,A4210KA,2020,0.39 
,Thousand heads (animals),Netherlands,A4210KA,2020,100.00 
,Thousand heads (animals),Poland,A4210KA,2020,: 
,Thousand heads (animals),Portugal,A4210KA,2020,28.95 
,Thousand heads (animals),Romania,A4210KA,2020,160.60 
,Thousand heads (animals),Serbia,A4210KA,2020,20.00 
,Thousand heads (animals),Sweden,A4210KA,2020,: 
,Thousand heads (animals),Slovenia,A4210KA,2020,: 
,Thousand heads (animals),Slovakia,A4210KA,2020,: 
,Thousand heads (animals),Turkey,A4210KA,2020,1893.94 
,Thousand heads (animals),United Kingdom,A4210KA,2020,: 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4210KA,2020,4.08 
,Thousand heads (animals),Albania,A4210KB,2020,618.58 
,Thousand heads (animals),Austria,A4210KB,2020,: 
,Thousand heads (animals),Bosnia and Herzegovina,A4210KB,2020,34.00 e
,Thousand heads (animals),Belgium,A4210KB,2020,: 
,Thousand heads (animals),Bulgaria,A4210KB,2020,207.71 
,Thousand heads (animals),Cyprus,A4210KB,2020,170.95 
,Thousand heads (animals),Czechia,A4210KB,2020,: 
,Thousand heads (animals),Greece,A4210KB,2020,1996.00 
,Thousand heads (animals),Spain,A4210KB,2020,1676.87 p
,Thousand heads (animals),Finland,A4210KB,2020,: 
,Thousand heads (animals),France,A4210KB,2020,932.64 b
,Thousand heads (animals),Croatia,A4210KB,2020,55.00 
,Thousand heads (animals),Hungary,A4210KB,2020,27.00 
,Thousand heads (animals),Ireland,A4210KB,2020,: 
,Thousand heads (animals),Iceland,A4210KB,2020,1.10 
,Thousand heads (animals),Italy,A4210KB,2020,635.03 
,Thousand heads (animals),Lithuania,A4210KB,2020,8.90 
,Thousand heads (animals),Montenegro,A4210KB,2020,: 
,Thousand heads (animals),North Macedonia,A4210KB,2020,72.00 
,Thousand heads (animals),Malta,A4210KB,2020,4.21 
,Thousand heads (animals),Netherlands,A4210KB,2020,413.00 
,Thousand heads (animals),Poland,A4210KB,2020,: 
,Thousand heads (animals),Portugal,A4210KB,2020,283.75 
,Thousand heads (animals),Romania,A4210KB,2020,1130.20 
,Thousand heads (animals),Serbia,A4210KB,2020,127.00 
,Thousand heads (animals),Sweden,A4210KB,2020,: 
,Thousand heads (animals),Slovenia,A4210KB,2020,: 
,Thousand heads (animals),Slovakia,A4210KB,2020,: 
,Thousand heads (animals),Turkey,A4210KB,2020,5629.51 
,Thousand heads (animals),United Kingdom,A4210KB,2020,: 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4210KB,2020,17.83 
,Thousand heads (animals),Albania,A4220,2020,61.20 
,Thousand heads (animals),Austria,A4220,2020,33.03 
,Thousand heads (animals),Bosnia and Herzegovina,A4220,2020,27.00 e
,Thousand heads (animals),Belgium,A4220,2020,: 
,Thousand heads (animals),Bulgaria,A4220,2020,37.13 
,Thousand heads (animals),Cyprus,A4220,2020,83.53 
,Thousand heads (animals),Czechia,A4220,2020,: 
,Thousand heads (animals),Estonia,A4220,2020,: 
,Thousand heads (animals),Greece,A4220,2020,687.00 
,Thousand heads (animals),Spain,A4220,2020,760.55 p
,Thousand heads (animals),Finland,A4220,2020,: 
,Thousand heads (animals),France,A4220,2020,235.51 b
,Thousand heads (animals),Croatia,A4220,2020,20.00 
,Thousand heads (animals),Hungary,A4220,2020,19.00 
,Thousand heads (animals),Ireland,A4220,2020,: 
,Thousand heads (animals),Iceland,A4220,2020,0.00 
,Thousand heads (animals),Italy,A4220,2020,239.33 
,Thousand heads (animals),Lithuania,A4220,2020,5.80 
,Thousand heads (animals),Latvia,A4220,2020,3.56 
,Thousand heads (animals),Montenegro,A4220,2020,: 
,Thousand heads (animals),North Macedonia,A4220,2020,6.00 
,Thousand heads (animals),Malta,A4220,2020,0.92 
,Thousand heads (animals),Netherlands,A4220,2020,44.00 
,Thousand heads (animals),Poland,A4220,2020,: 
,Thousand heads (animals),Portugal,A4220,2020,55.71 
,Thousand heads (animals),Romania,A4220,2020,321.00 
,Thousand heads (animals),Serbia,A4220,2020,56.00 
,Thousand heads (animals),Sweden,A4220,2020,: 
,Thousand heads (animals),Slovenia,A4220,2020,: 
,Thousand heads (animals),Slovakia,A4220,2020,: 
,Thousand heads (animals),Turkey,A4220,2020,4462.40 
,Thousand heads (animals),United Kingdom,A4220,2020,: 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4220,2020,7.65 
,Thousand heads (animals),Belgium,A4200,2019,: 
,Thousand heads (animals),Bulgaria,A4200,2019,: 
,Thousand heads (animals),Hungary,A4200,2019,: 
,Thousand heads (animals),Ireland,A4200,2019,: 
,Thousand heads (animals),Lithuania,A4200,2019,: 
,Thousand heads (animals),Luxembourg,A4200,2019,: 
,Thousand heads (animals),Latvia,A4200,2019,: 
,Thousand heads (animals),Netherlands,A4200,2019,: 
,Thousand heads (animals),Poland,A4200,2019,: 
,Thousand heads (animals),Sweden,A4200,2019,: 
,Thousand heads (animals),Slovenia,A4200,2019,: 
,Thousand heads (animals),United Kingdom,A4200,2019,: 
,Thousand heads (animals),Belgium,A4210K,2019,: 
,Thousand heads (animals),Bulgaria,A4210K,2019,: 
,Thousand heads (animals),Hungary,A4210K,2019,: 
,Thousand heads (animals),Ireland,A4210K,2019,: 
,Thousand heads (animals),Lithuania,A4210K,2019,: 
,Thousand heads (animals),Latvia,A4210K,2019,: 
,Thousand heads (animals),Netherlands,A4210K,2019,: 
,Thousand heads (animals),Poland,A4210K,2019,: 
,Thousand heads (animals),Sweden,A4210K,2019,: 
,Thousand heads (animals),Slovenia,A4210K,2019,: 
,Thousand heads (animals),United Kingdom,A4210K,2019,: 
,Thousand heads (animals),Belgium,A4210KA,2019,: 
,Thousand heads (animals),Bulgaria,A4210KA,2019,: 
,Thousand heads (animals),Ireland,A4210KA,2019,: 
,Thousand heads (animals),Netherlands,A4210KA,2019,: 
,Thousand heads (animals),Poland,A4210KA,2019,: 
,Thousand heads (animals),Slovenia,A4210KA,2019,: 
,Thousand heads (animals),Belgium,A4210KB,2019,: 
,Thousand heads (animals),Bulgaria,A4210KB,2019,: 
,Thousand heads (animals),Ireland,A4210KB,2019,: 
,Thousand heads (animals),Netherlands,A4210KB,2019,: 
,Thousand heads (animals),Poland,A4210KB,2019,: 
,Thousand heads (animals),Slovenia,A4210KB,2019,: 
,Thousand heads (animals),Belgium,A4220,2019,: 
,Thousand heads (animals),Bulgaria,A4220,2019,: 
,Thousand heads (animals),Hungary,A4220,2019,: 
,Thousand heads (animals),Ireland,A4220,2019,: 
,Thousand heads (animals),Lithuania,A4220,2019,: 
,Thousand heads (animals),Latvia,A4220,2019,: 
,Thousand heads (animals),Netherlands,A4220,2019,: 
,Thousand heads (animals),Poland,A4220,2019,: 
,Thousand heads (animals),Sweden,A4220,2019,: 
,Thousand heads (animals),Slovenia,A4220,2019,: 
,Thousand heads (animals),United Kingdom,A4220,2019,: 
,Thousand heads (animals),Albania,A4200,2019,862.87 
