animals,month,unit,geo\time	2022 	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 	1959 
A2300F,M12,THS_HD,EU25	: 	: 	: 	21137.03 	21369.90 	21737.96 	21913.25 	21944.08 	21871.71 	21819.26 	21554.75 	21384.84 	21615.22 b	21942.60 	22395.24 	22152.60 	22203.10 	22773.23 	23260.63 	23923.17 	24413.91 	24918.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300F,M12,THS_HD,EU27_2007	: 	: 	: 	22502.52 	22772.46 	23174.14 	23384.77 	23417.74 	23361.82 	23301.41 	23011.94 	22868.02 	23107.42 b	23658.35 	24193.20 	24061.38 	24192.61 	24746.38 	25195.75 	: 	26399.51 	26896.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300F,M12,THS_HD,EU27_2020	: 	20207.23 p	20514.06 	20765.52 	21029.46 	21409.14 	21633.77 	21651.74 	21637.82 	21652.41 	21406.94 	21252.72 	21466.92 b	22006.55 	22502.80 	22309.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300F,M12,THS_HD,EU28	: 	: 	: 	22632.52 	22908.46 	23313.14 	23531.77 	23569.74 	23520.82 	23469.41 	23192.94 	23052.72 	23313.92 b	23870.55 	24405.80 	24286.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300F,M12,THS_HD,FI	: 	248.53 	255.62 	258.94 	263.64 	270.64 	275.38 	282.23 	282.91 	282.01 	279.87 	281.53 	284.28 	285.83 	288.35 	287.53 	298.48 	312.95 	317.85 	327.98 	343.05 	351.82 	357.90 	373.60 	380.30 	382.60 	395.50 	402.30 	412.60 	418.50 	426.40 	436.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300F,M12,THS_HD,FR	: 	3322.03 p	3405.68 d	3490.81 d	3554.23 	3596.84 	3637.02 	3637.02 	3661.18 	3698.45 	3644.00 	3664.00 	3718.00 	3748.00 	3857.00 	3759.00 	3799.00 	3895.44 	3947.00 	4026.00 	4134.00 	4197.23 	4153.27 	4424.06 	4431.96 	4501.80 	4566.30 	4700.40 	4759.89 	4615.00 	4642.00 	4968.00 	5271.00 	5493.68 	5700.00 	5840.80 	6358.80 	6506.10 	6763.65 	7195.00 	7165.90 	7053.80 	7119.70 	7451.90 	7490.80 	7512.20 	7627.00 	7549.00 	7751.00 	7683.00 	7402.00 	7227.00 	7688.00 	7773.00 	7830.00 	7784.00 	7639.00 	7595.00 	7558.00 	7607.00 	8453.00 	8344.00 	8116.00 	7848.00 
A2300F,M12,THS_HD,HR	: 	102.00 	110.00 	130.00 	136.00 b	139.00 	147.00 	152.00 	159.00 	168.00 	181.00 	184.70 	206.50 	212.20 	212.60 	225.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300F,M12,THS_HD,HU	: 	280.90 	246.60 b	243.00 	239.00 	244.00 	244.00 	250.00 	255.00 	250.00 	255.00 	252.00 	239.00 	248.00 	263.00 	266.00 	268.00 	285.00 	304.00 	310.00 	338.00 	345.00 	355.00 	376.00 	384.00 	379.00 	386.00 	390.00 	390.00 	420.00 	449.00 	493.00 	491.00 	496.00 	506.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300F,M12,THS_HD,IE	: 	1505.27 	1456.05 	1425.76 	1369.10 	1343.30 	1295.23 	1239.89 	1127.72 	1082.46 	1060.26 	1035.64 	1006.90 	1022.41 	1024.12 	1017.29 	1022.76 	995.81 	1121.82 	1135.70 	1128.75 	1147.95 	1152.78 	1173.85 	1198.77 	1201.36 	1215.57 	1220.79 	1233.04 	1248.25 	1246.17 	1287.95 	1322.20 	1341.60 	1335.00 	1398.10 	1451.40 	1495.20 	1523.30 	1515.90 	1499.50 	1450.80 	1448.90 	1502.50 	1513.00 	1484.00 	1436.00 	1380.00 	1406.00 	1431.00 	1335.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300F,M12,THS_HD,IS	: 	: 	26.40 	26.20 	26.40 	26.70 	26.30 	27.00 	26.00 	25.80 	25.40 	25.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300F,M12,THS_HD,IT	: 	1844.37 	1871.27 	1875.72 	1939.48 	2040.11 	2060.47 	2056.81 	2069.39 	2074.54 	2009.07 	1754.98 	1746.14 b	1878.36 	1830.75 	1839.00 	1813.74 	1842.00 	1838.00 	1913.00 	1911.00 	2077.62 	1772.00 	2126.00 	2116.00 	2078.00 	2125.00 	2080.00 	2167.00 	2287.00 	2316.80 	2535.60 	2664.00 	2656.00 	2740.00 	2755.00 	2758.00 	2804.00 	2841.00 	3068.20 	3044.10 	3016.20 	3012.50 	3074.20 	3010.20 	2945.40 	2897.00 	2883.00 	2927.00 	3051.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300F,M12,THS_HD,LT	: 	225.20 	232.90 	240.90 	256.20 	272.80 	285.80 	300.50 	314.00 	315.70 	331.00 	349.50 	359.80 	374.60 	394.70 	404.50 	399.00 	416.50 	433.90 	448.10 	443.30 	441.80 	438.40 	494.30 	537.70 	582.80 	589.90 	586.00 	614.90 	678.10 	737.80 	831.90 	842.00 	847.70 	849.50 	861.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300F,M12,THS_HD,LU	: 	54.57 	54.23 	54.15 	53.00 	52.12 	51.97 	49.13 	46.78 	48.27 	45.00 	44.48 	45.98 	45.90 	45.93 	40.19 	46.19 	41.07 	41.07 	41.24 	42.07 	43.99 	43.60 	45.44 	47.34 	47.44 	47.84 	47.75 	48.98 	50.94 	50.74 	52.29 	58.76 	59.73 	62.00 	64.18 	68.40 	70.29 	71.00 	73.00 	70.83 	67.70 	69.28 	67.50 	68.42 	68.15 	66.00 	70.00 	73.00 	72.00 	68.00 	63.00 	62.00 	62.00 	61.00 	60.00 	59.00 	58.00 	57.00 	55.00 	55.00 	55.00 	54.00 	54.00 
A2300F,M12,THS_HD,LV	: 	131.20 	136.04 	138.41 	144.47 	150.36 	154.02 	162.41 	165.87 	165.01 	164.56 	164.10 	164.06 	165.51 	170.40 	180.42 	182.38 	185.20 	186.20 	186.30 	204.60 	209.10 	204.50 	205.60 	242.10 	262.80 	274.60 	291.90 	311.90 	351.00 	481.70 	531.40 	535.10 	544.40 	543.30 	551.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300F,M12,THS_HD,ME	: 	: 	: 	57.20 p	59.50 p	60.40 p	59.60 p	63.00 	63.00 	61.00 	59.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300F,M12,THS_HD,MK	: 	98.00 	108.00 	111.00 	129.00 	123.00 	125.00 	124.00 	127.00 	129.00 	123.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300F,M12,THS_HD,MT	: 	5.87 	6.06 	6.12 	6.23 	6.14 	6.50 	6.37 	6.50 	6.33 	6.32 	6.31 	6.36 	6.93 	7.25 	7.55 	7.45 	7.83 	7.84 	7.61 	8.03 	8.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300F,M12,THS_HD,NL	: 	1554.00 	1569.00 	1590.00 	1552.00 	1665.00 	1794.00 	1717.00 	1610.00 	1597.00 	1541.00 	1504.00 	1518.00 	1562.00 	1587.00 	1490.00 	1443.00 	1486.00 	1502.00 	1551.43 	1546.00 	1551.00 	1532.00 	1570.00 	1600.00 	1674.00 	1646.00 	1777.00 	1757.00 	1777.00 	1821.00 	1881.00 	1917.00 	1951.00 	2003.00 	2037.70 	2260.00 	2333.00 	2437.00 	2521.00 	2482.00 	2407.00 	2356.00 	2343.00 	2308.00 	2212.00 	2197.00 	2196.00 	2215.00 	2171.00 	2023.00 	1895.00 	1899.00 	1916.00 	1865.00 	1816.00 	1767.00 	1695.00 	1650.00 	1642.00 	1726.00 	1652.00 	1592.00 	1548.00 
A2300F,M12,THS_HD,PL	: 	2035.20 	2125.70 	2166.90 	2214.10 	2152.90 	2129.90 	2134.10 	2247.80 	2299.08 	2346.10 	2446.14 	2529.43 	2584.75 	2696.92 	2677.28 	2636.96 	2754.81 	2730.45 	2816.14 	2934.62 	2929.65 	2982.40 	3215.10 	3360.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300F,M12,THS_HD,PT	: 	230.02 p	232.75 	234.23 	235.47 	238.63 	238.91 	243.26 	233.83 	230.84 	236.56 	241.95 	243.24 	255.41 	264.82 	269.26 	270.37 	284.97 	296.71 	288.40 	299.06 	304.99 	328.99 	356.74 	372.00 	377.00 	376.00 	384.00 	379.00 	386.00 	381.00 	382.00 	380.00 	402.00 	401.00 	422.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300F,M12,THS_HD,RO	: 	1084.90 	1121.90 	1138.80 	1158.20 	1175.40 	1192.60 	1190.70 	1188.40 	1168.90 	1162.70 	1170.00 	1178.60 	1419.00 	1483.30 	1572.90 	1639.36 	1625.40 	1566.40 	: 	1627.40 	1619.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300F,M12,THS_HD,RS	: 	408.00 	417.00 	423.00 	423.00 	429.00 	426.00 	430.00 	437.00 	429.00 	455.00 	477.00 	482.00 	501.00 	542.00 	584.00 	607.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300F,M12,THS_HD,SE	: 	299.60 	304.40 	301.38 	313.05 	323.44 	326.12 	336.80 	344.19 	346.12 	345.53 	347.65 	348.56 	354.22 	365.58 	365.73 	384.69 	390.68 	401.12 	403.70 	403.40 	425.33 	425.80 	447.40 	471.10 	461.80 	478.00 	481.70 	503.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300F,M12,THS_HD,SI	: 	100.92 	99.21 	100.84 	102.71 	108.83 	107.84 	112.84 	107.84 	109.57 	111.02 	109.07 	109.47 	113.10 	113.45 	117.17 	112.51 	120.27 	134.01 	130.71 	139.98 	135.81 	140.24 	149.08 	146.50 	147.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300F,M12,THS_HD,SK	: 	120.07 	122.05 	125.85 	127.87 	129.86 	132.61 	139.26 	143.08 	144.88 	149.79 	154.11 	159.26 	162.50 	173.85 	180.21 	184.95 	198.58 	201.73 	214.47 	230.18 	230.38 	242.50 	250.97 	265.00 	300.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300F,M12,THS_HD,TR	: 	6111.49 	6017.29 	5911.45 	6311.50 	5938.15 e	5406.52 e	5509.36 e	5529.97 e	5563.14 e	5385.54 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300F,M12,THS_HD,UK	: 	: 	: 	1867.00 	1879.00 	1904.00 	1898.00 	1918.00 	1883.00 	1817.00 	1786.00 	1800.00 	1847.00 	1864.00 	1903.00 	1977.00 	2005.00 	2007.00 	2054.00 	2206.74 	2229.45 	2203.27 	2339.04 	2438.31 	2474.65 	2498.35 	2510.78 	2631.93 	2767.83 	2786.58 	2747.54 	2779.61 	2890.85 	2933.75 	2976.70 	3053.47 	3241.58 	3256.47 	3311.26 	3428.55 	3356.75 	3450.71 	3277.00 	3351.58 	3392.09 	3330.79 	3318.00 	3249.00 	3387.00 	3545.00 	3482.00 	3347.00 	3337.00 	3309.00 	3358.00 	3301.00 	3251.00 	3271.00 	3260.00 	3368.00 	3410.00 	3364.00 	3283.00 	3175.00 
A2300F,M12,THS_HD,XK	: 	132.08 	133.92 	131.94 	132.97 	132.97 	136.78 	135.80 	134.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300G,M05_M06,THS_HD,AT	160.58 	183.60 	193.20 	200.90 	202.44 	214.86 	218.29 	222.27 	235.75 	244.90 	253.39 	260.02 	264.23 	266.69 	270.11 	270.91 	270.41 	265.37 	261.53 	243.10 	244.95 	257.73 	189.82 	179.93 	167.35 	213.46 	219.58 	177.64 	71.22 	65.04 	54.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300G,M05_M06,THS_HD,BE	: 	398.50 	409.10 	424.56 	435.45 	448.95 	469.13 	463.42 	449.11 	497.53 	525.24 	521.33 	527.83 	532.53 	534.41 	544.52 	538.22 	537.43 	522.32 	516.68 	537.73 	586.99 	561.63 	559.52 	541.26 	518.00 	497.05 	502.53 	493.97 	506.46 	389.00 	374.99 	317.31 	275.11 	245.40 	224.20 	197.21 	173.00 	160.57 	149.92 	139.96 	141.62 	137.24 	130.57 	108.11 	91.00 	80.00 	75.00 	74.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300G,M05_M06,THS_HD,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.83 	: 	16.20 	10.00 	15.60 	14.30 	: 	: 	2.00 	2.00 	2.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300G,M05_M06,THS_HD,CH	: 	136.57 	134.88 p	131.63 	131.70 	126.11 	123.01 	120.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300G,M05_M06,THS_HD,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	160.51 	152.64 	154.95 	125.70 	138.30 	128.00 	108.00 	102.00 	71.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300G,M05_M06,THS_HD,DE	612.41 	625.53 	640.10 	652.63 	663.24 	670.32 	684.96 	682.01 	669.80 	672.60 	673.32 	699.32 	716.90 	735.53 	744.45 	740.57 	744.35 	746.80 	751.33 	774.12 	797.54 	859.01 	829.88 	795.22 	740.32 	706.67 	680.44 	663.06 	589.48 	539.00 	396.03 	391.12 b	244.08 	206.91 	174.79 	187.10 	166.49 	149.63 	175.00 	132.93 	132.95 	153.72 	166.97 	154.13 	153.00 	131.00 	140.00 	144.00 	147.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300G,M05_M06,THS_HD,DK	77.00 	82.00 	86.00 	87.00 	91.00 	95.00 	97.00 	99.00 	101.00 	102.00 	106.00 	110.00 	112.00 	116.00 	109.00 	110.00 	97.00 	98.00 	108.00 	112.00 	120.00 	130.00 	124.00 	122.00 	122.00 	125.00 	124.00 	122.00 	118.00 	124.00 	112.00 	101.00 	87.00 	72.00 	68.00 	60.00 	56.00 	54.00 	59.00 	58.00 	60.00 	66.00 	65.00 	73.00 	75.00 	82.00 	86.00 	90.00 	84.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300G,M05_M06,THS_HD,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	131.00 	118.00 	114.00 	99.00 	100.00 	100.00 	108.00 	127.00 	118.70 	119.49 	136.68 	125.00 	127.00 	141.37 	145.02 	147.69 	147.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300G,M05_M06,THS_HD,ES	: 	2159.43 	2116.67 p	2038.87 	2040.11 	2006.86 	1973.30 	1824.72 	1840.25 	1772.05 	1802.50 	1882.22 	1992.29 	1944.68 	2053.24 	1986.05 	1905.00 	1894.40 	1965.00 	2054.44 	1927.05 	1923.00 	1804.76 	1724.00 	1766.00 	1574.00 	1633.00 	1661.00 	1413.53 	1333.58 	1238.87 	1184.02 	1080.33 	1038.98 	941.75 	857.03 	792.08 	771.78 	769.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300G,M05_M06,THS_HD,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11990.82 	11765.61 	11661.65 	11526.15 	10988.32 	10533.38 	10002.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300G,M05_M06,THS_HD,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	48.22 	43.28 	38.91 	34.60 	30.83 	27.41 	28.10 	27.20 	27.80 	29.60 	30.60 	32.40 	31.10 	29.10 	32.60 	33.10 	27.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300G,M05_M06,THS_HD,FR	: 	3984.08 	4039.26 	4075.12 	4140.77 	4259.27 	4262.59 	4202.80 	4144.30 	4137.10 	4169.90 	4271.70 	4284.40 	4275.40 	4305.10 	4150.30 	4079.16 	4045.07 	4070.36 	4153.88 	4190.86 	4292.72 	4239.01 	4173.00 	4135.00 	4209.00 	4166.00 	4122.00 	4083.20 	3847.00 	3912.00 	3816.00 	3708.00 	3600.00 	3258.50 	3273.10 	3341.50 	3225.80 	3062.00 	2914.10 	2959.00 	3010.00 	2958.70 	2831.40 	2750.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300G,M05_M06,THS_HD,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	55.00 	52.00 	43.00 	37.00 	29.00 	29.00 	24.00 	95.00 	23.00 	25.00 	28.00 	: 	27.00 	28.00 	38.00 	51.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300G,M05_M06,THS_HD,IE	: 	940.31 	983.28 	999.73 	1047.89 	1080.95 	1103.67 	1075.85 	1129.04 	1150.27 	1148.61 	1123.28 	1136.69 	1203.74 	1220.12 	1207.10 	1182.45 	1128.73 	1207.10 	1187.32 	1154.24 	1196.80 	1187.00 	1217.30 	1247.90 	1201.90 	1112.70 	1039.10 	1011.00 	979.70 	889.10 	817.30 	731.30 	654.50 	569.10 	533.20 	507.00 	499.20 	478.50 	470.70 	465.30 	455.80 	448.20 	483.80 	502.20 	541.00 	547.00 	637.00 	732.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300G,M05_M06,THS_HD,IS	: 	3.55 	3.51 	2.87 	: 	2.30 	2.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300G,M05_M06,THS_HD,IT	309.34 	308.80 	285.84 	269.50 	287.64 	279.62 	297.02 	314.03 	329.39 	391.89 	367.09 	388.45 	397.01 	446.22 	466.26 	450.23 	446.91 	478.85 	431.00 	449.00 	588.00 	625.00 	588.00 	571.00 	592.00 	631.00 	653.00 	716.00 	719.00 	705.00 	667.40 	637.00 	510.80 	470.80 	419.10 	419.00 	417.90 	419.60 	423.00 	768.00 	770.50 	757.20 	756.30 	756.50 	754.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300G,M05_M06,THS_HD,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.40 	: 	: 	: 	7.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300G,M05_M06,THS_HD,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	32.85 	36.71 	32.89 	31.62 	31.13 	31.13 	31.11 	32.13 	33.11 	32.55 	32.10 	30.71 	30.87 	31.89 	30.71 	28.87 	27.33 	25.65 	25.29 	22.00 	19.52 	17.93 	17.11 	15.96 	14.98 	14.89 	14.32 	13.10 	12.72 	11.97 	10.61 	8.00 	6.00 	5.00 	5.00 	5.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300G,M05_M06,THS_HD,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.60 	: 	2.20 	2.70 	3.20 	3.80 	2.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300G,M05_M06,THS_HD,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2300G,M05_M06,THS_HD,NL	52.50 	55.75 	58.31 	62.50 	63.11 	59.12 	68.03 	80.44 	82.00 	84.00 	99.00 	105.00 	80.00 	80.00 	: 	: 	92.00 	89.00 	86.00 	83.52 	91.00 	101.00 	96.00 	90.00 	87.00 	92.00 	92.00 	91.00 	93.00 	99.00 	85.25 	80.61 	56.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
