animals,month,unit,geo\time	2022 	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 	1959 
A2010,M12,THS_HD,ME	: 	: 	: 	15.30 p	14.80 p	16.00 p	16.00 p	19.00 	20.00 	17.00 	16.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M12,THS_HD,MK	: 	49.00 	57.00 	63.00 	70.00 	69.00 	66.00 	71.00 	64.00 	62.00 	68.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M12,THS_HD,MT	: 	4.28 	4.37 	4.00 	4.25 	4.18 	3.88 	4.17 	4.48 	4.30 	4.84 	4.47 	4.37 	4.21 	4.43 	5.32 	5.36 	5.63 	5.47 	4.91 	5.00 	5.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M12,THS_HD,NL	: 	1519.00 	1510.00 	1528.00 	1510.00 	1594.00 	1666.00 	1707.00 	1676.00 	1653.00 	1623.00 	1581.00 	1577.00 	1583.00 	1586.00 	1505.00 	1424.00 	1416.00 	1395.00 	1321.90 	1324.00 	1357.00 	1391.00 	1469.00 	1426.00 	1453.00 	1462.00 	1530.00 	1568.00 	1571.00 	1662.00 	1639.00 	1695.00 	1635.00 	1570.00 	1449.30 	1578.00 	1556.00 	1607.00 	1646.00 	1527.00 	1428.00 	1473.00 	1481.00 	1415.00 	1370.00 	1365.00 	1328.00 	1408.00 	1502.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M12,THS_HD,PL	: 	1801.90 	1734.60 	1747.60 	1709.40 	1713.10 	1717.80 	1616.90 	1450.00 	1408.63 	1387.95 	1361.63 	1386.58 	1419.16 	1385.35 	1344.44 	1257.66 	1308.43 	1205.20 	1222.24 	1226.03 	1278.18 	1355.20 	1416.70 	1543.50 	2031.90 	2164.20 	2156.90 	2023.70 	2024.60 	2050.30 	2136.40 	2380.30 	2927.60 	3070.00 	3043.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M12,THS_HD,PT	: 	527.63 p	525.57 	531.15 	497.06 	514.71 	499.22 	509.84 	487.29 	425.23 	450.90 	462.17 	437.11 	376.71 	406.02 	423.02 	402.67 	421.18 	430.28 	417.43 	408.99 	401.84 	385.93 	392.07 	378.00 	373.00 	357.00 	372.00 	383.00 	385.00 	398.00 	426.00 	416.00 	402.00 	409.00 	408.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M12,THS_HD,RO	: 	342.70 	368.80 	400.30 	417.80 	432.40 	446.90 	474.70 	462.80 	454.10 	457.80 	451.80 	420.30 	592.20 	665.80 	714.30 	741.02 	709.20 	711.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M12,THS_HD,RS	: 	246.00 	260.00 	264.00 	264.00 	281.00 	271.00 	297.00 	294.00 	293.00 	256.00 	288.00 	295.00 	313.00 	343.00 	320.00 	317.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M12,THS_HD,SE	: 	460.14 	464.43 	453.13 	467.52 	473.75 	467.90 	467.19 	473.42 	469.07 	475.47 	479.91 	480.43 	479.35 	493.20 	494.88 	495.37 	494.32 	509.28 	509.90 	513.50 	508.38 	502.30 	527.30 	525.70 	554.60 	542.20 	583.10 	607.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M12,THS_HD,SI	: 	156.59 	153.12 	151.02 	153.20 	153.23 	155.05 	152.52 	147.64 	143.85 	146.56 	146.20 	146.77 	147.34 	145.38 	149.42 	136.62 	135.50 	136.69 	130.90 	138.78 	136.99 	145.73 	160.89 	153.00 	142.00 	162.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M12,THS_HD,SK	: 	124.63 	126.14 	122.26 	123.34 	124.77 	130.48 	130.16 	129.77 	132.52 	135.75 	133.26 	131.93 	136.65 	143.46 	146.18 	150.66 	155.07 	160.98 	185.56 	165.65 	172.55 	176.43 	180.31 	196.00 	231.00 	281.00 	302.00 	: 	304.00 	364.00 	450.00 	511.00 	538.00 	532.00 	518.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M12,THS_HD,TR	: 	4554.32 	4617.82 	4671.50 	4489.69 e	4290.84 e	3539.24 e	3444.67 	3485.41 	3591.38 	3418.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M12,THS_HD,UK	: 	: 	: 	2860.00 	2869.00 	2956.00 	2952.00 	2967.00 	2842.00 	2803.00 	2921.00 	2857.00 	2861.00 	2813.00 	2840.00 	2844.00 	2938.00 	3034.00 	3186.00 	2885.27 	2820.00 	2671.61 	2937.80 	3029.92 	3069.19 	3216.28 	3246.16 	3305.53 	3375.03 	3300.74 	3284.59 	3336.16 	3408.35 	3422.82 	3446.96 	3343.53 	3583.57 	3609.83 	3709.72 	3685.52 	3712.38 	3605.62 	3574.00 	3620.79 	3569.06 	3578.19 	3751.00 	3692.00 	4145.00 	4262.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M12,THS_HD,XK	: 	83.24 	84.15 	83.13 	84.48 	84.48 	83.57 	81.34 	83.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,AT	38.85 	147.81 	145.05 	146.22 	147.85 	152.06 	148.08 	152.42 	151.45 	149.35 	152.43 	154.08 	160.03 	142.26 	117.11 	99.93 	78.10 	56.30 	59.11 	56.53 	72.27 	74.97 	55.59 	45.95 	47.86 	60.54 	58.25 	59.40 	76.03 	80.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,BE	: 	168.04 	166.95 	161.01 	163.46 	160.61 	183.86 	176.48 	166.73 	163.84 	167.10 	170.44 	158.63 	147.19 	153.22 	156.89 	166.18 	156.89 	153.09 	154.53 	159.81 	162.03 	163.84 	170.51 	169.94 	170.30 	177.33 	170.82 	169.92 	146.18 	143.00 	140.86 	136.50 	135.91 	133.07 	132.26 	112.47 	130.50 	106.81 	100.83 	98.68 	93.77 	102.16 	98.62 	96.30 	89.00 	95.00 	86.00 	87.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	75.12 	: 	76.80 	91.90 	92.10 	96.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,CH	: 	247.88 	242.75 p	246.09 	246.25 	243.45 	239.91 	242.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	65.69 	60.91 	66.03 	56.10 	58.10 	57.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,DE	189.08 	200.65 	198.51 	199.25 	207.21 	212.23 	202.85 	203.18 	202.05 	212.98 	217.52 	202.41 	195.63 	196.37 	117.12 	118.11 	121.27 	106.11 	128.54 	134.80 	162.18 	145.97 	128.93 	136.63 	158.05 	201.13 	164.34 	153.30 	159.98 	158.83 	175.06 	240.40 b	161.90 	161.19 	194.12 	237.80 	222.37 	219.56 	241.00 	209.74 	206.92 	215.30 	222.70 	216.70 	214.40 	216.50 	220.50 	233.10 	256.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,DK	232.00 	239.00 	248.00 	251.00 	268.00 	259.00 	260.00 	250.00 	251.00 	252.00 	263.00 	276.00 	274.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	5.00 	9.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38.00 	58.00 	60.00 	60.00 	53.00 	88.00 	103.00 	91.00 	111.29 	129.85 	131.13 	125.00 	125.00 	136.78 	139.79 	148.72 	162.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,ES	: 	1913.63 	1776.96 p	1816.74 	1824.73 	1785.70 	1714.42 	1459.91 	1428.00 	1305.72 	1324.75 	1257.11 	1295.86 	1161.86 	1502.90 	1497.52 	1302.00 	1468.75 	1514.00 	1475.67 	1497.51 	1276.00 	1297.33 	1484.00 	1437.00 	1288.00 	1257.00 	1208.00 	1109.24 	1013.01 	1093.46 	931.86 	702.29 	740.78 	678.77 	713.18 	677.92 	567.40 	575.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3960.63 	3843.98 	3791.57 	3747.77 	3954.94 	4062.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.90 	3.97 	4.00 	2.60 	3.50 	9.00 	6.50 	6.70 	7.00 	7.20 	7.10 	8.00 	11.00 	6.00 	5.00 	256.80 	271.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,FR	: 	536.91 	509.40 	465.41 	440.07 	587.24 	611.90 	606.10 	599.70 	604.60 	617.70 	644.60 	650.70 	630.20 	681.50 	603.10 	612.50 	631.16 	616.68 	678.33 	718.60 	650.82 	670.63 	664.00 	685.00 	704.00 	728.00 	736.00 	921.00 	843.00 	985.00 	891.00 	1017.00 	1095.00 	633.00 	872.00 	944.10 	887.20 	936.80 	895.60 	1012.30 	989.00 	1039.60 	1111.00 	969.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	66.00 	63.00 	67.00 	67.00 	78.00 	78.00 	68.00 	75.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,IE	: 	28.89 	28.50 	28.70 	33.00 	19.40 	13.10 	7.80 	7.40 	8.30 	5.80 	4.60 	7.50 	6.30 	2.20 	0.00 	0.10 	0.90 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,IS	: 	0.00 	0.00 	0.00 	: 	0.00 d	0.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,IT	1021.01 	1028.51 	1034.52 	1025.07 	1021.47 	1020.53 	1016.83 	496.28 	496.34 	495.46 	380.93 	471.18 	521.74 	495.57 	514.84 	520.55 	504.06 	495.55 	479.00 	466.00 	410.00 	386.00 	408.00 	420.00 	410.00 	336.00 	342.00 	330.00 	370.00 	420.00 	380.10 	281.20 	347.40 	499.50 	557.40 	568.00 	576.20 	584.90 	597.40 	472.90 	470.40 	456.70 	456.20 	492.70 	497.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	118.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.66 	3.82 	4.07 	2.44 	4.47 	4.47 	3.86 	5.04 	5.24 	4.32 	4.55 	3.58 	3.93 	1.88 	1.82 	1.80 	1.59 	1.49 	1.84 	1.40 	1.50 	1.52 	1.75 	2.09 	1.64 	1.74 	1.80 	1.50 	2.01 	1.90 	1.61 	3.00 	3.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	67.30 	: 	36.70 	43.80 	42.30 	52.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,NL	1054.19 	1031.38 	1078.23 	1083.00 	1077.02 	1045.31 	955.87 	984.44 	921.00 	1003.00 	993.00 	985.00 	1018.00 	983.00 	996.00 	960.00 	940.00 	925.00 	858.00 	823.00 	779.00 	865.00 	904.00 	910.00 	867.00 	889.00 	881.00 	914.00 	980.00 	952.00 	935.00 	963.00 	911.00 	885.00 	875.00 	946.00 	892.00 	828.00 	808.00 	660.00 	721.00 	698.00 	725.00 	714.00 	692.00 	617.00 	591.00 	586.00 	550.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,PL	: 	102.00 	101.00 	107.00 	99.00 	132.00 	220.00 	168.26 	470.31 	323.96 	174.36 	99.56 	115.28 	93.78 	95.20 	127.39 	106.56 	149.93 	128.53 	153.29 	104.70 	171.73 	243.90 	271.80 	235.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,PT	: 	116.25 	120.95 	117.74 	125.06 	127.38 	118.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	64.80 	64.80 	64.70 	62.64 	58.32 	53.00 	52.00 	54.00 	44.00 	46.00 	41.96 	67.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,RO	: 	110.00 	134.00 	130.00 	126.50 	121.60 	140.60 	140.20 	144.50 	147.50 	145.80 	159.50 	187.70 	193.40 	242.60 	278.20 	290.78 	273.10 	265.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,SE	: 	22.05 	22.62 	24.13 	25.51 	27.93 	30.85 	32.18 	23.65 	23.43 	24.11 	23.79 	24.02 	24.45 	24.61 	24.83 	24.83 	25.67 	25.70 	25.66 	25.04 	31.10 	26.90 	26.60 	22.00 	28.00 	23.50 	23.90 	27.00 	26.00 	25.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.43 	17.65 	19.47 	21.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	78.00 	94.00 	111.00 	105.00 	100.00 	104.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,TR	668.09 	881.98 	906.60 	902.06 	25.77 e	21.61 e	20.08 e	20.79 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M05_M06,THS_HD,UK	: 	: 	13.00 	13.00 	13.00 	14.00 	14.00 	13.00 	13.00 	14.00 	14.00 	14.00 	12.00 	14.00 	11.00 	11.00 	61.19 	54.45 	39.54 	41.18 	37.97 	43.11 	33.16 	38.07 	44.30 	26.29 	16.56 	15.90 	17.65 	18.12 	21.42 	23.21 	22.13 	20.83 	26.66 	30.49 	32.69 	33.77 	39.34 	38.62 	33.07 	27.58 	37.81 	32.96 	33.73 	31.03 	35.00 	50.00 	59.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M12,THS_HD,AL	: 	6.86 	8.50 	11.45 	14.34 	14.49 	11.55 p	11.75 e	11.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M12,THS_HD,AT	: 	154.13 	151.00 	152.12 	154.93 	157.25 	160.84 	159.51 	161.06 	162.85 	164.80 	164.77 	170.27 	151.70 	126.90 	105.33 	84.07 	61.04 	62.84 	57.67 	58.56 	68.08 	68.05 	45.54 	52.36 	59.07 	72.80 	64.56 	83.66 	70.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M12,THS_HD,BA	: 	: 	36.00 e	32.00 e	33.00 	35.00 e	36.00 e	37.00 e	36.00 e	37.00 e	35.00 e	27.00 e	30.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M12,THS_HD,BE	: 	173.20 	171.48 	171.46 	170.36 	161.13 	167.70 	183.12 	178.62 	165.12 	166.26 	166.01 	170.85 	170.12 	161.23 	166.90 	160.56 	176.11 	155.81 	162.64 	169.08 	180.22 	179.75 	162.47 	162.70 	164.50 	165.10 	163.27 	170.03 	158.98 	148.89 	141.68 	150.38 	130.83 	126.61 	131.57 	127.48 	111.42 	117.07 	109.00 	97.78 	97.98 	97.29 	92.90 	94.60 	92.01 	88.00 	92.00 	89.00 	103.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M12,THS_HD,BG	: 	23.93 	33.10 	19.69 	24.98 	23.09 p	26.77 	33.52 	47.74 	88.84 	48.91 	66.52 	57.16 	59.32 	65.61 	69.99 	77.26 	73.86 	85.91 	84.20 	107.90 	105.00 	96.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M12,THS_HD,CH	: 	248.01 	253.32 	246.25 	251.70 	248.88 	252.85 	248.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M12,THS_HD,CY	: 	10.16 	10.92 	10.19 	10.48 	10.37 	9.83 	9.11 	10.49 	9.48 	9.34 	9.54 	9.44 	8.84 	7.31 	8.56 	8.24 	10.04 	9.64 	9.84 	9.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M12,THS_HD,CZ	: 	1.33 	1.96 	0.55 	0.96 	0.43 	1.72 	3.95 	4.46 	8.73 	9.01 	17.34 	25.08 	61.71 	59.73 	58.44 	63.30 	54.60 	50.20 	63.00 	56.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010B,M12,THS_HD,DE	: 	204.72 	207.71 	210.76 	208.78 	216.64 	224.27 	213.96 	213.08 	214.60 	230.03 	221.13 	210.96 	203.75 	129.97 	111.86 	116.60 	113.51 	124.94 	122.00 	127.48 	104.32 	126.96 	142.36 	133.62 	177.45 	239.20 	180.35 	165.90 	172.35 	186.08 	146.33 b	175.17 	153.07 	167.87 	205.50 	227.30 	222.71 	240.69 	214.01 	203.80 	200.25 	208.84 	227.30 	344.40 	221.70 	232.70 	222.40 	246.10 	718.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
