animals,unit,geo,year,population
"Live horses, asses, mules and hinnies",Thousand heads (animals),Netherlands,1972,70.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Poland,1972,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Portugal,1972,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Romania,1972,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovenia,1972,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovakia,1972,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),United Kingdom,1972,185.00 
Live horses,Thousand heads (animals),Belgium,1972,58.00 
Live horses,Thousand heads (animals),Germany (until 1990 former territory of the FRG),1972,: 
Live horses,Thousand heads (animals),Denmark,1972,48.00 
Live horses,Thousand heads (animals),Greece,1972,194.00 
Live horses,Thousand heads (animals),Spain,1972,: 
Live horses,Thousand heads (animals),European Community - 12 countries (1986-1994),1972,: 
Live horses,Thousand heads (animals),France,1972,391.82 
Live horses,Thousand heads (animals),Ireland,1972,112.00 
Live horses,Thousand heads (animals),Italy,1972,257.00 
Live horses,Thousand heads (animals),Luxembourg,1972,2.00 
Live horses,Thousand heads (animals),Netherlands,1972,70.00 
Live horses,Thousand heads (animals),Portugal,1972,: 
Live horses,Thousand heads (animals),United Kingdom,1972,185.00 
"Live asses, mules and hinnies",Thousand heads (animals),Belgium,1972,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1972,: 
"Live asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1972,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Denmark,1972,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Greece,1972,487.00 
"Live asses, mules and hinnies",Thousand heads (animals),Spain,1972,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1972,948.76 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1972,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1972,461.76 
"Live asses, mules and hinnies",Thousand heads (animals),France,1972,54.76 
"Live asses, mules and hinnies",Thousand heads (animals),Ireland,1972,44.00 
"Live asses, mules and hinnies",Thousand heads (animals),Italy,1972,363.00 
"Live asses, mules and hinnies",Thousand heads (animals),Luxembourg,1972,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Netherlands,1972,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Portugal,1972,: 
"Live asses, mules and hinnies",Thousand heads (animals),United Kingdom,1972,0.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Albania,1971,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Belgium,1971,60.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Bulgaria,1971,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Czechia,1971,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1971,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1971,265.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Denmark,1971,47.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Greece,1971,730.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Spain,1971,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1971,2650.83 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1971,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1971,1920.83 
"Live horses, asses, mules and hinnies",Thousand heads (animals),France,1971,466.83 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Croatia,1971,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Hungary,1971,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Ireland,1971,162.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Italy,1971,655.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Lithuania,1971,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Luxembourg,1971,2.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Latvia,1971,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),North Macedonia,1971,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Netherlands,1971,73.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Poland,1971,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Portugal,1971,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Romania,1971,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovenia,1971,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovakia,1971,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),United Kingdom,1971,190.00 
Live horses,Thousand heads (animals),Belgium,1971,60.00 
Live horses,Thousand heads (animals),Germany (until 1990 former territory of the FRG),1971,: 
Live horses,Thousand heads (animals),Denmark,1971,47.00 
Live horses,Thousand heads (animals),Greece,1971,216.00 
Live horses,Thousand heads (animals),Spain,1971,: 
Live horses,Thousand heads (animals),European Community - 12 countries (1986-1994),1971,: 
Live horses,Thousand heads (animals),France,1971,409.64 
Live horses,Thousand heads (animals),Ireland,1971,117.00 
Live horses,Thousand heads (animals),Italy,1971,255.00 
Live horses,Thousand heads (animals),Luxembourg,1971,2.00 
Live horses,Thousand heads (animals),Netherlands,1971,73.00 
Live horses,Thousand heads (animals),Portugal,1971,: 
Live horses,Thousand heads (animals),United Kingdom,1971,190.00 
"Live asses, mules and hinnies",Thousand heads (animals),Belgium,1971,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1971,: 
"Live asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1971,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Denmark,1971,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Greece,1971,514.00 
"Live asses, mules and hinnies",Thousand heads (animals),Spain,1971,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1971,1016.19 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1971,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1971,502.19 
"Live asses, mules and hinnies",Thousand heads (animals),France,1971,57.19 
"Live asses, mules and hinnies",Thousand heads (animals),Ireland,1971,45.00 
"Live asses, mules and hinnies",Thousand heads (animals),Italy,1971,400.00 
"Live asses, mules and hinnies",Thousand heads (animals),Luxembourg,1971,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Netherlands,1971,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Portugal,1971,: 
"Live asses, mules and hinnies",Thousand heads (animals),United Kingdom,1971,0.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Albania,1970,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Belgium,1970,67.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Bulgaria,1970,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Czechia,1970,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1970,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1970,253.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Denmark,1970,45.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Greece,1970,768.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Spain,1970,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1970,2809.59 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1970,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1970,2041.59 
"Live horses, asses, mules and hinnies",Thousand heads (animals),France,1970,513.59 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Croatia,1970,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Hungary,1970,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Ireland,1970,171.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Italy,1970,708.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Lithuania,1970,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Luxembourg,1970,2.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Latvia,1970,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),North Macedonia,1970,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Netherlands,1970,86.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Poland,1970,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Portugal,1970,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Romania,1970,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovenia,1970,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovakia,1970,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),United Kingdom,1970,196.00 
Live horses,Thousand heads (animals),Belgium,1970,67.00 
Live horses,Thousand heads (animals),Germany (until 1990 former territory of the FRG),1970,: 
Live horses,Thousand heads (animals),Denmark,1970,45.00 
Live horses,Thousand heads (animals),Greece,1970,232.00 
Live horses,Thousand heads (animals),Spain,1970,: 
Live horses,Thousand heads (animals),European Community - 12 countries (1986-1994),1970,: 
Live horses,Thousand heads (animals),France,1970,453.40 
Live horses,Thousand heads (animals),Ireland,1970,124.00 
Live horses,Thousand heads (animals),Italy,1970,271.00 
Live horses,Thousand heads (animals),Luxembourg,1970,2.00 
Live horses,Thousand heads (animals),Netherlands,1970,86.00 
Live horses,Thousand heads (animals),Portugal,1970,: 
Live horses,Thousand heads (animals),United Kingdom,1970,196.00 
"Live asses, mules and hinnies",Thousand heads (animals),Belgium,1970,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1970,: 
"Live asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1970,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Denmark,1970,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Greece,1970,536.00 
"Live asses, mules and hinnies",Thousand heads (animals),Spain,1970,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1970,1080.19 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1970,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1970,544.19 
"Live asses, mules and hinnies",Thousand heads (animals),France,1970,60.19 
"Live asses, mules and hinnies",Thousand heads (animals),Ireland,1970,47.00 
"Live asses, mules and hinnies",Thousand heads (animals),Italy,1970,437.00 
"Live asses, mules and hinnies",Thousand heads (animals),Luxembourg,1970,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Netherlands,1970,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Portugal,1970,: 
"Live asses, mules and hinnies",Thousand heads (animals),United Kingdom,1970,0.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Albania,1969,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Belgium,1969,76.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Bulgaria,1969,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Czechia,1969,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1969,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1969,254.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Denmark,1969,42.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Greece,1969,813.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Spain,1969,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1969,3171.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1969,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1969,2358.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),France,1969,763.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Croatia,1969,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Hungary,1969,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Ireland,1969,130.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Italy,1969,777.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Lithuania,1969,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Luxembourg,1969,2.00 
