month,animals,unit,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 
M12,A4110KC,THS_HD,SK	: 	: 	163.46 	182.95 	191.04 	188.22 	193.61 e	194.11 	202.78 	193.19 	194.77 	191.56 	193.22 	183.64 	174.07 	175.29 	180.19 	176.38 	169.70 	172.53 	173.56 	177.74 	176.50 	159.00 	176.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,TR	14710.16 	15093.91 	13355.90 	12610.26 	17819.47 	15547.89 e	15766.00 e	15848.08 e	14601.27 e	12841.03 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,UK	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KC,THS_HD,XK	: 	134.29 	125.22 	120.60 	120.53 	123.27 	128.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,AL	340.42 	357.99 	472.26 	467.32 	481.38 	285.60 p	283.40 e	477.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	: 	122.38 	108.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,BA	: 	444.00 e	434.00 e	441.00 e	452.00 e	455.00 e	467.00 e	471.00 e	483.00 e	473.00 e	517.00 e	522.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,BE	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	72.00 	74.48 	80.00 	80.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,BG	159.47 	140.02 	131.48 	131.72 	104.32 	102.66 	92.45 	79.97 	89.30 	85.65 	76.24 	81.01 	63.97 	94.17 	110.62 	103.20 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,CY	: 	15.14 	13.56 	13.54 	15.00 	12.12 	13.80 	15.02 	21.53 	26.78 	33.72 	34.21 	32.63 	19.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	55.43 	60.48 	58.10 	52.48 	52.23 	62.00 	46.00 	39.00 	: 	43.00 	63.00 	63.00 	68.00 	88.00 	97.00 	124.00 	146.00 	194.00 	272.00 	339.00 	339.00 	318.00 	320.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,DE	1054.00 	1047.00 	1066.30 	1085.40 	1097.07 	1089.38 	1099.21 	1115.49 	1106.84 	1158.49 	1165.89 	1308.90 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,EL	120.00 	276.00 	304.00 	155.00 	249.00 	343.00 	227.00 	297.00 	284.00 	294.00 	359.00 	417.00 	239.00 	450.00 	362.00 	382.41 	333.06 	672.00 	698.00 	642.00 	269.00 	80.00 	935.00 	344.00 	244.00 	124.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,ES	8546.05 p	8726.60 p	8708.66 	8957.17 p	9087.88 	9089.98 	8937.94 	8817.95 	9364.40 	9615.37 	10546.23 	11111.09 	12047.89 	12351.89 	13772.99 	13705.69 	14095.27 	14108.00 	14825.82 	14810.95 	14784.23 	15224.64 	15118.00 	14671.00 	14645.00 	14440.00 	13271.00 	14517.00 	14586.00 	14847.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	57.61 	: 	58.70 	53.52 	50.30 	48.40 	48.50 	45.70 	49.60 	49.80 	61.20 	67.20 	77.20 	79.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,FR	3577.30 p	3602.80 b	3668.00 	3796.00 	3638.00 d	3779.00 d	3798.00 	3904.00 	3940.00 	4134.00 	4239.00 	4440.00 	4146.00 	4300.01 	4668.94 	4857.18 	5022.72 	5131.00 	5197.00 	5372.00 	5474.00 	5704.00 	5770.00 	5866.00 	5993.00 	6050.00 	6324.00 	6274.00 	6435.00 	6321.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,HR	425.00 	400.00 	380.00 	368.00 	358.00 	340.00 	347.00 	355.00 	341.00 	371.00 	347.00 	296.80 	259.50 	259.90 	: 	306.61 	251.76 	275.56 	217.41 	212.96 	199.68 	206.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,HU	701.60 	738.00 	771.00 	787.00 	798.00 	782.00 	835.00 	838.00 	851.00 	842.00 	840.00 	790.00 	942.00 	918.00 	909.00 	952.00 	955.00 	976.00 	883.00 	789.00 	774.00 	810.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,IE	2698.83 p	2642.54 	2570.87 	2608.10 	2723.32 	2405.19 	2412.34 	2430.21 	2472.83 	2500.90 	2450.76 	2350.41 	2369.39 	2527.34 	2662.87 	2931.50 	3208.60 	3469.01 	3677.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,IS	315.00 	344.00 	328.00 	344.00 	365.00 	375.00 	: 	: 	444.30 	444.30 	444.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,IT	1273.83 	1258.87 	1242.40 	1155.05 	1141.86 	1108.87 	1059.42 	1061.13 	1076.36 	994.96 	1654.08 	1672.67 	1592.77 	1667.29 	1648.00 	1630.41 	1181.00 	1450.97 	1431.30 	1427.00 	1644.66 	1663.00 	1648.00 	1475.00 	1328.00 	1800.00 	1842.00 	1639.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,LT	80.30 	80.80 	89.50 	93.60 	93.40 	96.10 	93.30 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.27 	5.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,LV	57.05 	57.71 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	40.45 	31.71 	26.08 	25.50 	22.80 	20.60 	16.80 	14.30 	: 	: 	17.90 	35.10 	35.70 	46.60 	57.40 	74.10 	99.70 	109.30 	99.40 	105.80 	105.80 	105.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,ME	: 	: 	23.20 p	25.10 p	24.00 p	29.00 p	28.00 	27.00 	25.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,MK	109.00 	120.00 	114.00 	114.00 	117.00 	123.00 	114.00 	165.00 	159.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,MT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,NL	592.00 	579.00 	621.00 	614.00 	556.00 	574.00 	579.00 	594.00 	567.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	101.73 	109.55 	102.62 	113.44 	127.73 	158.49 	142.65 	146.21 	156.67 	169.29 	193.78 	200.35 	212.00 	225.00 	251.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,PT	1363.14 p	1404.56 	1363.63 	1347.11 	1362.91 	1382.00 	1298.73 	1276.14 	1293.99 	1328.06 	1358.18 	1387.66 	1478.05 	1594.75 	1655.80 	1710.43 	1776.77 	1755.41 	1754.03 	1738.99 	1775.40 	1868.95 	1836.86 	1757.00 	1743.00 	1763.00 	1753.00 	1749.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,RO	1042.20 	1051.00 	1000.20 	885.50 	804.10 	818.10 	759.20 	768.50 	797.40 	793.00 	782.00 	696.90 	643.50 	646.50 	570.10 	0.00 	1139.90 	846.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,RS	1124.00 	1120.00 	1120.00 	1138.00 	1195.00 	1092.00 	1158.00 	1111.00 	1031.00 	1036.00 e	934.00 	966.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,SE	243.07 p	256.28 	253.53 	250.65 	282.49 	266.31 	0.00 	0.00 	0.00 	: 	0.00 	291.80 	241.70 	0.00 	: 	: 	: 	: 	: 	198.00 	208.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	89.81 	90.06 	86.81 	85.05 	86.20 	77.63 	68.02 	71.61 	61.81 	61.44 	42.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,SK	: 	: 	96.42 	100.96 	102.79 	108.12 	114.33 e	120.13 	118.85 	131.49 	120.62 	123.77 	114.49 	109.41 	102.23 	91.09 	88.67 	90.03 	93.71 	84.44 	83.08 	69.54 	65.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,TR	15478.75 	13080.39 	11574.23 	10928.06 	5614.55 	4898.82 e	4967.54 e	4993.40 e	4600.56 e	4045.94 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,UK	: 	: 	13841.00 	13898.00 	14659.00 	14680.00 	14614.00 	14617.00 	14337.00 	14278.00 	14208.00 	13860.00 	13842.00 	14013.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110KD,THS_HD,XK	: 	24.78 	20.03 	18.71 	16.28 	18.72 	20.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,AL	24.11 	25.37 	28.64 	30.36 	36.86 	258.35 p	217.60 e	0.00 n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,AT	162.28 	158.47 	161.74 	164.23 	159.61 	152.04 	136.28 	137.69 	139.58 	144.06 	135.59 	134.74 	129.49 	116.50 	122.38 	108.48 	108.40 	110.60 	110.77 	100.82 	113.26 	121.43 	122.98 	167.10 	185.98 	157.86 	151.25 	133.14 	131.00 	132.00 	136.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,BA	: 	438.00 e	440.00 e	436.00 e	422.00 e	423.00 e	428.00 e	432.00 e	418.00 e	400.00 e	381.00 e	369.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,BE	: 	: 	: 	: 	: 	20.01 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	51.78 	36.15 	35.02 	: 	: 	33.00 	33.42 	36.00 	34.18 	19.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,BG	146.77 	159.65 	150.44 	180.05 	166.23 	186.85 	165.68 	177.35 	110.11 	217.75 	217.08 	232.43 	222.16 	229.99 	234.18 	248.88 	205.75 	256.47 	223.10 	260.20 	199.80 	276.20 	579.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,CY	: 	92.19 	99.07 	90.21 	101.07 	93.04 	91.15 	87.77 	95.91 	105.50 	108.41 	101.58 	99.42 	84.78 	103.09 	90.98 	82.85 	84.83 	78.33 	85.77 	85.20 	54.00 	55.00 	60.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	140.10 	121.25 	123.72 	115.05 	109.84 	91.00 	68.00 	63.00 	40.00 	47.00 	21.00 	23.00 	26.00 	33.00 	37.00 	41.00 	50.00 	60.00 	71.00 	91.00 	91.00 	81.00 	84.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,DE	439.70 	423.90 	477.10 	471.20 	470.46 	472.49 	468.42 	474.25 	452.48 	470.68 	479.42 	490.80 	512.60 	546.80 	533.50 	551.00 	531.00 	543.00 	500.00 	553.00 	555.00 	555.00 	550.00 	640.00 	657.91 	629.39 	708.69 	644.00 	668.00 	695.00 	728.00 	1189.23 	2015.80 	1998.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.00 	22.00 	22.00 	12.00 	11.00 	23.00 	19.00 	22.00 	36.00 	34.00 	35.00 	28.00 	15.00 	16.00 	5.00 	2.00 	7.00 	21.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.50 	20.70 	16.70 	14.80 	11.20 	7.60 	9.00 	6.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,EL	1762.00 	1478.00 	1922.00 	1655.00 	1879.00 	2077.00 	2294.00 	2375.00 	2623.00 	2663.00 	2787.00 	2705.00 	2138.00 	2090.00 	2393.00 	2386.42 	2356.06 	2269.00 	2300.00 	2034.00 	2629.00 	2588.00 	2131.00 	2714.00 	3214.00 	3124.00 	3247.00 	3223.00 	3325.00 	3385.00 	3068.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,ES	4266.22 p	4357.82 p	4431.83 	4460.58 p	4448.76 	4466.70 	4439.65 	4150.60 	4170.93 	4011.66 	3965.89 	4298.17 	4361.73 	4536.01 	5363.65 	5497.86 	5758.46 	5552.00 	5231.17 	5639.67 	5805.54 	5570.15 	5584.00 	5981.00 	6910.00 	5765.00 	5560.00 	5415.00 	5717.00 	6270.00 	6614.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23221.77 	26137.97 	28231.00 	: 	: 	26060.44 	27065.39 	27208.19 	27940.28 	27774.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	36.54 	33.92 	32.86 	30.53 	21.70 	19.00 	18.90 	20.80 	24.30 	27.20 	34.80 	35.70 	33.60 	34.70 	20.00 	21.00 	13.20 	5.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,FR	1856.97 p	1873.80 b	1776.00 	1762.00 	1664.00 d	1802.00 d	1687.00 	1689.00 	1658.00 	1739.00 	1786.00 	1869.00 	1759.00 	1826.86 	2011.08 	2031.52 	2111.09 	2149.00 	2114.00 	2107.00 	2106.00 	2018.00 	2119.00 	2051.00 	2243.00 	2474.00 	2177.00 	2565.00 	2532.00 	2647.00 	2568.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,HR	142.00 	167.00 	171.00 	170.00 	119.00 	123.00 	120.00 	107.00 	119.00 	129.00 	45.00 	50.30 	31.30 	33.10 	: 	36.05 	38.68 	24.44 	26.79 	23.81 	22.38 	20.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,HU	166.60 	190.00 	279.00 	311.00 	336.00 	340.00 	341.00 	330.00 	340.00 	320.00 	262.00 	336.00 	255.00 	272.00 	255.00 	268.00 	323.00 	309.00 	340.00 	249.00 	287.00 	231.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4120,THS_HD,IE	1292.35 p	1234.68 	1238.50 	1190.38 	1258.50 	1033.04 	912.50 	894.69 	851.26 	929.43 	870.54 	771.55 	813.19 	895.61 	867.67 	894.80 	1048.40 	1087.68 	1173.10 	1097.60 	995.00 	1122.30 	1210.50 	1284.00 	1261.90 	1079.00 	1210.80 	1227.00 	1314.00 	1319.00 	1363.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
