month,animals,unit,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 
M12,A4100,THS_HD,CY	: 	326.33 	323.24 	310.99 	321.49 	304.19 	296.86 	292.98 	314.40 	346.84 	355.25 	328.22 	299.46 	268.82 	292.19 	272.19 	268.87 	278.98 	264.55 	274.36 	296.60 	227.00 	233.00 	240.00 	265.00 	252.00 	250.00 	255.00 	275.00 	285.00 	295.00 	310.00 	325.00 	300.00 	310.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,CZ	: 	: 	213.07 e	: 	: 	: 	218.49 e	: 	: 	: 	: 	: 	196.91 	183.08 	183.62 	168.91 	163.41 	155.00 	116.00 	103.00 	96.00 	90.00 	84.00 	86.00 	94.00 	121.00 	134.00 	165.00 	196.00 	254.00 	343.00 	430.00 	430.00 	399.00 	404.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,DE	1508.10 	1483.70 	1556.50 	1569.90 	1579.79 	1574.27 	1579.79 	1600.78 	1569.96 	1641.01 	1657.81 	1799.70 	1851.70 	1919.90 	1925.70 	2017.00 	2036.00 	2138.00 	2125.00 	2145.00 	2185.00 	2165.00 	2170.00 	2280.00 	2301.92 	2324.02 	2394.74 	2340.00 	2369.00 	2386.00 	2488.00 	1783.85 	1532.55 	1464.28 	1413.72 	1383.00 	1295.77 	1300.00 	1217.82 	1172.00 	1108.00 	1179.00 	1145.00 	1136.00 	1135.00 	1091.00 	1087.00 	1040.00 	1016.00 	908.00 	850.00 	843.00 	841.00 	830.00 	810.00 	812.00 	797.00 	841.00 	898.00 	981.00 	1011.00 	1037.00 
M12,A4100,THS_HD,DK	: 	: 	138.01 e	: 	: 	: 	144.95 e	: 	: 	: 	: 	: 	: 	90.00 	98.00 	98.00 	84.00 	88.00 	105.00 	92.00 	111.00 	116.00 	106.00 	108.00 	103.00 	92.00 	93.00 	79.00 	87.00 	102.00 	122.00 	111.00 	97.00 	86.00 	73.00 	70.00 	52.00 	40.00 	39.00 	37.00 	36.00 	56.00 	54.00 	56.00 	56.00 	59.00 	61.00 	59.00 	56.00 	52.00 	57.00 	70.00 	90.00 	110.00 	122.00 	112.00 	93.00 	71.00 	61.00 	52.00 	47.00 	44.00 
M12,A4100,THS_HD,EE	: 	: 	73.10 e	: 	: 	: 	85.90 e	: 	: 	: 	: 	: 	: 	62.40 	73.90 	58.10 	49.00 	41.50 	30.80 	29.90 	28.80 	29.00 	28.20 	28.70 	33.90 	37.60 	48.10 	60.00 	82.20 	123.10 	141.90 	138.90 	139.40 	134.30 	135.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,EL	7253.00 	7306.00 	8427.00 	8430.00 	8593.00 	8739.00 	8852.00 	9072.00 	9356.00 	9213.00 	9781.00 	9791.00 	8859.00 	8994.00 	8984.00 	8975.49 	8744.73 	9241.00 	9326.00 	8858.00 	9060.00 	9269.00 	8732.00 	8823.00 	9516.00 	9244.00 	9606.00 	9232.00 	10069.00 	10108.00 	9837.00 	10149.52 	10353.33 	10376.32 	10815.88 	11032.02 	9989.41 	10028.61 	9962.19 	9830.42 	8143.70 	8048.43 	8042.54 	8029.48 	8075.49 	8299.50 	8360.57 	8273.93 	8367.03 	7906.00 	7686.00 	7535.00 	7680.00 	7724.00 	7874.00 	7829.00 	7819.00 	8097.00 	8513.00 	8899.00 	8962.00 	9353.00 
M12,A4100,THS_HD,ES	15081.35 p	15439.22 p	15478.62 	15852.53 p	15963.11 	15962.89 	16026.37 	15431.83 	16118.59 	16339.37 	17002.72 	18551.64 	19718.20 	19952.28 	22194.26 	22451.63 	22513.97 	22736.00 	23485.95 	23813.17 	24300.66 	24399.65 	23965.00 	24190.00 	24827.00 	23937.00 	21301.00 	23018.00 	23836.00 	24574.00 	24608.00 	24021.74 	22729.89 	23057.48 	22988.19 	17878.70 	16934.41 	17035.65 	16755.00 	16456.00 	14678.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,EU15	: 	: 	70293.92 	: 	: 	: 	71541.01 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	86955.25 	87531.85 	90207.45 	96362.20 	98442.90 	98839.79 	96163.76 	94685.49 	97079.76 	98609.46 	99912.93 	99537.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,EU25	: 	: 	72928.76 	: 	: 	: 	74304.69 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	89278.48 	89880.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,EU27_2007	: 	: 	84568.44 	: 	: 	: 	85446.08 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	98318.88 	98702.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,EU27_2020	: 	: 	62470.44 	: 	63566.00 e	63385.00 e	62951.08 e	62396.00 e	63088.00 e	63237.00 e	65206.00 e	66891.00 e	67628.00 e	69107.00 e	72118.00 e	72380.00 e	72760.00 e	73874.00 e	74210.00 e	74011.27 	74808.35 	74816.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,EU28	: 	: 	85226.44 	: 	: 	: 	86054.08 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	98898.90 	99241.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,FI	: 	: 	144.88 e	: 	: 	: 	155.20 e	: 	: 	: 	: 	: 	: 	94.15 	90.30 	88.20 	84.05 	72.00 	67.40 	67.40 	66.50 	73.90 	77.00 	96.00 	102.90 	110.80 	114.50 	80.00 	79.00 	61.70 	61.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,FR	6994.63 p	6998.71 b	7105.00 	7166.00 	6877.00 d	7157.00 d	7057.00 	7168.00 	7193.00 	7453.00 	7621.00 	7955.00 	7528.00 	7715.21 	8284.51 	8494.18 	8759.85 	8898.00 	8947.00 	9127.00 	9232.00 	9324.00 	9509.00 	9553.00 	9823.00 	10125.00 	10075.00 	10320.00 	10452.00 	10380.00 	10639.00 	11071.00 	11208.00 	11495.00 	12105.00 	12315.00 	12001.00 	12676.00 	13035.00 	12926.00 	13525.00 	12846.00 	12969.00 	11642.00 	11415.00 	11046.00 	10803.00 	10568.00 	10274.00 	10442.00 	10080.00 	10065.00 	10037.00 	9794.00 	9510.00 	9186.00 	9056.00 	8821.00 	8626.00 	8945.00 	8929.00 	9063.00 
M12,A4100,THS_HD,HR	654.00 	662.00 	658.00 	636.00 	637.00 	619.00 	608.00 	605.00 	620.00 	679.00 	639.00 	630.00 	619.00 	643.40 	: 	679.84 	796.48 	721.58 	586.64 	580.02 	539.50 	528.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,HU	887.00 	944.00 	1061.00 	1109.00 	1146.00 	1141.00 	1190.00 	1185.00 	1214.00 	1185.00 	1120.00 	1181.00 	1223.00 	1236.00 	1232.00 	1298.00 	1405.00 	1397.00 	1296.00 	1103.00 	1136.00 	1129.00 	934.00 	909.00 	858.00 	872.00 	977.00 	947.00 	1253.00 	1752.00 	1808.00 	1865.00 	2069.00 	2216.00 	2336.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,IE	3991.18 p	3877.22 	3809.37 	3798.48 	3981.81 	3438.23 	3324.84 	3324.90 	3324.09 	3430.33 	3321.30 	3121.97 	3182.58 	3422.95 	3530.54 	3826.30 	4257.00 	4556.69 	4850.10 	4828.50 	4807.00 	5056.00 	5393.20 	5623.80 	5634.20 	5390.50 	5583.00 	5775.00 	5990.00 	6125.00 	5988.00 	5863.70 	5713.90 	4991.20 	4300.60 	3671.80 	3304.00 	3081.80 	2813.20 	2608.50 	2449.30 	2343.60 	2359.60 	2417.80 	2526.00 	2582.00 	2653.00 	2839.00 	2929.00 	2873.00 	2862.00 	2836.00 	2788.00 	2851.00 	2990.00 	3059.00 	3464.00 	3456.00 	3387.00 	3333.00 	3376.00 	3106.00 
M12,A4100,THS_HD,IS	385.00 	401.00 	416.00 	432.00 	458.00 	473.00 	: 	: 	473.50 	473.50 	475.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,IT	6728.35 	7034.16 	7000.88 	7179.15 	7215.40 	7284.87 	7148.53 	7166.02 	7181.83 	7015.73 	7942.64 	7900.02 	8012.59 	8175.16 	8237.00 	8227.18 	7954.00 	8106.00 	7951.64 	8138.00 	8311.38 	6809.00 	11017.00 	10894.00 	10890.00 	10920.00 	10668.00 	10681.00 	10461.00 	10439.00 	10435.00 	10847.60 	11568.60 	11622.90 	11456.50 	11450.90 	11293.30 	11293.30 	10745.00 	10493.00 	10659.00 	9277.00 	9110.00 	8973.30 	8694.00 	8445.00 	8152.00 	7995.00 	7809.00 	7770.00 	7846.00 	7948.00 	8138.00 	8206.00 	8285.00 	8212.00 	8000.00 	7866.00 	7762.00 	7857.00 	8065.00 	8231.00 
M12,A4100,THS_HD,LT	136.90 	140.60 	152.10 	164.30 	169.70 	163.60 	147.10 	123.90 	99.60 	82.80 	60.40 	58.50 	52.50 	47.50 	43.30 	36.60 	29.20 	22.10 	16.90 	13.60 	12.30 	11.50 	13.80 	15.80 	24.00 	28.20 	32.30 	40.00 	45.00 	51.70 	58.10 	56.50 	64.80 	75.00 	86.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,LU	: 	: 	8.68 e	: 	: 	: 	8.95 e	: 	: 	: 	: 	7.51 	8.85 	8.07 	8.17 	8.54 	8.78 	7.30 	7.44 	8.48 	7.33 	7.04 	7.22 	7.07 	6.51 	6.47 	7.00 	6.00 	7.00 	7.00 	6.00 	7.11 	6.61 	6.66 	6.53 	3.70 	3.72 	5.11 	3.53 	4.00 	4.00 	4.00 	5.00 	5.00 	4.00 	5.00 	5.00 	5.00 	6.00 	5.00 	5.00 	5.00 	5.00 	5.00 	4.00 	4.00 	3.00 	3.00 	3.00 	: 	: 	: 
M12,A4100,THS_HD,LV	90.34 	91.89 	99.82 	107.29 	112.21 	106.63 	102.28 	92.54 	84.85 	83.63 	79.66 	76.81 	70.66 	67.07 	53.92 	41.30 	41.60 	38.60 	39.20 	31.50 	29.00 	28.60 	27.00 	29.40 	40.70 	55.50 	72.10 	86.30 	114.00 	164.70 	183.70 	164.60 	159.10 	160.30 	165.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,ME	: 	: 	182.10 p	187.00 p	189.00 p	192.00 p	195.00 	204.00 	191.00 	207.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,MK	633.00 	631.00 	684.00 	727.00 	725.00 	723.00 	734.00 	740.00 	732.00 	732.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,MT	12.73 	13.15 	13.16 	13.17 	11.74 	11.52 	11.08 	10.53 	10.93 	11.70 	11.89 	12.38 	12.89 	12.84 	12.32 	11.99 	14.64 	14.13 	14.86 	12.25 	8.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,NL	729.00 	710.00 	758.00 	743.00 	1015.00 	1040.00 	1032.00 	1070.00 	1074.00 	1093.00 	1113.00 	1211.00 	1091.00 	1545.00 	1715.00 	1755.00 	1725.00 	1700.00 	1476.00 	1300.00 	1250.00 	1250.00 	1152.00 	1300.00 	1236.00 	1400.00 	1450.00 	1300.00 	1300.00 	1630.00 	1800.00 	1880.00 	1725.00 	1405.00 	1320.00 	1115.00 	985.00 	920.00 	875.00 	915.00 	815.00 	1000.00 	895.00 	841.00 	800.00 	780.00 	760.00 	749.00 	657.00 	592.00 	572.00 	575.00 	554.00 	552.00 	529.00 	558.00 	484.00 	443.00 	468.00 	482.00 	438.00 	456.00 
M12,A4100,THS_HD,PL	: 	: 	268.54 e	: 	: 	: 	221.19 e	: 	: 	218.51 	212.74 	213.65 	224.03 	269.63 	315.56 	301.40 	317.67 	310.76 	331.28 	332.19 	331.07 	337.00 	372.00 	422.00 	468.00 	506.00 	608.00 	766.00 	972.00 	1494.00 	2377.00 	3798.00 	4196.00 	4336.00 	4515.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,PT	2237.97 p	2303.72 	2219.78 	2207.79 	2224.69 	2248.52 	2042.61 	2032.62 	2073.65 	2091.70 	2169.90 	2226.26 	2367.88 	2558.25 	2703.13 	2839.30 	2903.00 	2868.45 	2774.76 	2812.28 	2841.77 	3215.26 	3583.67 	3590.00 	3432.00 	3486.00 	3482.00 	3475.00 	3345.00 	3359.00 	3381.00 	3359.00 	3347.00 	3187.00 	3035.00 	3000.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,RO	10049.90 	10281.50 	10358.70 	10176.40 	9981.80 	9875.50 	9809.50 	9518.20 	9135.60 	8833.80 	8533.40 	8417.40 	9141.50 	8881.60 	8469.20 	7678.21 	7608.40 	7425.30 	7447.00 	7312.00 	7251.00 	7657.00 	8121.00 	8409.00 	8938.00 	9663.00 	10381.00 	10897.00 	11499.00 	12079.00 	13879.00 	14062.00 	15435.00 	16210.00 	16839.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,RS	1695.00 	1685.00 	1642.00 	1712.00 	1704.00 	1665.00 	1789.00 	1748.00 	1616.00 	1635.00 e	1460.00 	1475.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,SE	348.77 p	367.74 	371.23 	366.52 	606.08 	578.17 	594.73 	588.76 	576.77 	610.53 	622.71 	564.92 	540.49 	520.88 	520.88 	505.47 	479.70 	456.00 	451.00 	427.00 	452.00 	432.00 	437.00 	421.00 	442.00 	469.00 	461.00 	483.00 	471.00 	447.00 	419.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,SI	: 	: 	110.26 e	: 	: 	: 	109.41 e	: 	: 	: 	: 	: 	137.62 	138.96 	131.18 	131.53 	129.35 	119.26 	105.66 	107.40 	94.07 	96.23 	72.53 	72.00 	: 	28.00 	28.00 	18.00 	20.00 	21.00 	28.00 	20.00 	23.00 	24.00 	25.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,SK	: 	: 	320.56 	351.12 	365.34 	368.90 	381.39 e	391.15 	399.91 	409.57 	393.93 	394.18 	376.98 	361.63 	347.18 	332.57 	320.49 	321.23 	325.52 	316.03 	316.30 	347.98 	340.35 	326.00 	417.00 	419.00 	428.00 	397.00 	411.00 	467.00 	531.00 	600.00 	621.00 	648.00 	671.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,TR	45177.69 	42126.78 	37276.05 	35194.97 	33677.64 	30983.93 p	31507.93 	31115.19 	29284.25 	27425.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,UK	: 	: 	22756.00 	22283.00 	23239.00 	23671.00 	23103.00 	22687.00 	22027.00 	22991.00 	21951.00 	21295.00 	21343.00 	21856.00 	23676.00 	23428.49 	23730.20 	24523.93 	24410.25 	24887.63 	24433.62 	27590.91 	29741.50 	31079.99 	30027.09 	28165.00 	28967.00 	29829.62 	29682.46 	29854.13 	29298.17 	30513.27 	30032.26 	29466.88 	28190.11 	26126.29 	24680.09 	24077.97 	23408.09 	23050.19 	22311.05 	21604.00 	21608.99 	21714.99 	20504.00 	19880.00 	19526.00 	20187.00 	20193.00 	19557.00 	18749.00 	18499.00 	19157.00 	19667.00 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4100,THS_HD,XK	: 	212.13 	189.10 	181.11 	182.28 	184.26 	193.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,AL	1456.34 	1532.49 	1729.70 	1833.48 	1888.65 	1713.58 p	1700.40 e	1896.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,AT	240.06 	235.30 	240.91 	242.10 	241.87 	226.34 	217.43 	211.39 	217.86 	220.59 	225.59 	223.68 	215.22 	216.68 	228.95 	203.89 	217.33 	216.56 	214.73 	203.55 	207.20 	217.81 	229.30 	193.71 	197.68 	223.00 	214.00 	209.00 	203.00 	180.00 	190.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,BA	: 	576.00 e	573.00 e	576.00 e	595.00 e	593.00 e	592.00 e	593.00 e	602.00 e	604.00 e	640.00 e	677.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,BE	: 	: 	: 	: 	: 	66.22 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	108.67 	83.17 	81.21 	: 	: 	83.00 	86.00 	91.00 	93.92 	110.00 	111.00 	105.40 	107.00 	102.81 	96.61 	98.00 	84.48 	64.00 	54.00 	55.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,BG	1052.77 	1148.12 	1130.54 	1169.98 	1150.55 	1173.24 	1166.21 	1157.94 	1259.47 	1143.79 	1237.54 	1135.56 	1178.10 	1244.85 	1292.21 	1386.53 	1396.51 	1436.03 	1375.50 	1468.20 	1371.60 	1433.50 	1947.00 	2375.00 	2433.00 	2220.00 	2683.00 	2621.00 	3219.00 	3984.00 	5209.00 	5760.00 	5799.00 	6077.00 	6088.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,CY	: 	234.14 	224.17 	220.78 	220.42 	211.15 	205.71 	205.21 	218.49 	241.33 	246.84 	226.64 	200.04 	184.04 	189.10 	181.21 	186.02 	194.15 	186.22 	188.59 	211.40 	173.00 	178.00 	180.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	56.81 	61.83 	59.90 	53.86 	53.58 	64.00 	48.00 	40.00 	56.00 	43.00 	63.00 	63.00 	68.00 	88.00 	97.00 	124.00 	146.00 	194.00 	272.00 	339.00 	339.00 	318.00 	320.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,DE	1068.40 	1059.80 	1079.40 	1098.70 	1109.33 	1101.78 	1111.37 	1126.53 	1117.48 	1170.34 	1178.39 	1308.90 	1339.10 	1373.10 	1392.20 	1466.00 	1505.00 	1595.00 	1625.00 	1592.00 	1630.00 	1610.00 	1620.00 	1640.00 	1644.01 	1694.63 	1686.05 	1696.00 	1700.00 	1691.00 	1760.00 	1250.67 	1078.50 	1047.89 	1003.19 	962.00 	912.75 	899.00 	828.00 	804.00 	759.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	73.00 	76.00 	76.00 	72.00 	77.00 	82.00 	73.00 	89.00 	80.00 	72.00 	73.00 	75.00 	77.00 	77.00 	74.00 	85.00 	95.00 	101.00 	87.00 	78.00 	68.00 	57.00 	51.00 	39.00 	29.00 	29.00 	27.00 	25.00 	25.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	44.90 	53.20 	41.40 	34.20 	30.30 	23.20 	20.90 	22.00 	: 	21.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,EL	5491.00 	5828.00 	6505.00 	6775.00 	6713.00 	6662.00 	6558.00 	6697.00 	6733.00 	6550.00 	6994.00 	7086.00 	6720.00 	6904.00 	6591.00 	6589.06 	6388.67 	6972.00 	7026.00 	6824.00 	6431.00 	6681.00 	6601.00 	6109.00 	6302.00 	6120.00 	6359.00 	6009.00 	6744.00 	6723.00 	6769.00 	6860.00 	6954.07 	7219.43 	7019.00 	7031.15 	6683.76 	6583.00 	6785.00 	6713.00 	6699.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,ES	10815.12 p	11081.40 p	11046.79 	11391.95 p	11514.35 	11496.19 	11586.73 	11281.20 	11947.66 	12327.71 	13036.83 	14253.47 	15356.47 	15416.28 	16830.61 	16953.76 	16755.51 	17184.00 	18254.77 	18173.51 	18495.13 	18829.50 	18381.00 	18209.00 	17917.00 	18172.00 	15741.00 	17603.00 	18119.00 	18304.00 	17994.00 	17611.79 	17255.29 	16885.09 	16250.10 	12558.95 	12181.17 	12233.37 	11972.00 	11377.00 	10187.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4110K,THS_HD,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	66985.68 	70225.23 	70211.91 	: 	: 	68605.85 	70011.79 	71400.27 	71972.65 	71761.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
