month,animals,unit,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 
M12,A4210KB,THS_HD,HR	56.00 	55.00 	53.00 	53.00 	49.00 	43.00 	34.00 	41.00 	45.00 	49.00 	46.00 	50.00 	55.00 	58.00 	: 	66.41 	70.11 	78.58 	56.41 	63.18 	63.65 	55.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,HU	29.10 	27.00 	31.00 	32.00 	37.00 	36.00 	34.00 	34.00 	36.00 	47.00 	43.00 	44.00 	36.00 	36.00 	37.00 	43.00 	41.00 	46.00 	43.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,IE	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,IS	1.20 	1.10 	1.10 	1.10 	1.00 	1.00 	: 	: 	0.60 	0.60 	0.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,IT	632.86 	635.03 	639.85 	577.14 	582.73 	619.88 	588.94 	594.97 	622.84 	575.78 	637.58 	646.55 	632.25 	632.47 	620.00 	643.47 	624.00 	667.21 	662.05 	684.00 	707.57 	623.00 	964.00 	927.00 	941.00 	970.00 	877.00 	877.00 	877.00 	855.00 	831.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,LT	8.70 	8.90 	9.20 	8.70 	9.10 	8.60 	9.00 	: 	0.00 	: 	: 	: 	: 	9.40 	7.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,ME	: 	: 	19.40 p	19.80 p	19.00 p	21.00 p	22.00 	23.00 	20.00 	17.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,MK	58.00 	72.00 	64.00 	91.00 	84.00 	76.00 	64.00 	62.00 	60.00 	53.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,MT	4.19 	4.21 	4.31 	4.15 	3.92 	3.93 	3.74 	3.45 	3.67 	3.64 	3.75 	3.92 	5.27 	4.60 	4.54 	2.84 	3.62 	3.28 	3.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,NL	426.00 	413.00 	409.00 	376.00 	330.00 	308.00 	260.00 	245.00 	242.00 	246.00 	227.00 	237.00 	256.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	56.98 	73.37 	72.47 	71.18 	84.43 	84.50 	79.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,PT	269.61 p	283.75 	242.61 	255.66 	262.70 	270.17 	293.33 	301.27 	313.47 	323.17 	324.37 	321.69 	321.66 	327.46 	323.25 	340.41 	347.44 	340.70 	340.85 	352.59 	371.60 	407.83 	407.55 	415.00 	429.00 	434.00 	449.00 	463.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,RO	1066.40 	1130.20 	1123.50 	1065.60 	1040.70 	1015.70 	985.10 	970.10 	912.60 	879.70 	863.60 	861.00 	644.10 	632.50 	620.40 	524.99 	500.20 	474.90 	: 	: 	406.00 	404.00 	411.00 	429.00 	453.00 	475.00 	514.00 	542.00 	562.00 	613.00 	734.00 	697.00 	706.00 	756.00 	707.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,RS	125.00 	127.00 	126.00 	138.00 	122.00 	132.00 	128.00 	138.00 	143.00 	155.00 	151.00 	151.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,SE	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.37 	12.97 	15.57 	17.08 	15.12 	12.54 	14.08 	13.59 	11.22 	12.15 	8.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,SK	: 	: 	26.38 	26.97 	27.42 	26.69 	26.93 e	25.81 	26.15 	25.61 	25.27 	26.18 	26.42 	27.73 	28.01 	28.45 	29.14 	28.53 	29.16 	29.77 	29.93 	36.64 	36.18 	31.00 	11.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,TR	5442.11 	5629.51 	5262.97 	5130.05 	5343.10 	5197.72 e	5233.32 e	5198.65 e	4635.13 e	4198.89 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,UK	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4210KB,THS_HD,XK	: 	17.83 	16.83 	18.90 	19.40 	19.72 	21.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,AL	61.28 	61.20 	68.20 	72.49 	66.46 	224.64 p	232.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,AT	36.85 	33.03 	32.37 	31.20 	31.58 	29.51 	26.39 	24.49 	24.29 	25.40 	24.08 	24.67 	24.58 	21.28 	21.00 	17.45 	19.62 	18.00 	17.87 	17.48 	17.62 	18.10 	17.63 	17.31 	19.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,BA	: 	27.00 e	28.00 e	28.00 e	28.00 e	29.00 e	28.00 e	29.00 e	26.00 e	24.00 e	24.00 e	22.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,BE	: 	: 	: 	: 	: 	2.26 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,BG	25.66 	37.13 	24.41 	31.85 	24.20 	27.09 	46.76 	49.17 	24.18 	41.53 	45.87 	63.83 	38.82 	54.93 	63.60 	69.16 	67.53 	109.23 	95.20 	97.00 	87.10 	119.10 	199.00 	: 	: 	: 	: 	83.00 	: 	: 	: 	: 	: 	: 	40.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,CY	: 	83.53 	88.91 	84.35 	91.95 	92.03 	86.60 	80.01 	75.37 	83.57 	83.20 	97.25 	67.14 	108.41 	137.74 	101.21 	72.81 	97.90 	133.63 	168.21 	148.80 	104.60 	105.00 	85.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.10 	5.61 	6.23 	6.93 	6.00 	4.60 	4.00 	5.00 	2.00 	3.00 	4.00 	5.00 	5.00 	6.00 	7.00 	15.00 	14.00 	15.00 	12.00 	12.00 	13.00 	12.00 	12.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.80 	1.50 	1.30 	0.90 	1.30 	1.50 	1.50 	0.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,EL	777.00 	687.00 	992.00 	762.00 	885.00 	986.00 	1138.00 	1204.00 	1294.00 	1406.00 	1196.00 	1310.00 	1164.00 	1139.00 	1219.00 	1256.78 	1187.64 	1489.00 	1471.00 	1593.00 	1450.00 	1373.00 	1300.00 	1666.00 	1891.00 	1730.00 	1847.00 	1725.00 	1806.00 	1783.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,ES	730.54 p	760.55 p	762.22 	778.38 p	816.30 	872.31 	863.50 	764.50 	674.21 	676.63 	601.85 	675.96 	215.54 	694.46 	741.09 	786.96 	695.36 	648.00 	754.99 	712.64 	772.53 	596.38 	593.00 	721.00 	761.00 	692.00 	794.00 	794.00 	675.00 	659.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.02 	0.94 	1.39 	1.42 	0.50 	1.30 	1.30 	1.70 	1.60 	1.70 	1.70 	1.60 	1.20 	1.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,FR	212.83 p	235.51 b	184.00 	194.00 	174.00 d	183.00 d	181.00 	192.00 	191.00 	189.00 	211.00 	223.00 	187.00 	194.39 	180.68 	185.57 	183.00 	182.00 	184.00 	183.00 	196.00 	157.00 	153.00 	149.00 	150.00 	174.00 	140.00 	168.00 	168.00 	166.00 	182.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,HR	20.00 	20.00 	19.00 	17.00 	19.00 	21.00 	18.00 	13.00 	15.00 	16.00 	6.00 	5.20 	3.90 	4.90 	: 	7.79 	18.12 	7.13 	20.44 	23.01 	18.88 	14.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,HU	13.00 	19.00 	30.00 	31.00 	38.00 	40.00 	35.00 	34.00 	34.00 	39.00 	33.00 	28.00 	21.00 	28.00 	27.00 	24.00 	32.00 	26.00 	32.00 	31.00 	35.00 	34.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,IE	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,IS	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	0.20 	0.20 	0.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,IT	236.50 	239.33 	231.30 	229.80 	228.34 	231.68 	211.46 	197.55 	179.17 	156.65 	162.31 	159.29 	157.17 	155.31 	134.00 	147.19 	188.00 	170.48 	163.37 	167.00 	165.92 	164.00 	251.00 	206.00 	203.00 	240.00 	377.00 	377.00 	341.00 	334.00 	330.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,LT	6.00 	5.80 	5.90 	5.60 	5.20 	4.80 	4.50 	5.00 	5.30 	4.60 	5.70 	6.90 	5.60 	7.20 	7.40 	7.50 	4.80 	9.00 	8.50 	6.90 	7.40 	6.80 	7.50 	5.80 	5.10 	5.90 	4.70 	3.80 	3.60 	3.10 	2.40 	1.80 	1.00 	0.80 	1.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,LV	3.47 	3.56 	3.48 	3.59 	3.71 	4.17 	3.91 	3.16 	3.26 	3.42 	3.47 	3.30 	3.16 	3.28 	4.34 	5.21 	5.00 	6.90 	6.60 	7.00 	5.70 	5.10 	3.70 	3.90 	4.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,ME	: 	: 	7.80 p	7.60 p	8.00 p	8.00 p	6.00 	8.00 	6.00 	2.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,MK	5.00 	6.00 	6.00 	7.00 	6.00 	6.00 	5.00 	4.00 	4.00 	3.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,MT	1.04 	0.92 	0.92 	1.12 	0.88 	0.78 	0.82 	0.83 	0.63 	0.84 	0.84 	0.66 	0.71 	0.96 	0.90 	1.50 	1.54 	1.33 	1.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,NL	44.00 	44.00 	42.00 	35.00 	160.00 	154.00 	179.00 	169.00 	140.00 	133.00 	141.00 	115.00 	138.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	27.32 	30.86 	42.06 	39.38 	44.14 	50.29 	45.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,PT	53.73 p	55.71 	56.84 	57.08 	56.51 	53.68 	56.51 	60.37 	64.39 	60.75 	62.18 	64.23 	70.52 	72.07 	80.86 	90.41 	90.16 	92.84 	68.18 	80.30 	78.56 	109.94 	172.30 	204.00 	185.00 	183.00 	193.00 	215.00 	222.00 	231.00 	233.00 	237.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,RO	271.90 	321.00 	301.30 	326.40 	319.10 	322.30 	306.80 	288.30 	254.00 	235.00 	224.00 	208.80 	162.60 	157.80 	151.60 	111.77 	105.50 	109.00 	187.00 	164.00 	120.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,RS	54.00 	56.00 	52.00 	46.00 	47.00 	50.00 	50.00 	61.00 	65.00 	68.00 	80.00 	79.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,SE	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	2.20 	2.20 	2.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.00 	7.39 	9.23 	7.58 	5.63 	5.22 	6.30 	5.23 	5.10 	5.94 	3.20 	: 	: 	2.00 	4.00 	3.00 	3.00 	4.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,SK	: 	: 	2.86 	3.36 	2.99 	2.71 	2.49 e	2.75 	2.56 	2.53 	2.18 	2.22 	2.30 	2.33 	2.46 	2.14 	2.23 	2.15 	2.19 	2.48 	2.05 	8.67 	8.74 	9.00 	7.00 	7.00 	7.00 	7.00 	9.00 	7.00 	7.00 	4.00 	3.00 	4.00 	3.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,TR	4746.96 	4462.40 	4171.84 	4066.48 	4310.15 	4192.86 e	4221.59 e	4193.62 e	3739.04 e	3387.14 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,UK	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	48.17 	40.42 	: 	: 	35.36 	37.74 	35.08 	37.93 	36.00 	37.64 	43.65 	43.65 	47.77 	52.00 	53.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M12,A4220,THS_HD,XK	: 	7.65 	6.60 	6.30 	3.57 	3.46 	4.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
