species;year;table_name
Female Camels of all ages;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Camels less than 4 years;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Camels less than 4 years;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Camels less than 4 years;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Camels 4 years and older;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Camels 4 years and older;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Camels 4 years and older;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Camels for slaughter;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Camels for slaughter;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Camels for slaughter;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Camels for draft purposes;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Camels for draft purposes;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Camels for draft purposes;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Camels for milk;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Camels for transportation;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Camels for transportation;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Camels for transportation;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Camels for other purposes;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Camels for other purposes;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Camels for other purposes;2018;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Camels of all ages;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Camels of all ages;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Camels of all ages;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Camels less than 4 years;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Camels less than 4 years;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Camels less than 4 years;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Camels 4 years and older;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Camels 4 years and older;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Camels 4 years and older;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Camels for slaughter;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Camels for slaughter;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Camels for slaughter;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Camels for draft purposes;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Camels for draft purposes;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Camels for draft purposes;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Camels for milk;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Camels for transportation;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Camels for transportation;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Camels for transportation;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Camels for other purposes;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Camels for other purposes;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Camels for other purposes;2019;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Camels of all ages;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Camels of all ages;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Camels of all ages;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Camels less than 4 years;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Camels less than 4 years;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Camels less than 4 years;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Camels 4 years and older;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Camels 4 years and older;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Camels 4 years and older;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Camels for slaughter;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Camels for slaughter;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Camels for slaughter;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Camels for draft purposes;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Camels for draft purposes;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Camels for draft purposes;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Camels for milk;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Camels for transportation;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Camels for transportation;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Camels for transportation;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Total Camels for other purposes;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Male Camels for other purposes;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
Female Camels for other purposes;2020;Number of Horses, Mules, Donkeys and Camels by age and Purpose
