species;year;table_name
Male Grand Total;2014;Number of Cattle by Age and Purpose
Female Grand Total;2014;Number of Cattle by Age and Purpose
Total Local breed;2014;Number of Cattle by Age and Purpose
Male Local breed;2014;Number of Cattle by Age and Purpose
Female Local breed;2014;Number of Cattle by Age and Purpose
Total Exotic;2014;Number of Cattle by Age and Purpose
Male Exotic;2014;Number of Cattle by Age and Purpose
Female Exotic;2014;Number of Cattle by Age and Purpose
Total Cattle less than 6 months;2015;Number of Cattle by Age and Purpose
Male Cattle less than 6 months;2015;Number of Cattle by Age and Purpose
Female Cattle less than 6 months;2015;Number of Cattle by Age and Purpose
Total Cattle 6 months and less than 1 year;2015;Number of Cattle by Age and Purpose
Male Cattle 6 months and less than 1 year;2015;Number of Cattle by Age and Purpose
Female Cattle 6 months and less than 1 year;2015;Number of Cattle by Age and Purpose
Total Cattle 1 year and less than 3 years;2015;Number of Cattle by Age and Purpose
Male Cattle 1 year and less than 3 years;2015;Number of Cattle by Age and Purpose
Female Cattle 1 year and less than 3 years;2015;Number of Cattle by Age and Purpose
Total Cattle 3 years and less than 10 years;2015;Number of Cattle by Age and Purpose
Male Cattle 3 years and less than 10 years;2015;Number of Cattle by Age and Purpose
Female Cattle 3 years and less than 10 years;2015;Number of Cattle by Age and Purpose
Total Beef Cattle;2015;Number of Cattle by Age and Purpose
Male Beef Cattle;2015;Number of Cattle by Age and Purpose
Female Beef Cattle;2015;Number of Cattle by Age and Purpose
Total Cattle for breeding;2015;Number of Cattle by Age and Purpose
Male Cattle for breeding;2015;Number of Cattle by Age and Purpose
Female Cattle for breeding;2015;Number of Cattle by Age and Purpose
Total Dairy cows;2015;Number of Cattle by Age and Purpose
Total Cows that gave milk for the last 12 months;2015;Number of Cattle by Age and Purpose
Total Draft cattle;2015;Number of Cattle by Age and Purpose
Male Draft cattle;2015;Number of Cattle by Age and Purpose
Female Draft cattle;2015;Number of Cattle by Age and Purpose
Total Cattle for other purposes;2015;Number of Cattle by Age and Purpose
Male Cattle for other purposes;2015;Number of Cattle by Age and Purpose
Female Cattle for other purposes;2015;Number of Cattle by Age and Purpose
Total Cattle 10 years and older;2015;Number of Cattle by Age and Purpose
Male Cattle 10 years and older;2015;Number of Cattle by Age and Purpose
Female Cattle 10 years and older;2015;Number of Cattle by Age and Purpose
Total Grand Total;2015;Number of Cattle by Age and Purpose
Male Grand Total;2015;Number of Cattle by Age and Purpose
Female Grand Total;2015;Number of Cattle by Age and Purpose
Total Local breed;2015;Number of Cattle by Age and Purpose
Male Local breed;2015;Number of Cattle by Age and Purpose
Female Local breed;2015;Number of Cattle by Age and Purpose
Total Exotic;2015;Number of Cattle by Age and Purpose
Male Exotic;2015;Number of Cattle by Age and Purpose
Female Exotic;2015;Number of Cattle by Age and Purpose
Total Cattle less than 6 months;2016;Number of Cattle by Age and Purpose
Male Cattle less than 6 months;2016;Number of Cattle by Age and Purpose
Female Cattle less than 6 months;2016;Number of Cattle by Age and Purpose
Total Cattle 6 months and less than 1 year;2016;Number of Cattle by Age and Purpose
Male Cattle 6 months and less than 1 year;2016;Number of Cattle by Age and Purpose
Female Cattle 6 months and less than 1 year;2016;Number of Cattle by Age and Purpose
Total Cattle 1 year and less than 3 years;2016;Number of Cattle by Age and Purpose
Male Cattle 1 year and less than 3 years;2016;Number of Cattle by Age and Purpose
Female Cattle 1 year and less than 3 years;2016;Number of Cattle by Age and Purpose
Total Cattle 3 years and less than 10 years;2016;Number of Cattle by Age and Purpose
Male Cattle 3 years and less than 10 years;2016;Number of Cattle by Age and Purpose
Female Cattle 3 years and less than 10 years;2016;Number of Cattle by Age and Purpose
Total Beef Cattle;2016;Number of Cattle by Age and Purpose
Male Beef Cattle;2016;Number of Cattle by Age and Purpose
Female Beef Cattle;2016;Number of Cattle by Age and Purpose
Total Cattle for breeding;2016;Number of Cattle by Age and Purpose
Male Cattle for breeding;2016;Number of Cattle by Age and Purpose
Female Cattle for breeding;2016;Number of Cattle by Age and Purpose
Total Dairy cows;2016;Number of Cattle by Age and Purpose
Total Cows that gave milk for the last 12 months;2016;Number of Cattle by Age and Purpose
Total Draft cattle;2016;Number of Cattle by Age and Purpose
Male Draft cattle;2016;Number of Cattle by Age and Purpose
Female Draft cattle;2016;Number of Cattle by Age and Purpose
Total Cattle for other purposes;2016;Number of Cattle by Age and Purpose
Male Cattle for other purposes;2016;Number of Cattle by Age and Purpose
Female Cattle for other purposes;2016;Number of Cattle by Age and Purpose
Total Cattle 10 years and older;2016;Number of Cattle by Age and Purpose
Male Cattle 10 years and older;2016;Number of Cattle by Age and Purpose
Female Cattle 10 years and older;2016;Number of Cattle by Age and Purpose
Total Grand Total;2016;Number of Cattle by Age and Purpose
Male Grand Total;2016;Number of Cattle by Age and Purpose
Female Grand Total;2016;Number of Cattle by Age and Purpose
Total Local breed;2016;Number of Cattle by Age and Purpose
Male Local breed;2016;Number of Cattle by Age and Purpose
Female Local breed;2016;Number of Cattle by Age and Purpose
Total Exotic;2016;Number of Cattle by Age and Purpose
Male Exotic;2016;Number of Cattle by Age and Purpose
Female Exotic;2016;Number of Cattle by Age and Purpose
Total Cattle less than 6 months;2017;Number of Cattle by Age and Purpose
Male Cattle less than 6 months;2017;Number of Cattle by Age and Purpose
Female Cattle less than 6 months;2017;Number of Cattle by Age and Purpose
Total Cattle 6 months and less than 1 year;2017;Number of Cattle by Age and Purpose
Male Cattle 6 months and less than 1 year;2017;Number of Cattle by Age and Purpose
Female Cattle 6 months and less than 1 year;2017;Number of Cattle by Age and Purpose
Total Cattle 1 year and less than 3 years;2017;Number of Cattle by Age and Purpose
Male Cattle 1 year and less than 3 years;2017;Number of Cattle by Age and Purpose
Female Cattle 1 year and less than 3 years;2017;Number of Cattle by Age and Purpose
Total Cattle 3 years and less than 10 years;2017;Number of Cattle by Age and Purpose
Male Cattle 3 years and less than 10 years;2017;Number of Cattle by Age and Purpose
Female Cattle 3 years and less than 10 years;2017;Number of Cattle by Age and Purpose
Total Beef Cattle;2017;Number of Cattle by Age and Purpose
Male Beef Cattle;2017;Number of Cattle by Age and Purpose
Female Beef Cattle;2017;Number of Cattle by Age and Purpose
Total Cattle for breeding;2017;Number of Cattle by Age and Purpose
Male Cattle for breeding;2017;Number of Cattle by Age and Purpose
Female Cattle for breeding;2017;Number of Cattle by Age and Purpose
Total Dairy cows;2017;Number of Cattle by Age and Purpose
Total Cows that gave milk for the last 12 months;2017;Number of Cattle by Age and Purpose
Total Draft cattle;2017;Number of Cattle by Age and Purpose
Male Draft cattle;2017;Number of Cattle by Age and Purpose
Female Draft cattle;2017;Number of Cattle by Age and Purpose
Total Cattle for other purposes;2017;Number of Cattle by Age and Purpose
Male Cattle for other purposes;2017;Number of Cattle by Age and Purpose
Female Cattle for other purposes;2017;Number of Cattle by Age and Purpose
Total Cattle 10 years and older;2017;Number of Cattle by Age and Purpose
Male Cattle 10 years and older;2017;Number of Cattle by Age and Purpose
Female Cattle 10 years and older;2017;Number of Cattle by Age and Purpose
Total Grand Total;2017;Number of Cattle by Age and Purpose
Male Grand Total;2017;Number of Cattle by Age and Purpose
Female Grand Total;2017;Number of Cattle by Age and Purpose
Total Local breed;2017;Number of Cattle by Age and Purpose
Male Local breed;2017;Number of Cattle by Age and Purpose
Female Local breed;2017;Number of Cattle by Age and Purpose
Total Exotic;2017;Number of Cattle by Age and Purpose
Male Exotic;2017;Number of Cattle by Age and Purpose
Female Exotic;2017;Number of Cattle by Age and Purpose
Total Cattle less than 6 months;2018;Number of Cattle by Age and Purpose
Male Cattle less than 6 months;2018;Number of Cattle by Age and Purpose
Female Cattle less than 6 months;2018;Number of Cattle by Age and Purpose
Total Cattle 6 months and less than 1 year;2018;Number of Cattle by Age and Purpose
Male Cattle 6 months and less than 1 year;2018;Number of Cattle by Age and Purpose
Female Cattle 6 months and less than 1 year;2018;Number of Cattle by Age and Purpose
Total Cattle 1 year and less than 3 years;2018;Number of Cattle by Age and Purpose
Male Cattle 1 year and less than 3 years;2018;Number of Cattle by Age and Purpose
Female Cattle 1 year and less than 3 years;2018;Number of Cattle by Age and Purpose
Total Cattle 3 years and less than 10 years;2018;Number of Cattle by Age and Purpose
Male Cattle 3 years and less than 10 years;2018;Number of Cattle by Age and Purpose
Female Cattle 3 years and less than 10 years;2018;Number of Cattle by Age and Purpose
Total Beef Cattle;2018;Number of Cattle by Age and Purpose
Male Beef Cattle;2018;Number of Cattle by Age and Purpose
Female Beef Cattle;2018;Number of Cattle by Age and Purpose
Total Cattle for breeding;2018;Number of Cattle by Age and Purpose
Male Cattle for breeding;2018;Number of Cattle by Age and Purpose
Female Cattle for breeding;2018;Number of Cattle by Age and Purpose
Total Dairy cows;2018;Number of Cattle by Age and Purpose
Total Cows that gave milk for the last 12 months;2018;Number of Cattle by Age and Purpose
Total Draft cattle;2018;Number of Cattle by Age and Purpose
Male Draft cattle;2018;Number of Cattle by Age and Purpose
Female Draft cattle;2018;Number of Cattle by Age and Purpose
Total Cattle for other purposes;2018;Number of Cattle by Age and Purpose
Male Cattle for other purposes;2018;Number of Cattle by Age and Purpose
Female Cattle for other purposes;2018;Number of Cattle by Age and Purpose
Total Cattle 10 years and older;2018;Number of Cattle by Age and Purpose
Male Cattle 10 years and older;2018;Number of Cattle by Age and Purpose
Female Cattle 10 years and older;2018;Number of Cattle by Age and Purpose
Total Grand Total;2018;Number of Cattle by Age and Purpose
Male Grand Total;2018;Number of Cattle by Age and Purpose
Female Grand Total;2018;Number of Cattle by Age and Purpose
Total Local breed;2018;Number of Cattle by Age and Purpose
Male Local breed;2018;Number of Cattle by Age and Purpose
Female Local breed;2018;Number of Cattle by Age and Purpose
Total Exotic;2018;Number of Cattle by Age and Purpose
Male Exotic;2018;Number of Cattle by Age and Purpose
Female Exotic;2018;Number of Cattle by Age and Purpose
Total Cattle less than 6 months;2019;Number of Cattle by Age and Purpose
Male Cattle less than 6 months;2019;Number of Cattle by Age and Purpose
Female Cattle less than 6 months;2019;Number of Cattle by Age and Purpose
Total Cattle 6 months and less than 1 year;2019;Number of Cattle by Age and Purpose
Male Cattle 6 months and less than 1 year;2019;Number of Cattle by Age and Purpose
Female Cattle 6 months and less than 1 year;2019;Number of Cattle by Age and Purpose
Total Cattle 1 year and less than 3 years;2019;Number of Cattle by Age and Purpose
Male Cattle 1 year and less than 3 years;2019;Number of Cattle by Age and Purpose
Female Cattle 1 year and less than 3 years;2019;Number of Cattle by Age and Purpose
Total Cattle 3 years and less than 10 years;2019;Number of Cattle by Age and Purpose
Male Cattle 3 years and less than 10 years;2019;Number of Cattle by Age and Purpose
Female Cattle 3 years and less than 10 years;2019;Number of Cattle by Age and Purpose
Total Beef Cattle;2019;Number of Cattle by Age and Purpose
Male Beef Cattle;2019;Number of Cattle by Age and Purpose
Female Beef Cattle;2019;Number of Cattle by Age and Purpose
Total Cattle for breeding;2019;Number of Cattle by Age and Purpose
Male Cattle for breeding;2019;Number of Cattle by Age and Purpose
Female Cattle for breeding;2019;Number of Cattle by Age and Purpose
Total Dairy cows;2019;Number of Cattle by Age and Purpose
Total Cows that gave milk for the last 12 months;2019;Number of Cattle by Age and Purpose
Total Draft cattle;2019;Number of Cattle by Age and Purpose
Male Draft cattle;2019;Number of Cattle by Age and Purpose
Female Draft cattle;2019;Number of Cattle by Age and Purpose
Total Cattle for other purposes;2019;Number of Cattle by Age and Purpose
Male Cattle for other purposes;2019;Number of Cattle by Age and Purpose
Female Cattle for other purposes;2019;Number of Cattle by Age and Purpose
Total Cattle 10 years and older;2019;Number of Cattle by Age and Purpose
Male Cattle 10 years and older;2019;Number of Cattle by Age and Purpose
Female Cattle 10 years and older;2019;Number of Cattle by Age and Purpose
Total Grand Total;2019;Number of Cattle by Age and Purpose
Male Grand Total;2019;Number of Cattle by Age and Purpose
Female Grand Total;2019;Number of Cattle by Age and Purpose
Total Local breed;2019;Number of Cattle by Age and Purpose
Male Local breed;2019;Number of Cattle by Age and Purpose
Female Local breed;2019;Number of Cattle by Age and Purpose
Total Exotic;2019;Number of Cattle by Age and Purpose
Male Exotic;2019;Number of Cattle by Age and Purpose
Female Exotic;2019;Number of Cattle by Age and Purpose
Total Cattle less than 6 months;2020;Number of Cattle by Age and Purpose
Male Cattle less than 6 months;2020;Number of Cattle by Age and Purpose
Female Cattle less than 6 months;2020;Number of Cattle by Age and Purpose
Total Cattle 6 months and less than 1 year;2020;Number of Cattle by Age and Purpose
Male Cattle 6 months and less than 1 year;2020;Number of Cattle by Age and Purpose
Female Cattle 6 months and less than 1 year;2020;Number of Cattle by Age and Purpose
Total Cattle 1 year and less than 3 years;2020;Number of Cattle by Age and Purpose
Male Cattle 1 year and less than 3 years;2020;Number of Cattle by Age and Purpose
Female Cattle 1 year and less than 3 years;2020;Number of Cattle by Age and Purpose
Total Cattle 3 years and less than 10 years;2020;Number of Cattle by Age and Purpose
Male Cattle 3 years and less than 10 years;2020;Number of Cattle by Age and Purpose
Female Cattle 3 years and less than 10 years;2020;Number of Cattle by Age and Purpose
Total Beef Cattle;2020;Number of Cattle by Age and Purpose
Male Beef Cattle;2020;Number of Cattle by Age and Purpose
Female Beef Cattle;2020;Number of Cattle by Age and Purpose
Total Cattle for breeding;2020;Number of Cattle by Age and Purpose
Male Cattle for breeding;2020;Number of Cattle by Age and Purpose
Female Cattle for breeding;2020;Number of Cattle by Age and Purpose
Total Dairy cows;2020;Number of Cattle by Age and Purpose
Total Cows that gave milk for the last 12 months;2020;Number of Cattle by Age and Purpose
Total Draft cattle;2020;Number of Cattle by Age and Purpose
Male Draft cattle;2020;Number of Cattle by Age and Purpose
Female Draft cattle;2020;Number of Cattle by Age and Purpose
Total Cattle for other purposes;2020;Number of Cattle by Age and Purpose
Male Cattle for other purposes;2020;Number of Cattle by Age and Purpose
Female Cattle for other purposes;2020;Number of Cattle by Age and Purpose
Total Cattle 10 years and older;2020;Number of Cattle by Age and Purpose
Male Cattle 10 years and older;2020;Number of Cattle by Age and Purpose
Female Cattle 10 years and older;2020;Number of Cattle by Age and Purpose
Total Grand Total;2020;Number of Cattle by Age and Purpose
Male Grand Total;2020;Number of Cattle by Age and Purpose
Female Grand Total;2020;Number of Cattle by Age and Purpose
Total Local breed;2020;Number of Cattle by Age and Purpose
Male Local breed;2020;Number of Cattle by Age and Purpose
Female Local breed;2020;Number of Cattle by Age and Purpose
Total Exotic;2020;Number of Cattle by Age and Purpose
Male Exotic;2020;Number of Cattle by Age and Purpose
Female Exotic;2020;Number of Cattle by Age and Purpose
