species;year;table_name
Female Goats 1 year and less than 2 years;2017;Number of Goats by Age and Purpose
Total Goats 2 years and older;2017;Number of Goats by Age and Purpose
Male Goats 2 years and older;2017;Number of Goats by Age and Purpose
Female Goats 2 years and older;2017;Number of Goats by Age and Purpose
Total Goats for meat;2017;Number of Goats by Age and Purpose
Male Goats for meat;2017;Number of Goats by Age and Purpose
Female Goats for meat;2017;Number of Goats by Age and Purpose
Total Dairy Goats;2017;Number of Goats by Age and Purpose
Total Goats for breeding;2017;Number of Goats by Age and Purpose
Male Goats for breeding;2017;Number of Goats by Age and Purpose
Female Goats for breeding;2017;Number of Goats by Age and Purpose
Total Goats for other purposes;2017;Number of Goats by Age and Purpose
Male Goats for other purposes;2017;Number of Goats by Age and Purpose
Female Goats for other purposes;2017;Number of Goats by Age and Purpose
Total Grand Total;2017;Number of Goats by Age and Purpose
Male Grand Total;2017;Number of Goats by Age and Purpose
Female Grand Total;2017;Number of Goats by Age and Purpose
Total Local breed;2017;Number of Goats by Age and Purpose
Male Local breed;2017;Number of Goats by Age and Purpose
Female Local breed;2017;Number of Goats by Age and Purpose
Total Exotic;2017;Number of Goats by Age and Purpose
Male Exotic;2017;Number of Goats by Age and Purpose
Female Exotic;2017;Number of Goats by Age and Purpose
Total Hybrid;2017;Number of Goats by Age and Purpose
Male Hybrid;2017;Number of Goats by Age and Purpose
Female Hybrid;2017;Number of Goats by Age and Purpose
Total Goats less than 6 months;2018;Number of Goats by Age and Purpose
Male Goats less than 6 months;2018;Number of Goats by Age and Purpose
Female Goats less than 6 months;2018;Number of Goats by Age and Purpose
Total Goats 6 months and less than 1 year;2018;Number of Goats by Age and Purpose
Male Goats 6 months and less than 1 year;2018;Number of Goats by Age and Purpose
Female Goats 6 months and less than 1 year;2018;Number of Goats by Age and Purpose
Total Goats 1 year and less than 2 years;2018;Number of Goats by Age and Purpose
Male Goats 1 year and less than 2 years;2018;Number of Goats by Age and Purpose
Female Goats 1 year and less than 2 years;2018;Number of Goats by Age and Purpose
Total Goats 2 years and older;2018;Number of Goats by Age and Purpose
Male Goats 2 years and older;2018;Number of Goats by Age and Purpose
Female Goats 2 years and older;2018;Number of Goats by Age and Purpose
Total Goats for meat;2018;Number of Goats by Age and Purpose
Male Goats for meat;2018;Number of Goats by Age and Purpose
Female Goats for meat;2018;Number of Goats by Age and Purpose
Total Dairy Goats;2018;Number of Goats by Age and Purpose
Total Goats for breeding;2018;Number of Goats by Age and Purpose
Male Goats for breeding;2018;Number of Goats by Age and Purpose
Female Goats for breeding;2018;Number of Goats by Age and Purpose
Total Goats for other purposes;2018;Number of Goats by Age and Purpose
Male Goats for other purposes;2018;Number of Goats by Age and Purpose
Female Goats for other purposes;2018;Number of Goats by Age and Purpose
Total Grand Total;2018;Number of Goats by Age and Purpose
Male Grand Total;2018;Number of Goats by Age and Purpose
Female Grand Total;2018;Number of Goats by Age and Purpose
Total Local breed;2018;Number of Goats by Age and Purpose
Male Local breed;2018;Number of Goats by Age and Purpose
Female Local breed;2018;Number of Goats by Age and Purpose
Total Exotic;2018;Number of Goats by Age and Purpose
Male Exotic;2018;Number of Goats by Age and Purpose
Female Exotic;2018;Number of Goats by Age and Purpose
Total Hybrid;2018;Number of Goats by Age and Purpose
Male Hybrid;2018;Number of Goats by Age and Purpose
Female Hybrid;2018;Number of Goats by Age and Purpose
Total Goats less than 6 months;2019;Number of Goats by Age and Purpose
Male Goats less than 6 months;2019;Number of Goats by Age and Purpose
Female Goats less than 6 months;2019;Number of Goats by Age and Purpose
Total Goats 6 months and less than 1 year;2019;Number of Goats by Age and Purpose
Male Goats 6 months and less than 1 year;2019;Number of Goats by Age and Purpose
Female Goats 6 months and less than 1 year;2019;Number of Goats by Age and Purpose
Total Goats 1 year and less than 2 years;2019;Number of Goats by Age and Purpose
Male Goats 1 year and less than 2 years;2019;Number of Goats by Age and Purpose
Female Goats 1 year and less than 2 years;2019;Number of Goats by Age and Purpose
Total Goats 2 years and older;2019;Number of Goats by Age and Purpose
Male Goats 2 years and older;2019;Number of Goats by Age and Purpose
Female Goats 2 years and older;2019;Number of Goats by Age and Purpose
Total Goats for meat;2019;Number of Goats by Age and Purpose
Male Goats for meat;2019;Number of Goats by Age and Purpose
Female Goats for meat;2019;Number of Goats by Age and Purpose
Total Dairy Goats;2019;Number of Goats by Age and Purpose
Total Goats for breeding;2019;Number of Goats by Age and Purpose
Male Goats for breeding;2019;Number of Goats by Age and Purpose
Female Goats for breeding;2019;Number of Goats by Age and Purpose
Total Goats for other purposes;2019;Number of Goats by Age and Purpose
Male Goats for other purposes;2019;Number of Goats by Age and Purpose
Female Goats for other purposes;2019;Number of Goats by Age and Purpose
Total Grand Total;2019;Number of Goats by Age and Purpose
Male Grand Total;2019;Number of Goats by Age and Purpose
Female Grand Total;2019;Number of Goats by Age and Purpose
Total Local breed;2019;Number of Goats by Age and Purpose
Male Local breed;2019;Number of Goats by Age and Purpose
Female Local breed;2019;Number of Goats by Age and Purpose
Total Exotic;2019;Number of Goats by Age and Purpose
Male Exotic;2019;Number of Goats by Age and Purpose
Female Exotic;2019;Number of Goats by Age and Purpose
Total Hybrid;2019;Number of Goats by Age and Purpose
Male Hybrid;2019;Number of Goats by Age and Purpose
Female Hybrid;2019;Number of Goats by Age and Purpose
Total Goats less than 6 months;2020;Number of Goats by Age and Purpose
Male Goats less than 6 months;2020;Number of Goats by Age and Purpose
Female Goats less than 6 months;2020;Number of Goats by Age and Purpose
Total Goats 6 months and less than 1 year;2020;Number of Goats by Age and Purpose
Male Goats 6 months and less than 1 year;2020;Number of Goats by Age and Purpose
Female Goats 6 months and less than 1 year;2020;Number of Goats by Age and Purpose
Total Goats 1 year and less than 2 years;2020;Number of Goats by Age and Purpose
Male Goats 1 year and less than 2 years;2020;Number of Goats by Age and Purpose
Female Goats 1 year and less than 2 years;2020;Number of Goats by Age and Purpose
Total Goats 2 years and older;2020;Number of Goats by Age and Purpose
Male Goats 2 years and older;2020;Number of Goats by Age and Purpose
Female Goats 2 years and older;2020;Number of Goats by Age and Purpose
Total Goats for meat;2020;Number of Goats by Age and Purpose
Male Goats for meat;2020;Number of Goats by Age and Purpose
Female Goats for meat;2020;Number of Goats by Age and Purpose
Total Dairy Goats;2020;Number of Goats by Age and Purpose
Total Goats for breeding;2020;Number of Goats by Age and Purpose
Male Goats for breeding;2020;Number of Goats by Age and Purpose
Female Goats for breeding;2020;Number of Goats by Age and Purpose
Total Goats for other purposes;2020;Number of Goats by Age and Purpose
Male Goats for other purposes;2020;Number of Goats by Age and Purpose
Female Goats for other purposes;2020;Number of Goats by Age and Purpose
Total Grand Total;2020;Number of Goats by Age and Purpose
Male Grand Total;2020;Number of Goats by Age and Purpose
Female Grand Total;2020;Number of Goats by Age and Purpose
Total Local breed;2020;Number of Goats by Age and Purpose
Male Local breed;2020;Number of Goats by Age and Purpose
Female Local breed;2020;Number of Goats by Age and Purpose
Total Exotic;2020;Number of Goats by Age and Purpose
Male Exotic;2020;Number of Goats by Age and Purpose
Female Exotic;2020;Number of Goats by Age and Purpose
Total Hybrid;2020;Number of Goats by Age and Purpose
Male Hybrid;2020;Number of Goats by Age and Purpose
Female Hybrid;2020;Number of Goats by Age and Purpose
